INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10420005	10	42	5	3	1	1	-1	42	-1	-1	180	98	-1	0~3	0	7	7	-1	0	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10420006	10	42	6	3	1	1	-1	52	-1	-1	200	110	-1	0~3	0	7	7	-1	0	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10420007	10	42	7	3	1	1	-1	62	-1	-1	220	122	-1	0~3	0	7	7	-1	0	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10420008	10	42	8	3	1	1	-1	72	-1	-1	240	134	-1	0~3	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10420009	10	42	9	3	1	1	-1	82	-1	-1	260	146	-1	0~3	0	7	7	-1	0	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10420010	10	42	10	3	1	1	-1	92	-1	-1	280	158	-1	0~3	0	7	7	-1	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10420011	10	42	11	3	1	1	-1	102	54	92	300	170	-1	0~3	0	7	7	-1	0	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421001	10	42	1001	1	1	21	-1	10	-1	-1	50	50	-1	0	0	7	7	-1	0	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421002	10	42	1002	1	1	21	-1	20	-1	-1	100	62	-1	0	0	7	7	-1	0	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421003	10	42	1003	1	1	21	-1	30	-1	-1	150	75	-1	0	0	7	7	-1	0	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421004	10	42	1004	1	1	21	-1	40	-1	-1	200	87	-1	0	0	7	7	-1	0	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421005	10	42	1005	1	1	21	-1	50	-1	-1	250	100	-1	0	0	7	7	-1	0	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421006	10	42	1006	1	1	21	-1	60	-1	-1	300	112	-1	0	0	7	7	-1	0	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421007	10	42	1007	1	1	21	-1	70	-1	-1	350	125	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421008	10	42	1008	1	1	21	-1	80	-1	-1	400	137	-1	0	0	7	7	-1	0	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421009	10	42	1009	1	1	21	-1	90	-1	-1	450	150	-1	0	0	7	7	-1	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10421010	10	42	1010	1	1	21	-1	100	50	90	500	162	-1	0	0	7	7	-1	0	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422001	10	42	2001	2	1	2	-1	20	-1	-1	150	72	-1	0	0	7	7	-1	0	6	-1	-1	-1	-1	-1	0	7	6	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422002	10	42	2002	2	1	2	-1	20	-1	-1	150	72	-1	0	0	7	7	-1	0	6	-1	-1	-1	-1	-1	0	7	6	8	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422003	10	42	2003	2	1	2	-1	45	-1	-1	450	89	-1	0	0	7	7	-1	0	17	-1	-1	-1	-1	-1	0	9	12	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422004	10	42	2004	2	1	2	-1	40	-1	-1	450	82	-1	0	0	7	7	-1	0	15	-1	-1	-1	-1	-1	0	8	12	5	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422011	10	42	2011	2	1	2	52	30	-1	-1	160	86	-1	2	0	7	7	-1	0	12	-1	-1	-1	-1	-1	0	6	12	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422012	10	42	2012	2	1	2	53	50	-1	-1	200	110	-1	2	2	7	7	-1	0	18	-1	-1	-1	-1	-1	0	11	12	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422013	10	42	2013	2	1	2	54	70	-1	-1	240	134	-1	2	2	7	7	-1	0	24	-1	-1	-1	-1	-1	0	16	12	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422021	10	42	2021	2	1	2	462	40	-1	-1	450	150	-1	2	0	7	7	-1	0	13	-1	-1	-1	-1	-1	12	6	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422022	10	42	2022	2	1	2	474	50	-1	-1	450	150	-1	2	0	7	7	-1	0	16	-1	-1	-1	-1	-1	20	8	54	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422023	10	42	2023	2	1	2	463	60	-1	-1	450	150	-1	2	0	7	7	-1	0	19	-1	-1	-1	-1	-1	12	10	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422024	10	42	2024	2	1	2	475	70	-1	-1	450	150	-1	2	0	7	7	-1	0	22	-1	-1	-1	-1	-1	20	13	54	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422025	10	42	2025	2	1	1	486	40	-1	-1	450	150	-1	2	0	7	7	-1	0	13	-1	-1	-1	-1	-1	50	1	12	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10422026	10	42	2026	2	1	1	487	60	-1	-1	450	150	-1	2	0	7	7	-1	0	16	-1	-1	-1	-1	-1	50	2	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424001	10	42	4001	4	1	18	677	22	-1	-1	150	75	-1	0	0	7	7	-1	0	12	-1	-1	-1	-1	-1	0	10	22	50	12	10	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	256217	-1	0	0	1
10424002	10	42	4002	4	1	18	683	42	-1	-1	300	112	-1	0	0	7	7	-1	0	18	-1	-1	-1	-1	-1	0	20	22	100	12	20	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424003	10	42	4003	4	1	18	689	62	-1	-1	450	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	0	30	22	150	12	30	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424004	10	42	4004	4	1	18	695	81	-1	-1	2000	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	0	30	22	250	12	15	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424005	10	42	4005	4	1	18	757	101	52	91	2400	240	-1	0	0	7	7	-1	0	72	-1	-1	-1	-1	-1	0	140	22	1200	12	25	53	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424100	10	42	4100	4	1	2	701	62	-1	-1	450	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	53	3	50	2	0	50	12	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424101	10	42	4101	4	1	2	707	81	-1	-1	2000	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	22	290	12	30	50	5	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424102	10	42	4102	4	1	2	769	101	52	91	2400	240	-1	0	0	7	7	-1	0	72	-1	-1	-1	-1	-1	22	1250	12	71	50	5	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424200	10	42	4200	4	1	1	713	62	-1	-1	450	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	22	550	50	2	12	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424301	10	42	4301	4	1	1	112	62	-1	-1	21000	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424302	10	42	4302	4	1	1	511	62	-1	-1	21000	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424303	10	42	4303	4	1	1	510	62	-1	-1	21000	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424401	10	42	4401	4	1	1	659	81	-1	-1	29400	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424402	10	42	4402	4	1	1	665	81	-1	-1	29400	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10424403	10	42	4403	4	1	1	719	91	-1	-1	29400	195	-1	0	0	7	7	-1	0	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425001	10	42	5001	5	1	2	677	22	-1	-1	150	75	-1	0	0	7	7	-1	0	12	-1	-1	-1	-1	-1	0	10	22	50	12	10	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425002	10	42	5002	5	1	2	683	42	-1	-1	300	112	-1	0	0	7	7	-1	0	18	-1	-1	-1	-1	-1	0	20	22	100	12	20	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425003	10	42	5003	5	1	2	689	62	-1	-1	450	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	0	30	22	150	12	30	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425004	10	42	5004	5	1	2	695	81	-1	-1	2000	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	0	30	22	250	12	15	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425005	10	42	5005	5	1	2	757	101	52	91	2400	240	-1	0	0	7	7	-1	0	72	-1	-1	-1	-1	-1	0	140	22	1200	12	25	53	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425100	10	42	5100	5	1	2	701	62	-1	-1	450	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	53	3	50	2	0	50	12	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425101	10	42	5101	5	1	2	707	81	-1	-1	2000	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	22	290	12	30	50	5	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425102	10	42	5102	5	1	2	769	101	52	91	2400	240	-1	0	0	7	7	-1	0	72	-1	-1	-1	-1	-1	22	1250	12	71	50	5	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425200	10	42	5200	5	1	2	713	62	-1	-1	450	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	22	550	50	2	12	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425301	10	42	5301	5	1	1	112	62	-1	-1	21000	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425302	10	42	5302	5	1	1	511	62	-1	-1	21000	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425303	10	42	5303	5	1	1	510	62	-1	-1	21000	150	-1	0	0	7	7	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425401	10	42	5401	5	1	1	659	81	-1	-1	29400	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425402	10	42	5402	5	1	1	665	81	-1	-1	29400	195	-1	0	0	7	7	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10425403	10	42	5403	5	1	1	719	91	-1	-1	29400	195	-1	0	0	7	7	-1	0	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
####	以下是	刺客副手							-1	-1																																																				
10430001	10	43	1	3	1	1	-1	2	-1	-1	100	50	-1	0~1	0	7	8	-1	0	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430002	10	43	2	3	1	1	-1	12	-1	-1	120	62	-1	0~2	0	7	8	-1	0	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430003	10	43	3	3	1	1	-1	22	-1	-1	140	74	-1	0~3	0	7	8	-1	0	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430004	10	43	4	3	1	1	-1	32	-1	-1	160	86	-1	0~3	0	7	8	-1	0	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430005	10	43	5	3	1	1	-1	42	-1	-1	180	98	-1	0~3	0	7	8	-1	0	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430006	10	43	6	3	1	1	-1	52	-1	-1	200	110	-1	0~3	0	7	8	-1	0	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430007	10	43	7	3	1	1	-1	62	-1	-1	220	122	-1	0~3	0	7	8	-1	0	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430008	10	43	8	3	1	1	-1	72	-1	-1	240	134	-1	0~3	0	7	8	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430009	10	43	9	3	1	1	-1	82	-1	-1	260	146	-1	0~3	0	7	8	-1	0	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430010	10	43	10	3	1	1	-1	92	-1	-1	280	158	-1	0~3	0	7	8	-1	0	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10430011	10	43	11	3	1	1	-1	102	54	92	300	170	-1	0~3	0	7	8	-1	0	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431001	10	43	1001	1	1	21	-1	10	-1	-1	50	50	-1	0	0	7	8	-1	0	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431002	10	43	1002	1	1	21	-1	20	-1	-1	100	62	-1	0	0	7	8	-1	0	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431003	10	43	1003	1	1	21	-1	30	-1	-1	150	75	-1	0	0	7	8	-1	0	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431004	10	43	1004	1	1	21	-1	40	-1	-1	200	87	-1	0	0	7	8	-1	0	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431005	10	43	1005	1	1	21	-1	50	-1	-1	250	100	-1	0	0	7	8	-1	0	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431006	10	43	1006	1	1	21	-1	60	-1	-1	300	112	-1	0	0	7	8	-1	0	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431007	10	43	1007	1	1	21	-1	70	-1	-1	350	125	-1	0	0	7	8	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431008	10	43	1008	1	1	21	-1	80	-1	-1	400	137	-1	0	0	7	8	-1	0	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10431009	10	43	1009	1	1	21	-1	90	-1	-1	450	150	-1	0	0	7	8	-1	0	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
