INT	INT	INT	INT
10298028	10294023	10000	11000599
10298029	10294024	10000	11000599
10298030	10294031	10000	11000599
10298031	10294032	10000	11000599
10298032	10294033	10000	11000599
10298033	10294034	10000	11000599
10298034	10294041	10000	11000599
10298035	10294042	10000	11000599
10298036	10294043	10000	11000599
10298037	10294044	10000	11000599
10298038	10294051	10000	11000599
10298039	10294052	10000	11000599
10298040	10294053	10000	11000599
10298041	10294054	10000	11000599
10298042	10294061	10000	11000599
10298043	10294062	10000	11000599
10298044	10294063	10000	11000599
10298045	10294064	10000	11000599
10298046	10294065	10000	11000599
10298047	10294066	10000	11000599
10298048	10294071	10000	11000599
10298049	10294072	10000	11000599
10298050	10294073	10000	11000599
10298051	10294074	10000	11000599
10298052	10294075	10000	11000599
10298053	10294076	10000	11000599
10298054	10297001	10000	11000599
10298055	10297002	10000	11000599
10298056	10297003	10000	11000599
10298057	10297011	10000	11000599
10298058	10297012	10000	11000599
10298059	10297013	10000	11000599
10298060	10297021	10000	11000599
10298061	10297022	10000	11000599
10298062	10297023	10000	11000599
10298063	10297031	10000	11000599
10298064	10297032	10000	11000599
10298065	10297033	10000	11000599
10298066	10297041	10000	11000599
10298067	10297042	10000	11000599
10298068	10297043	10000	11000599
10298069	10297051	10000	11000599
10298070	10297052	10000	11000599
10298071	10297053	10000	11000599
10298072	10297061	10000	11000599
10298073	10297062	10000	11000599
10298074	10297063	10000	11000599
10298075	10297064	10000	11000599
10298076	10297065	10000	11000599
10298077	10297066	10000	11000599
10298078	10297100	10000	11000599
10298079	10297101	10000	11000599
10298080	10297102	10000	11000599
10298081	10297103	10000	11000599
10298082	10297104	10000	11000599
10298083	10297105	10000	11000599
10298084	10297110	10000	11000599
10298085	10297111	10000	11000599
10298086	10297112	10000	11000599
10298087	10297113	10000	11000599
10298088	10297114	10000	11000599
10298089	10297115	10000	11000599
10298100	10298106	10000	11000599
10298101	10298107	10000	11000599
10298102	10298108	10000	11000599
10298103	10298109	10000	11000599
10298104	10298110	10000	11000599
10298105	10298111	10000	11000599
10298106	10298100	10000	11000599
10298107	10298101	10000	11000599
10298108	10298102	10000	11000599
10298109	10298103	10000	11000599
10298110	10298104	10000	11000599
10298111	10298105	10000	11000599
10298112	10298118	10000	11000599
10298113	10298119	10000	11000599
10298114	10298120	10000	11000599
10298115	10298121	10000	11000599
10298116	10298122	10000	11000599
10298117	10298123	10000	11000599
10298118	10298112	10000	11000599
10298119	10298113	10000	11000599
10298120	10298114	10000	11000599
10298121	10298115	10000	11000599
10298122	10298116	10000	11000599
10298123	10298117	10000	11000599
10298124	10298130	10000	11000599
10298125	10298131	10000	11000599
10298126	10298132	10000	11000599
10298127	10298133	10000	11000599
10298128	10298134	10000	11000599
10298129	10298135	10000	11000599
10298130	10298124	10000	11000599
10298131	10298125	10000	11000599
10298132	10298126	10000	11000599
10298133	10298127	10000	11000599
10298134	10298128	10000	11000599
10298135	10298129	10000	11000599
10298136	10298142	10000	11000599
10298137	10298143	10000	11000599
10298138	10298144	10000	11000599
10298139	10298145	10000	11000599
10298140	10298146	10000	11000599
10298141	10298147	10000	11000599
10298142	10298136	10000	11000599
10298143	10298137	10000	11000599
10298144	10298138	10000	11000599
10298145	10298139	10000	11000599
10298146	10298140	10000	11000599
10298147	10298141	10000	11000599
10354001	10014001	10000	11000599
10354002	10014002	10000	11000599
10354003	10014003	10000	11000599
10354004	10014004	10000	11000599
10354005	10019850	10000	11000599
10354100	10019700	10000	11000599
10354101	10019701	10000	11000599
10354102	10019851	10000	11000599
10354200	10019600	10000	11000599
10354301	10019900	10000	11000599
10354302	10019901	10000	11000599
10354303	10019902	10000	11000599
10354401	10019903	10000	11000599
10354402	10019904	10000	11000599
10354403	10019905	10000	11000599
10355001	10019801	10000	11000599
10355002	10019802	10000	11000599
10355003	10019803	10000	11000599
10355004	10019810	10000	11000599
10355005	10019852	10000	11000599
10355100	10019805	10000	11000599
10355101	10019811	10000	11000599
10355102	10019853	10000	11000599
10355200	10019804	10000	11000599
10355301	10019910	10000	11000599
10355302	10019911	10000	11000599
10355303	10019912	10000	11000599
10355401	10019913	10000	11000599
10355402	10019914	10000	11000599
10355403	10019915	10000	11000599
10364001	10024001	10000	11000599
10364002	10024002	10000	11000599
10364003	10024003	10000	11000599
10364004	10024004	10000	11000599
10364005	10028850	10000	11000599
10364100	10028700	10000	11000599
10364101	10028701	10000	11000599
10364102	10028851	10000	11000599
10364200	10028600	10000	11000599
10364301	10029000	10000	11000599
10364302	10029001	10000	11000599
10364303	10029002	10000	11000599
10364401	10029003	10000	11000599
10364402	10029004	10000	11000599
10364403	10029005	10000	11000599
10365001	10028801	10000	11000599
10365002	10028802	10000	11000599
10365003	10028803	10000	11000599
10365004	10028810	10000	11000599
10365005	10028852	10000	11000599
10365100	10028805	10000	11000599
10365101	10028811	10000	11000599
10365102	10028853	10000	11000599
10365200	10028804	10000	11000599
10365301	10029010	10000	11000599
10365302	10029011	10000	11000599
10365303	10029012	10000	11000599
10365401	10029013	10000	11000599
10365402	10029014	10000	11000599
10365403	10029015	10000	11000599
10374001	10034001	10000	11000599
10374002	10034002	10000	11000599
10374003	10034003	10000	11000599
10374004	10034004	10000	11000599
10374005	10038850	10000	11000599
10374100	10038700	10000	11000599
10374101	10038701	10000	11000599
10374102	10038851	10000	11000599
10374200	10038600	10000	11000599
10374301	10039000	10000	11000599
10374302	10039001	10000	11000599
10374303	10039002	10000	11000599
10374401	10039003	10000	11000599
10374402	10039004	10000	11000599
10374403	10039005	10000	11000599
10375001	10038801	10000	11000599
10375002	10038802	10000	11000599
10375003	10038803	10000	11000599
10375004	10038810	10000	11000599
10375005	10038852	10000	11000599
10375100	10038805	10000	11000599
10375101	10038811	10000	11000599
10375102	10038853	10000	11000599
10375200	10038804	10000	11000599
10375301	10039010	10000	11000599
10375302	10039011	10000	11000599
10375303	10039012	10000	11000599
10375401	10039013	10000	11000599
10375402	10039014	10000	11000599
10375403	10039015	10000	11000599
10384001	10044001	10000	11000599
10384002	10044002	10000	11000599
10384003	10044003	10000	11000599
10384004	10044004	10000	11000599
10384005	10048850	10000	11000599
10384100	10048700	10000	11000599
10384101	10048701	10000	11000599
10384102	10048851	10000	11000599
10384200	10048600	10000	11000599
10384301	10049000	10000	11000599
10384302	10049001	10000	11000599
10384303	10049002	10000	11000599
10384401	10049003	10000	11000599
10384402	10049004	10000	11000599
10384403	10049005	10000	11000599
10385001	10048801	10000	11000599
10385002	10048802	10000	11000599
10385003	10048803	10000	11000599
10385004	10048810	10000	11000599
10385005	10048852	10000	11000599
10385100	10048805	10000	11000599
10385101	10048811	10000	11000599
10385102	10048853	10000	11000599
10385200	10048804	10000	11000599
10385301	10049010	10000	11000599
10385302	10049011	10000	11000599
10385303	10049012	10000	11000599
10385401	10049013	10000	11000599
10385402	10049014	10000	11000599
10385403	10049015	10000	11000599
10394001	10054001	10000	11000599
10394002	10054002	10000	11000599
10394003	10054003	10000	11000599
10394004	10054004	10000	11000599
10394005	10058850	10000	11000599
10394100	10058700	10000	11000599
10394101	10058701	10000	11000599
10394102	10058851	10000	11000599
10394200	10058600	10000	11000599
10394301	10059000	10000	11000599
10394302	10059001	10000	11000599
10394303	10059002	10000	11000599
10394401	10059003	10000	11000599
10394402	10059004	10000	11000599
10394403	10059005	10000	11000599
10395001	10058801	10000	11000599
10395002	10058802	10000	11000599
10395003	10058803	10000	11000599
10395004	10058810	10000	11000599
10395005	10058852	10000	11000599
10395100	10058805	10000	11000599
10395101	10058811	10000	11000599
10395102	10058853	10000	11000599
10395200	10058804	10000	11000599
10395301	10059010	10000	11000599
10395302	10059011	10000	11000599
10395303	10059012	10000	11000599
10395401	10059013	10000	11000599
10395402	10059014	10000	11000599
10395403	10059015	10000	11000599
10404001	10064001	10000	11000599
10404002	10064002	10000	11000599
10404003	10064003	10000	11000599
10404004	10064004	10000	11000599
10404005	10068850	10000	11000599
10404100	10068700	10000	11000599
10404101	10068701	10000	11000599
10404102	10068851	10000	11000599
10404200	10068600	10000	11000599
10404301	10069000	10000	11000599
10404302	10069001	10000	11000599
10404303	10069002	10000	11000599
10404401	10069003	10000	11000599
10404402	10069004	10000	11000599
10404403	10069005	10000	11000599
10405001	10068801	10000	11000599
10405002	10068802	10000	11000599
10405003	10068803	10000	11000599
10405004	10068810	10000	11000599
10405005	10068852	10000	11000599
10405100	10068805	10000	11000599
10405101	10068811	10000	11000599
10405102	10068853	10000	11000599
10405200	10068804	10000	11000599
10405301	10069010	10000	11000599
10405302	10069011	10000	11000599
10405303	10069012	10000	11000599
10405401	10069013	10000	11000599
10405402	10069014	10000	11000599
10405403	10069015	10000	11000599
10414001	10074001	10000	11000599
10414002	10074002	10000	11000599
10414003	10074003	10000	11000599
10414004	10074004	10000	11000599
10414005	10077850	10000	11000599
10414100	10077700	10000	11000599
10414101	10077701	10000	11000599
10414102	10077851	10000	11000599
10414200	10077600	10000	11000599
10414301	10078000	10000	11000599
10414302	10078001	10000	11000599
10414303	10078002	10000	11000599
10414401	10078003	10000	11000599
10414402	10078004	10000	11000599
10414403	10078005	10000	11000599
10415001	10077801	10000	11000599
10415002	10077802	10000	11000599
10415003	10077803	10000	11000599
10415004	10077810	10000	11000599
10415005	10077852	10000	11000599
10415100	10077805	10000	11000599
10415101	10077811	10000	11000599
10415102	10077853	10000	11000599
10415200	10077804	10000	11000599
10415301	10078010	10000	11000599
10415302	10078011	10000	11000599
10415303	10078012	10000	11000599
10415401	10078013	10000	11000599
10415402	10078014	10000	11000599
10415403	10078015	10000	11000599
10424001	10084001	10000	11000599
10424002	10084002	10000	11000599
10424003	10084003	10000	11000599
10424004	10084004	10000	11000599
10424005	10087850	10000	11000599
10424100	10087700	10000	11000599
10424101	10087701	10000	11000599
10424102	10087851	10000	11000599
10424200	10087600	10000	11000599
10424301	10088000	10000	11000599
10424302	10088001	10000	11000599
10424303	10088002	10000	11000599
10424401	10088003	10000	11000599
10424402	10088004	10000	11000599
10424403	10088005	10000	11000599
10425001	10087801	10000	11000599
10425002	10087802	10000	11000599
10425003	10087803	10000	11000599
10425004	10087810	10000	11000599
10425005	10087852	10000	11000599
10425100	10087805	10000	11000599
10425101	10087811	10000	11000599
10425102	10087853	10000	11000599
10425200	10087804	10000	11000599
10425301	10088010	10000	11000599
10425302	10088011	10000	11000599
10425303	10088012	10000	11000599
10425401	10088013	10000	11000599
10425402	10088014	10000	11000599
10425403	10088015	10000	11000599
10434001	10094001	10000	11000599
10434002	10094002	10000	11000599
10434003	10094003	10000	11000599
10434004	10094004	10000	11000599
10434005	10097850	10000	11000599
10434100	10097700	10000	11000599
10434101	10097701	10000	11000599
10434102	10097851	10000	11000599
10434200	10097600	10000	11000599
10434301	10098000	10000	11000599
10434302	10098001	10000	11000599
10434303	10098002	10000	11000599
10434401	10098003	10000	11000599
10434402	10098004	10000	11000599
10434403	10098005	10000	11000599
10435001	10097801	10000	11000599
10435002	10097802	10000	11000599
10435003	10097803	10000	11000599
10435004	10097810	10000	11000599
10435005	10097852	10000	11000599
10435100	10097805	10000	11000599
10435101	10097811	10000	11000599
10435102	10097853	10000	11000599
10435200	10097804	10000	11000599
10435301	10098010	10000	11000599
10435302	10098011	10000	11000599
10435303	10098012	10000	11000599
10435401	10098013	10000	11000599
10435402	10098014	10000	11000599
10435403	10098015	10000	11000599
10444001	10104001	10000	11000599
10444002	10104002	10000	11000599
10444003	10104003	10000	11000599
10444004	10104004	10000	11000599
10444005	10107850	10000	11000599
10444100	10107700	10000	11000599
10444101	10107701	10000	11000599
10444102	10107851	10000	11000599
10444200	10107600	10000	11000599
10444301	10108000	10000	11000599
10444302	10108001	10000	11000599
10444303	10108002	10000	11000599
10444401	10108003	10000	11000599
10444402	10108004	10000	11000599
10444403	10108005	10000	11000599
10445001	10107801	10000	11000599
10445002	10107802	10000	11000599
10445003	10107803	10000	11000599
10445004	10107810	10000	11000599
10445005	10107852	10000	11000599
10445100	10107805	10000	11000599
10445101	10107811	10000	11000599
10445102	10107853	10000	11000599
10445200	10107804	10000	11000599
10445301	10108010	10000	11000599
10445302	10108011	10000	11000599
10445303	10108012	10000	11000599
10445401	10108013	10000	11000599
10445402	10108014	10000	11000599
10445403	10108015	10000	11000599
10454001	10114001	10000	11000599
10454002	10114002	10000	11000599
10454003	10114003	10000	11000599
10454004	10114004	10000	11000599
10454005	10117850	10000	11000599
10454100	10117700	10000	11000599
10454101	10117701	10000	11000599
10454102	10117851	10000	11000599
10454200	10117600	10000	11000599
10454301	10118000	10000	11000599
10454302	10118001	10000	11000599
10454303	10118002	10000	11000599
10454401	10118003	10000	11000599
10454402	10118004	10000	11000599
10454403	10118005	10000	11000599
10455001	10117801	10000	11000599
10455002	10117802	10000	11000599
10455003	10117803	10000	11000599
10455004	10117810	10000	11000599
10455005	10117852	10000	11000599
10455100	10117805	10000	11000599
10455101	10117811	10000	11000599
10455102	10117853	10000	11000599
10455200	10117804	10000	11000599
10455301	10118010	10000	11000599
10455302	10118011	10000	11000599
10455303	10118012	10000	11000599
10455401	10118013	10000	11000599
10455402	10118014	10000	11000599
10455403	10118015	10000	11000599
10464001	10124001	10000	11000599
10464002	10124002	10000	11000599
10464003	10124003	10000	11000599
10464004	10124004	10000	11000599
10464005	10127850	10000	11000599
10464100	10127700	10000	11000599
10464101	10127701	10000	11000599
10464102	10127851	10000	11000599
10464200	10127600	10000	11000599
10464301	10128000	10000	11000599
10464302	10128001	10000	11000599
10464303	10128002	10000	11000599
10464401	10128003	10000	11000599
10464402	10128004	10000	11000599
10464403	10128005	10000	11000599
10465001	10127801	10000	11000599
10465002	10127802	10000	11000599
10465003	10127803	10000	11000599
10465004	10127810	10000	11000599
10465005	10127852	10000	11000599
10465100	10127805	10000	11000599
10465101	10127811	10000	11000599
10465102	10127853	10000	11000599
10465200	10127804	10000	11000599
10465301	10128010	10000	11000599
10465302	10128011	10000	11000599
10465303	10128012	10000	11000599
10465401	10128013	10000	11000599
10465402	10128014	10000	11000599
10465403	10128015	10000	11000599
