INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING			
170334	专精天赋大师	\t粗识万般不如精通一门，世间万物，相生相克，总会找到破解之法。如果精通一门克敌之术，在与敌对阵时将会战无不胜！\n\t你想成为哪种职业的克星呢？	-1	300985|300986|570066|561261					-1				
170335	秘银打造大师	\t投资要谨慎哦！不过大的投资才有几率获得更大的利润。	-1	800004|800065|561255					-1				
170336	元素天赋大师	\t当平凡的武功已经修炼到极致后，那就要借助天地间的元素之力才能进一步提升。如果你学会了雷、火、冰三系元素中的任何一种，那么你的战斗力将会获得极大的增强。\n\t雷、火、冰三系元素，你想学哪一种呢？	-1						-1				
170337	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
170338	战魂天赋大师	\t世间每一个常胜将军都是天上守护星宿的战神附体，所以才能战无不胜，攻无不克，所向无敌。\n\t你想体验一下战神附体的感觉吗？	-1						-1				
170339	装备铭刻大师	\t在装备上铭刻着属于自己的标志，还能让装备更加结实，想想都让人向往。如果你想铭刻你的装备，不妨考虑一下我这里。	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
170340	仓库保管员	\t大战在即，你应该把不必要的东西都存储在我这里，轻装上阵，这样才能击败海都。	-1	561000|561001|561004|561005					-1				
170341	装备升星大师	\t做好远行的准备了吗？把你的装备给我，我可以让你的装备实力上升到新的高度。	-1	800047|800072					1				
170342	杂货商人	\t我这里的很多货物你一定没见过，包括从东方运来的一些上等丝绸！	-1	560906|560907					7				
170343	装备保值大师	\t换装备就像过日子，要精打细算，打星、麻将、铭刻这些是装备的精华，我可以帮你把它们完美无缺的复制到同级的新装备上。	-1	800061|800066|561254|800086|800087					15				
170344	钱庄	\t奉国王陛下之命，我在这里管理钱庄相关的事务。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
170345	装备鎏金大师	\t极品的装备就像是女人的脸，四分天生，六分要靠妆扮。\n\t如果你有那些传说中的神石，我可以帮助你将装备的等级大大提升。	-1	800059|800088|800060|800089|561253|800083|800090|800084|800091					15				
170346	属性天赋大师	\t只有让你的各项属性全面增强，才能变得更加强大！	-1	570053|570064					-1				
170347	装备镶嵌大师	\t宝石是不可多得的宝物，拥有了宝石就如同掌握了自己命运前进的方向。\n\t如果你有幸获得宝石，我可以把宝石镶嵌在你的装备上，霞光异彩，漂亮极了。\n\t如果有需要，我也可以帮你拆解下来。	-1	800000|800028|800058|800064|800062|800063|561256|800073|800074|800075|800076|800077|800078					12				
170348	平衡天赋大师	\t每个人的成长之路尽不相同，我可以弥补你在与敌对阵时属性相克而带来的劣势！	-1	570060|570057|570058|570059|570061|570062|570063|570065|561260					-1				
170349	外装大师	\t吸收武器装备的属性为我所用，也是练功的一条捷径。	-1	800070|800071|560154|800113|800081|800082|800110|800111|800114					15				
170350	专精天赋大师	\t粗识万般不如精通一门，世间万物，相生相克，总会找到破解之法。如果精通一门克敌之术，在与敌对阵时将会战无不胜！\n\t你想成为哪种职业的克星呢？	-1	300985|300986|570066|561261					-1				
170351	秘银打造大师	\t投资要谨慎哦！不过大的投资才有几率获得更大的利润。	-1	800004|800065|561255					-1				
170352	元素天赋大师	\t当平凡的武功已经修炼到极致后，那就要借助天地间的元素之力才能进一步提升。如果你学会了雷、火、冰三系元素中的任何一种，那么你的战斗力将会获得极大的增强。\n\t雷、火、冰三系元素，你想学哪一种呢？	-1						-1				
170353	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
170354	战魂天赋大师	\t世间每一个常胜将军都是天上守护星宿的战神附体，所以才能战无不胜，攻无不克，所向无敌。\n\t你想体验一下战神附体的感觉吗？	-1						-1				
170355	装备铭刻大师	\t在装备上铭刻着属于自己的标志，还能让装备更加结实，想想都让人向往。如果你想铭刻你的装备，不妨考虑一下我这里。	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
170356	仓库保管员	\t大战在即，你应该把不必要的东西都存储在我这里，轻装上阵，这样才能击败海都。	-1	561000|561001|561004|561005					-1				
170357	装备升星大师	\t做好远行的准备了吗？把你的装备给我，我可以让你的装备实力上升到新的高度。	-1	800047|800072					1				
170358	杂货商人	\t我这里的很多货物你一定没见过，包括从东方运来的一些上等丝绸！	-1	560906|560907					7				
170359	装备保值大师	\t换装备就像过日子，要精打细算，打星、麻将、铭刻这些是装备的精华，我可以帮你把它们完美无缺的复制到同级的新装备上。	-1	800061|800066|561254|800086|800087					15				
170360	钱庄	\t奉国王陛下之命，我在这里管理钱庄相关的事务。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
170361	装备鎏金大师	\t极品的装备就像是女人的脸，四分天生，六分要靠妆扮。\n\t如果你有那些传说中的神石，我可以帮助你将装备的等级大大提升。	-1	800059|800088|800060|800089|561253|800083|800090|800084|800091					15				
170362	属性天赋大师	\t只有让你的各项属性全面增强，才能变得更加强大！	-1	570053|570064					-1				
170363	装备镶嵌大师	\t宝石是不可多得的宝物，拥有了宝石就如同掌握了自己命运前进的方向。\n\t如果你有幸获得宝石，我可以把宝石镶嵌在你的装备上，霞光异彩，漂亮极了。\n\t如果有需要，我也可以帮你拆解下来。	-1	800000|800028|800058|800064|800062|800063|561256|800073|800074|800075|800076|800077|800078					12				
170364	平衡天赋大师	\t每个人的成长之路尽不相同，我可以弥补你在与敌对阵时属性相克而带来的劣势！	-1	570060|570057|570058|570059|570061|570062|570063|570065|561260					-1				
170365	外装大师	\t吸收武器装备的属性为我所用，也是练功的一条捷径。	-1	800070|800071|560154|800113|800081|800082|800110|800111|800114					15				
170366	专精天赋大师	\t粗识万般不如精通一门，世间万物，相生相克，总会找到破解之法。如果精通一门克敌之术，在与敌对阵时将会战无不胜！\n\t你想成为哪种职业的克星呢？	-1	300985|300986|570066|561261					-1				
170367	秘银打造大师	\t投资要谨慎哦！不过大的投资才有几率获得更大的利润。	-1	800004|800065|561255					-1				
170368	元素天赋大师	\t当平凡的武功已经修炼到极致后，那就要借助天地间的元素之力才能进一步提升。如果你学会了雷、火、冰三系元素中的任何一种，那么你的战斗力将会获得极大的增强。\n\t雷、火、冰三系元素，你想学哪一种呢？	-1						-1				
170369	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
170370	战魂天赋大师	\t世间每一个常胜将军都是天上守护星宿的战神附体，所以才能战无不胜，攻无不克，所向无敌。\n\t你想体验一下战神附体的感觉吗？	-1						-1				
170371	装备铭刻大师	\t在装备上铭刻着属于自己的标志，还能让装备更加结实，想想都让人向往。如果你想铭刻你的装备，不妨考虑一下我这里。	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
170372	仓库保管员	\t大战在即，你应该把不必要的东西都存储在我这里，轻装上阵，这样才能击败海都。	-1	561000|561001|561004|561005					-1				
170373	装备升星大师	\t做好远行的准备了吗？把你的装备给我，我可以让你的装备实力上升到新的高度。	-1	800047|800072					1				
170374	杂货商人	\t我这里的很多货物你一定没见过，包括从东方运来的一些上等丝绸！	-1	560906|560907					7				
170375	装备保值大师	\t换装备就像过日子，要精打细算，打星、麻将、铭刻这些是装备的精华，我可以帮你把它们完美无缺的复制到同级的新装备上。	-1	800061|800066|561254|800086|800087					15				
170376	钱庄	\t奉国王陛下之命，我在这里管理钱庄相关的事务。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
170377	装备鎏金大师	\t极品的装备就像是女人的脸，四分天生，六分要靠妆扮。\n\t如果你有那些传说中的神石，我可以帮助你将装备的等级大大提升。	-1	800059|800088|800060|800089|561253|800083|800090|800084|800091					15				
170378	属性天赋大师	\t只有让你的各项属性全面增强，才能变得更加强大！	-1	570053|570064					-1				
170379	装备镶嵌大师	\t宝石是不可多得的宝物，拥有了宝石就如同掌握了自己命运前进的方向。\n\t如果你有幸获得宝石，我可以把宝石镶嵌在你的装备上，霞光异彩，漂亮极了。\n\t如果有需要，我也可以帮你拆解下来。	-1	800000|800028|800058|800064|800062|800063|561256|800073|800074|800075|800076|800077|800078					12				
170380	平衡天赋大师	\t每个人的成长之路尽不相同，我可以弥补你在与敌对阵时属性相克而带来的劣势！	-1	570060|570057|570058|570059|570061|570062|570063|570065|561260					-1				
170381	外装大师	\t吸收武器装备的属性为我所用，也是练功的一条捷径。	-1	800070|800071|560154|800113|800081|800082|800110|800111|800114					15				
170382	专精天赋大师	\t粗识万般不如精通一门，世间万物，相生相克，总会找到破解之法。如果精通一门克敌之术，在与敌对阵时将会战无不胜！\n\t你想成为哪种职业的克星呢？	-1	300985|300986|570066|561261					-1				
170383	秘银打造大师	\t投资要谨慎哦！不过大的投资才有几率获得更大的利润。	-1	800004|800065|561255					-1				
170384	元素天赋大师	\t当平凡的武功已经修炼到极致后，那就要借助天地间的元素之力才能进一步提升。如果你学会了雷、火、冰三系元素中的任何一种，那么你的战斗力将会获得极大的增强。\n\t雷、火、冰三系元素，你想学哪一种呢？	-1						-1				
170385	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
170386	战魂天赋大师	\t世间每一个常胜将军都是天上守护星宿的战神附体，所以才能战无不胜，攻无不克，所向无敌。\n\t你想体验一下战神附体的感觉吗？	-1						-1				
170387	装备铭刻大师	\t在装备上铭刻着属于自己的标志，还能让装备更加结实，想想都让人向往。如果你想铭刻你的装备，不妨考虑一下我这里。	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
170388	仓库保管员	\t大战在即，你应该把不必要的东西都存储在我这里，轻装上阵，这样才能击败海都。	-1	561000|561001|561004|561005					-1				
170389	装备升星大师	\t做好远行的准备了吗？把你的装备给我，我可以让你的装备实力上升到新的高度。	-1	800047|800072					1				
170390	杂货商人	\t我这里的很多货物你一定没见过，包括从东方运来的一些上等丝绸！	-1	560906|560907					7				
170391	装备保值大师	\t换装备就像过日子，要精打细算，打星、麻将、铭刻这些是装备的精华，我可以帮你把它们完美无缺的复制到同级的新装备上。	-1	800061|800066|561254|800086|800087					15				
170392	钱庄	\t奉国王陛下之命，我在这里管理钱庄相关的事务。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
170393	装备鎏金大师	\t极品的装备就像是女人的脸，四分天生，六分要靠妆扮。\n\t如果你有那些传说中的神石，我可以帮助你将装备的等级大大提升。	-1	800059|800088|800060|800089|561253|800083|800090|800084|800091					15				
170394	属性天赋大师	\t只有让你的各项属性全面增强，才能变得更加强大！	-1	570053|570064					-1				
170395	装备镶嵌大师	\t宝石是不可多得的宝物，拥有了宝石就如同掌握了自己命运前进的方向。\n\t如果你有幸获得宝石，我可以把宝石镶嵌在你的装备上，霞光异彩，漂亮极了。\n\t如果有需要，我也可以帮你拆解下来。	-1	800000|800028|800058|800064|800062|800063|561256|800073|800074|800075|800076|800077|800078					12				
170396	平衡天赋大师	\t每个人的成长之路尽不相同，我可以弥补你在与敌对阵时属性相克而带来的劣势！	-1	570060|570057|570058|570059|570061|570062|570063|570065|561260					-1				
170397	外装大师	\t吸收武器装备的属性为我所用，也是练功的一条捷径。	-1	800070|800071|560154|800113|800081|800082|800110|800111|800114					15				
170398	专精天赋大师	\t粗识万般不如精通一门，世间万物，相生相克，总会找到破解之法。如果精通一门克敌之术，在与敌对阵时将会战无不胜！\n\t你想成为哪种职业的克星呢？	-1	300985|300986|570066|561261					-1				
170399	秘银打造大师	\t投资要谨慎哦！不过大的投资才有几率获得更大的利润。	-1	800004|800065|561255					-1				
170400	元素天赋大师	\t当平凡的武功已经修炼到极致后，那就要借助天地间的元素之力才能进一步提升。如果你学会了雷、火、冰三系元素中的任何一种，那么你的战斗力将会获得极大的增强。\n\t雷、火、冰三系元素，你想学哪一种呢？	-1						-1				
170401	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
170402	战魂天赋大师	\t世间每一个常胜将军都是天上守护星宿的战神附体，所以才能战无不胜，攻无不克，所向无敌。\n\t你想体验一下战神附体的感觉吗？	-1						-1				
170403	装备铭刻大师	\t在装备上铭刻着属于自己的标志，还能让装备更加结实，想想都让人向往。如果你想铭刻你的装备，不妨考虑一下我这里。	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
170404	仓库保管员	\t大战在即，你应该把不必要的东西都存储在我这里，轻装上阵，这样才能击败海都。	-1	561000|561001|561004|561005					-1				
170405	装备升星大师	\t做好远行的准备了吗？把你的装备给我，我可以让你的装备实力上升到新的高度。	-1	800047|800072					1				
170406	杂货商人	\t我这里的很多货物你一定没见过，包括从东方运来的一些上等丝绸！	-1	560906|560907					7				
170407	装备保值大师	\t换装备就像过日子，要精打细算，打星、麻将、铭刻这些是装备的精华，我可以帮你把它们完美无缺的复制到同级的新装备上。	-1	800061|800066|561254|800086|800087					15				
170408	钱庄	\t奉国王陛下之命，我在这里管理钱庄相关的事务。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
170409	装备鎏金大师	\t极品的装备就像是女人的脸，四分天生，六分要靠妆扮。\n\t如果你有那些传说中的神石，我可以帮助你将装备的等级大大提升。	-1	800059|800088|800060|800089|561253|800083|800090|800084|800091					15				
170410	属性天赋大师	\t只有让你的各项属性全面增强，才能变得更加强大！	-1	570053|570064					-1				
170411	装备镶嵌大师	\t宝石是不可多得的宝物，拥有了宝石就如同掌握了自己命运前进的方向。\n\t如果你有幸获得宝石，我可以把宝石镶嵌在你的装备上，霞光异彩，漂亮极了。\n\t如果有需要，我也可以帮你拆解下来。	-1	800000|800028|800058|800064|800062|800063|561256|800073|800074|800075|800076|800077|800078					12				
170412	平衡天赋大师	\t每个人的成长之路尽不相同，我可以弥补你在与敌对阵时属性相克而带来的劣势！	-1	570060|570057|570058|570059|570061|570062|570063|570065|561260					-1				
170413	外装大师	\t吸收武器装备的属性为我所用，也是练功的一条捷径。	-1	800070|800071|560154|800113|800081|800082|800110|800111|800114					15				
170414	专精天赋大师	\t粗识万般不如精通一门，世间万物，相生相克，总会找到破解之法。如果精通一门克敌之术，在与敌对阵时将会战无不胜！\n\t你想成为哪种职业的克星呢？	-1	300985|300986|570066|561261					-1				
170415	秘银打造大师	\t投资要谨慎哦！不过大的投资才有几率获得更大的利润。	-1	800004|800065|561255					-1				
170416	元素天赋大师	\t当平凡的武功已经修炼到极致后，那就要借助天地间的元素之力才能进一步提升。如果你学会了雷、火、冰三系元素中的任何一种，那么你的战斗力将会获得极大的增强。\n\t雷、火、冰三系元素，你想学哪一种呢？	-1						-1				
170417	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
170418	战魂天赋大师	\t世间每一个常胜将军都是天上守护星宿的战神附体，所以才能战无不胜，攻无不克，所向无敌。\n\t你想体验一下战神附体的感觉吗？	-1						-1				
170419	装备铭刻大师	\t在装备上铭刻着属于自己的标志，还能让装备更加结实，想想都让人向往。如果你想铭刻你的装备，不妨考虑一下我这里。	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
170420	仓库保管员	\t大战在即，你应该把不必要的东西都存储在我这里，轻装上阵，这样才能击败海都。	-1	561000|561001|561004|561005					-1				
170421	装备升星大师	\t做好远行的准备了吗？把你的装备给我，我可以让你的装备实力上升到新的高度。	-1	800047|800072					1				
170422	杂货商人	\t我这里的很多货物你一定没见过，包括从东方运来的一些上等丝绸！	-1	560906|560907					7				
170423	装备保值大师	\t换装备就像过日子，要精打细算，打星、麻将、铭刻这些是装备的精华，我可以帮你把它们完美无缺的复制到同级的新装备上。	-1	800061|800066|561254|800086|800087					15				
170424	钱庄	\t奉国王陛下之命，我在这里管理钱庄相关的事务。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
170425	装备鎏金大师	\t极品的装备就像是女人的脸，四分天生，六分要靠妆扮。\n\t如果你有那些传说中的神石，我可以帮助你将装备的等级大大提升。	-1	800059|800088|800060|800089|561253|800083|800090|800084|800091					15				
#	临时使用	200000	299999						-1				
200000	阿必岛钥匙老人	需要帮助么？	-1	300422|300433|300467|300468|300469|300470|300474|300475|300476|300477|300478|300479|300480|300481					4				
200001	完颜洪烈（蔡州城外）		-1						-1				
200008	领装备		-1	950000|950001|950002|950003|950004|950005|950006|950007|950008|950009|950010					2				
200009	领镖车		-1	911111|911117|911112|911113|911114|911115|911116									
300000	酒保	\t欢迎来到大都美丽会，这里有全国最靓的美女和最上等的美酒，请赶快进入舞池与大家一起跳舞吧！\n\t我这里出售杰克丹尼，芝华士，路易十三和轩尼诗理查四种高级饮料，可以让你跳得更带劲哦！\n\t想要离开美丽会的话也可以找我，请尽情享受！	-1	300164|300160|300172|300178					-1				
300001	舞娘	\t请和我一起跳舞吧！	-1						-1				
300002	舞娘	\t请和我一起跳舞吧！	-1						-1				
300003	舞娘	\t请和我一起跳舞吧！	-1						-1				
300004	舞娘	\t请和我一起跳舞吧！	-1						-1				
300005	舞娘	\t请和我一起跳舞吧！	-1						-1				
300006	舞娘	\t请和我一起跳舞吧！	-1						-1				
300007	舞娘	\t请和我一起跳舞吧！	-1						-1				
300008	舞娘	\t请和我一起跳舞吧！	-1						-1				
300009	舞娘	\t请和我一起跳舞吧！	-1						-1				
300010	鼓手吉他手	\t来吧！你还在等待什么？快和大家一起舞动起来！	-1						-1				
300011	兔侍女	\t您好，尊贵的来宾！我可以为您提供酒水服务，请问您需要哪种酒水呢？	-1	300164|300172|300160|300178					-1				
300100	大内看管	\t竟然有刺客入侵！	-1	300510					-1				
300101	监狱看守	监狱看守	-1	300740					-1				
300102	轮回之地传送人	\t这里是轮回之地，无论你富贵贫贱，实力高低，在死亡后都会来到这里。	-1	256011|256012|256015|256014					-1				
#	王城迷宫	400001	400049										
#	外高加索								-1				
400001	萨卡利老人	\t(老人想说些什么，但是风疾使他无法说清想说的话。)\n\t我是……	-1						-1				
400002	辛克娃	\t我在逃难过程中与家人失散，多亏叔叔收留我，我要好好孝顺他。	-1						-1				
400003	卡其牧师	\t在这里有很多村民需要我的帮助，虔诚于神的信徒不会丢下弱者。	-1						-1				
400004	阿彩茨洛	\t我一直想要一个小老虎仔当玩伴。	-1						-1				
400005	卡里奇	\t这地方虽然猛兽横行，但山中多珍贵草药，当年哲别远征此地被毒箭所伤，多亏这山中的回龙草所救才保得性命。	-1						-1				
400006	索思洛	\t我每天虔诚的祷告，向神祈求让光明降落在这片黑暗的土地上，我愿在此苦修神祗。	-1						-1				
#	葱岭西麓												
400016	巴卡汉	\t我是听说这里埋有宝物才来这里的，要是我能找到一辈子就衣食无忧了。	-1						-1				
400017	巴克	\t我等祖先不愿受屈出律压迫，才在数十年前迁居此地，到如今已是繁衍数代。	-1						-1				
400018	阿克兹克	\t我们都是曾经的西辽百姓，如今置于窝阔台汗国的统治之下，此地曾是我民发源之地。	-1						-1				
400019	齐尔齐格	\t这个美丽的地方一直传说是神用一副画变成的。	-1						-1				
400020	阿訇	\t我是碎叶城人，当年蒙古人西征期间，我祖上的家产被蒙古大断事官忽突忽罚没，我便隐居于此。	-1						-1				
400021	阿忆娜	\t在我的记忆中父亲就没有离开此地，他好像一直在守卫什么。	-1						-1				
400022	娜依古丽	\t我自小跟随小姐，小姐待我情同姐妹，我一辈子都不愿离开她。	-1						-1				
#	乌孙古道												
400031	鲁鲁	\t我接到通报有一商队入得此地，多日未归，所以前来查看。	-1						-1				
400032	卡鲁和	\t我们兄弟三人本想去西域做点生意不想误入此地迷失了方向，我还被毒物咬伤，无法行动，难道要死在这里吗？	-1						-1				
400033	合热赞	\t很难想象这里曾经是丝绸之路最重要的一段，如今却荒废成如此模样。	-1						-1				
400034	多可尔	\t此行是为了赚得荣华富贵，如今无功而返，如何面对江东父老。	-1						-1				
400035	张清	\t本大侠才不信什么鬼神之说，这偏邦蛮夷之地的人，总是神鬼的夸夸其谈。	-1						-1				
#	三环通缉令												
400040	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400041	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400042	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400043	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400044	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400045	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400046	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400047	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400049	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400050	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400051	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400052	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400053	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400054	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400056	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400057	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400058	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400059	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400062	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400063	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400064	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400066	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400068	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400069	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400070	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400071	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400072	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400073	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400074	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400075	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400076	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400077	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400078	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400079	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400080	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400081	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400082	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400083	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400084	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
400085	三环通缉令	\t哈哈！还是外面的世界好啊，这次终于不用继续在那暗无天日的地方待着了。	270354						-1				
#	野外塔塔尔部	400100	400099										
400100	村长	\t我们都是成吉思汗的后代，留守在这蒙古人崛起的地方。这里是蒙古人的根，是大元帝国的根。	-1						-1				
400102	蒙古勇士	\t都说蒙古勇士弓马娴熟，其实我们的刀法也不错。要试试吗？	-1						-1				
400103	蒙古勇士	\t在下次的那达慕大会上，我一定能获得摔跤、骑马和射箭三项全能冠军！	-1						-1				
400104	蒙古勇士	\t明天要去放羊了，可算能放松一天。	-1						-1				
400106	牧民	\t我喜欢在夕阳西下时，坐在自家的蒙古包前，弹着马头琴，唱着歌颂大草原的歌。	-1						-1				
400108	牧民	\t过几天南下去居庸关，用牛羊换些茶叶回来。啧啧，我们蒙古的奶茶是天下最美味的饮品，你不来一杯吗？	-1						-1				
400112	车夫	\t今年的牛羊特别肥，等卖了钱，我带着一家老小都坐到车里，去大都观光去。	-1						-1				
400113	牧羊人	\t这里废弃的营地，在无声的诉说着它过去的战火纷飞。每次来这里牧羊，我都陷入对古战场的凭吊之中。	-1						-1				
400114	牧羊人	\t大草原的绿草场，让我的牛羊又肥又壮！大草原的好儿郎，像雄鹰般去飞翔！	-1						-1				
400116	女牧民	\t羊毛又长了，该剪剪了。	-1						-1				
400118	草原长老夫人	\t应该把女儿嫁到大都去，你认识合适的人家吗？	-1						-1				
400119	草原长老女儿	\t中原的丝绸实在是太好看了，要是我的闺房都是用丝绸做的该多好啊。	-1						-1				
400120	钥匙老人	\t我是钥匙老人，我将陪伴你走完寻找二十四支神箭的历程。	-1						-1				
400121	蒙古勇士	\t此地乃军需重地，闲杂人等禁止进入！	-1						-1				
