INT	STRING	STRING	STRING	FLOAT	FLOAT	INT	INT	STRING	STRING	STRING	INT					
28909	251	通往王国·昆仑古道	通往王国·昆仑古道	42	238	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28910	350	通往王国·敦煌外城	通往王国·敦煌外城	128	6	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28911	350	通往王国·敦煌马场	通往王国·敦煌马场	2	139	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28912	350	通往王国·敦煌猎场	通往王国·敦煌猎场	254	137	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28913	389	通往王国·敦煌王城	通往王国·敦煌王城	245	125	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28914	387	通往王国·敦煌王城	通往王国·敦煌王城	8	74	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28915	358	通往王国·敦煌王城	通往王国·敦煌王城	127	240	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28916	358	通往王国·敦煌古道	通往王国·敦煌古道	127	25	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28917	386	通往王国·敦煌外城	通往王国·敦煌外城	166	232	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28918	386	通往边塞·敦煌边塞	通往边塞·敦煌边塞	117	28	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28919	351	通往王国·敦煌古道	通往王国·敦煌古道	215	223	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28920	204	通往王国·天山王国	通往王国·天山王国	62	194	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28921	204	通往王国迷宫二层	通往王国迷宫二层	62	60	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28922	205	通往王国迷宫一层	通往王国迷宫一层	203	198	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28923	205	通往王国迷宫三层	通往王国迷宫三层	199	48	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28924	206	通往王国迷宫二层	通往王国迷宫二层	40	128	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28925	206	通往王国迷宫四层	通往王国迷宫四层	202	48	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28926	207	通往王国迷宫三层	通往王国迷宫三层	53	55	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28927	207	通往王国迷宫五层	通往王国迷宫五层	51	196	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28928	208	通往王国迷宫四层	通往王国迷宫四层	225	63	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28929	208	通往王国迷宫六层	通往王国迷宫六层	33	193	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28930	209	通往王国迷宫五层	通往王国迷宫五层	222	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28931	209	通往王国迷宫七层	通往王国迷宫七层	57	59	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28932	210	通往王国迷宫六层	通往王国迷宫六层	189	207	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28934	36	通往领地·45级凤翔府	通往领地·45级凤翔府	187	242	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28935	5	通往大都·南	通往大都·南	128	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28936	3	通往领地·60级阿尔金山	通往领地·60级阿尔金山	23	127	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28937	8	通往边塞·中兴府	通往边塞·中兴府	236	163	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28938	10	通往领地·70级撒马尔罕	通往领地·70级撒马尔罕	28	119	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28939	11	通往领地·70级红沙漠	通往领地·70级红沙漠	242	163	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28940	17	通往领地·75级巴格达	通往领地·75级巴格达	188	240	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28941	13	通往领地·80级莫斯科	通往领地·80级莫斯科	33	24	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
#	28942						5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28943	37	通往大都·中心城	通往大都·中心城	15	137.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28944	37	通往大都·泰山	通往大都·泰山	238	70	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28945	36	通往大都·中心城	通往大都·中心城	128	19	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28946	38	通往大都·中心城	通往大都·中心城	237	148	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28947	38	通往王国草原居庸关	通往王国草原居庸关	168	16	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28948	38	通往大都·太行山	通往大都·太行山	16	225	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28949	158	通往王国·天山王城	通往王国·天山王城	125	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28950	158	通往王国·天山古道	通往王国·天山古道	130	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28951	150	通往王国·天山马场	通往王国·天山马场	4	120	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28952	104	通往王国·楼兰王城	通往王国·楼兰王城	182	35	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28953	104	通往王国迷宫二层	通往王国迷宫二层	189	197	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28954	105	通往王国迷宫一层	通往王国迷宫一层	56	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28955	105	通往王国迷宫三层	通往王国迷宫三层	215	194	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28956	106	通往王国迷宫二层	通往王国迷宫二层	42	188	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28957	106	通往王国迷宫四层	通往王国迷宫四层	213	59	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28958	107	通往王国迷宫三层	通往王国迷宫三层	63	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28959	107	通往王国迷宫五层	通往王国迷宫五层	63	59	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28960	108	通往王国迷宫四层	通往王国迷宫四层	190	50	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28961	108	通往王国迷宫六层	通往王国迷宫六层	52	130	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28962	109	通往王国迷宫五层	通往王国迷宫五层	190	54	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28963	109	通往王国迷宫七层	通往王国迷宫七层	193	199	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28964	110	通往王国迷宫六层	通往王国迷宫六层	70	61	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28966	58	通往王国·楼兰王城	通往王国·楼兰王城	125	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28967	58	通往王国·楼兰古道	通往王国·楼兰古道	130	237	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28968	50	通往王国·楼兰马场	通往王国·楼兰马场	254	117	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28969	16	通往领地·75级巴格达	通往领地·75级巴格达	66	21	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28970	13	通往领地·70级撒马尔罕	通往领地·70级撒马尔罕	231	153	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28971	13	通往领地·80级波斯高原	通往领地·80级波斯高原	139	239	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28972	11	通往领地·75级巴格达	通往领地·75级巴格达	11	127	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28975	10	通往领地·65级碎叶城	通往领地·65级碎叶城	236	132	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28977	9	通往领地·70级红沙漠	通往领地·70级红沙漠	14	180	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28998	6	通往领地·45级凤翔府	通往领地·45级凤翔府	65	12	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
28999	6	通往领地·55级秦岭	通往领地·55级秦岭	127	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29000	15	通往大都·泰山	通往大都·泰山	23	111	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29001	2	通往威海港	通往威海港	238	139	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29002	2	通往大都·东	通往大都·东	19	145	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29003	0	通往大都·东	通往大都·东	242	126	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29004	0	通往大都·南	通往大都·南	127	240	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29005	0	通往大都·西	通往大都·西	17	127	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29007	5	通往领地·50级蔡州城	通往领地·50级蔡州城	138	232	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29008	7	通往领地·50级蔡州城	通往领地·50级蔡州城	165	11	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29009	4	通往边塞·中兴府	通往边塞·中兴府	33.5	190	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29010	4	通往大都·西	通往大都·西	230	34	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29011	3	通往大都·太行山	通往大都·太行山	240	131	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29014	8	通往领地·65级碎叶城	通往领地·65级碎叶城	19	112	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29015	9	通往领地·60级阿尔金山	通往领地·60级阿尔金山	235	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29016	3	通往边塞·楼兰边塞	通往边塞·楼兰边塞	28	27	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29017	3	通往边塞·天山边塞	通往边塞·天山边塞	231	29	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29018	3	通往边塞·昆仑边塞	通往边塞·昆仑边塞	26	230	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29019	3	通往边塞·敦煌边塞	通往边塞·敦煌边塞	228	228	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29020	51	通往边塞·中兴府	通往边塞·中兴府	190	231	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29022	51	通往王国·楼兰古道	通往王国·楼兰古道	32	20	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29023	86	通往王国·楼兰外城	通往王国·楼兰外城	109	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29024	86	通往边塞·楼兰边塞	通往边塞·楼兰边塞	120	220	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
#29025	89	通往边塞·楼兰边塞	通往边塞·楼兰边塞	148	229	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29026	89	通往王国·楼兰王城	通往王国·楼兰王城	10	145	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29028	87	通往王国·楼兰王城	通往王国·楼兰王城	245	172	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29029	50	通往王国·楼兰猎场	通往王国·楼兰猎场	2	120	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29030	50	通往王国·楼兰外城	通往王国·楼兰外城	125	248	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29031	151	通往边塞·中兴府	通往边塞·中兴府	66	237	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29033	151	通往王国·天山古道	通往王国·天山古道	227	21	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29034	186	通往王国·天山外城	通往王国·天山外城	113	32	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29035	186	通往边塞·天山边塞	通往边塞·天山边塞	141	218	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
#29036	189	通往王国·天山古道	通往王国·天山古道	117	14	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29037	189	通往王国·天山王城	通往王国·天山王城	246	121	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29039	187	通往王国·天山王城	通往王国·天山王城	5	143	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29040	150	通往王国·天山猎场	通往王国·天山猎场	253	117	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29041	150	通往王国·天山外城	通往王国·天山外城	125	248	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29042	351	通往边塞·中兴府	通往边塞·中兴府	62	23	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29053	251	通往边塞·中兴府	通往边塞·中兴府	183	25	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29064	98	通往王国·楼兰王城	通往王国·楼兰王城	89	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29065	198	通往王国·天山王城	通往王国·天山王城	89	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29066	298	通往王国·昆仑王城	通往王国·昆仑王城	89	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29067	398	通往王国·敦煌王城	通往王国·敦煌王城	89	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29068	98|198|298|398	通往王国草原乞颜部	通往王国草原乞颜部	231	210	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
29069	99|199|299|399	通往王国草原罕难河	通往王国草原罕难河	218	15	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59618	99|199|299|399	通往王国草原乃蛮部	通往王国草原乃蛮部	18	123	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59619	99|199|299|399	通往王国草原克烈部	通往王国草原克烈部	101	237	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59620	100|200|300|400	通往王国草原乞颜部	通往王国草原乞颜部	17	140	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59621	101|201|301|401	通往王国草原乞颜部	通往王国草原乞颜部	145	33	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59622	101|201|301|401	通往王国草原居庸关	通往王国草原居庸关	125	230	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59623	102|202|302|402	通往王国草原乞颜部	通往王国草原乞颜部	233	125	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59624	103|203|303|403	通往王国草原克烈部	通往王国草原克烈部	88	21	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59625	103|203|303|403	通往大都·西	通往大都·西	204	237	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59626	99|199|299|399	通往王国草原塔塔尔	通往王国草原塔塔尔	238	216	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
101103	51	玉门关	传送·玉门关	126.6	64	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101104	51	河西走廊	传送·河西走廊	127	209	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101105	15	定海广场	传送·定海广场	117.5	114	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101106	15	怒威号统领	传送·怒威号	177.399994	135.300003	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101113	86	楼兰古道	传送·楼兰古道	172.399994	122.800003	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101114	87	楼兰猎场	传送·楼兰猎场	198.8	84.599998	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101115	89	楼兰马场	传送·楼兰马场	42	127	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101208	98|198|298|398	罕难河草原	传送·罕难河草原	141	56	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101209	99|199|299|399	乞颜部	传送·乞颜部	97	150	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101214	5	凤翔府	传送·凤翔府	146	60	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101215	8	阿尔金山	传送·阿尔金山	96	138	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101216	11	撒马尔罕	传送·撒马尔罕	125	159	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101217	17	莫斯科公国	传送·莫斯科公国	169	122	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101218	20	匈牙利王国	传送·匈牙利王国	204	74	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101219	23	大马士革	传送·大马士革	115	82	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101220	33	婆罗洲	传送·婆罗洲	100	100	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101221	26	对马岛	传送·对马岛	100	100	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
101222	30	大理	传送·大理	100	100	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
#	太行山										0					
101417	4	太行山	传送·太行山	144	38	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
136027	4	赵德昌	村长赵德昌	74.261604	234.182953	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
136028	4	谷满仓	谷满仓	70.769058	219.102905	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
136029	4	谷有牛	谷有牛	56.999969	219.107376	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
136030	4	刘婆婆	刘婆婆	66.989716	232.759888	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
136034	4	玄空	和尚玄空	66.17112	203.68898	1	2	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
13605	4	冀北山狼	40级 冀北山狼	66	76	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
13606	4	冀北黄虎	40级 冀北黄虎	119	90	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
13607	4	花脸山魈	40级 花脸山魈	119	212	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
13608	4	踏雪白熊	40级 踏雪白熊	225	147	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
136051	4	太行守将赵勇智	太行守将赵勇智	138.98439	44.153282	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
136057	4	驿卒	驿卒	133.005005	161.084732	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
136058	4	太行副将赵智勇	太行副将赵智勇	40.00631	34.409191	1	2	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	凤翔府															
14002	5	凤翔毒蜘蛛	45级 凤翔毒蜘蛛	186	101	0	3	怪物	f	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14003	5	汉中野猪	45级 汉中野猪	103	113	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	蔡州城															
14004	6	豫北白狼	50级 豫北白狼	177	177	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14005	6	汝南黑虎	50级 汝南黑虎	113	195	0	3	怪物	r	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	秦岭															
39002	7	山魈	55级 山魈	215	169	1	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
39011	7	秦岭山猪	55级 秦岭山猪	143	161	1	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	阿尔金山															
14008	8	阿尔金猛虎	60级 阿尔金猛虎	135	45	0	3	怪物	a	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14026	8	山妖	60级 山妖	47	171	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	碎叶城															
14021	9	西辽红尾蝎	65级 西辽红尾蝎	68	51	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14027	9	碎叶黑豹	65级 碎叶黑豹	180	217	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	红沙漠															
14022	10	沙漠野狐	70级 沙漠野狐	107	163	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14028	10	戈壁沙魔	70级 戈壁沙魔	95	82	0	3	怪物	g	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	撒马尔罕															
14023	11	突厥黑蝙蝠	70级 突厥黑蝙蝠	104	204	0	3	怪物	t	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14029	11	西域金狮	70级 西域金狮	118	50	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	巴格达															
14024	13	巴格达沙魔	75级 巴格达沙魔	64	162	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14030	13	海湾黑豹	75级 海湾黑豹	40	73	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	波斯高原															
14025	16	高原绿蜘蛛	80级 高原绿蜘蛛	76	182	0	3	怪物	g	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14031	16	里海虎	80级 里海虎	209.307938	203.669434	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	成2野外塔塔尔										0					
400106	100|200|300|400	穆马	草原牧马人	215.149002	197.449997	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400113	100|200|300|400	穆仰	草原牧羊人	150.590927	106.845627	1	2	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400100	100|200|300|400	大萨满吉伊台	大萨满吉伊台	210.54364	211.729843	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400108	100|200|300|400	游吟歌手奈勒台	游吟歌手奈勒台	198.618027	213.787537	1	2	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400114	100|200|300|400	猎人乌斯台	猎人乌斯台	191.428024	207.481216	1	2	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
80100	100|200|300|400	塔塔尔雪猿	20级 塔塔尔雪猿	200	40	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
80101	100|200|300|400	蒙扎野猪	20级 蒙扎野猪	190	135	0	3	怪物	t	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
80103	100|200|300|400	塔塔尔部大营	塔塔尔部大营	75	55	0	-1	风景			0					
80104	100|200|300|400	塔塔尔部	塔塔尔部	170	33	0	-1	风景			0					
400122	100|200|300|400	伊尔汗血	军需马备使	71.653	29.726202	1	2	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400123	100|200|300|400	嘎鲁	牧马监	30.301025	61.630871	1	2	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400124	100|200|300|400	斯钦巴日	御马司	43.997139	55.469437	1	2	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	野外罕难河草原															
101091	98|198|298|398	努尔赤	北郡驸马	126.744003	54.208099	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
101092	98|198|298|398	北郡勇士乌鲁耶	北郡勇士乌鲁耶	97.124054	149.24472	1	2	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
101093	98|198|298|398	苏别力	北郡商人	121.59626	66.598709	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
101094	98|198|298|398	琪格尔	北郡郡主	112.233162	53.602211	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
101095	98|198|298|398	沐阳	北郡牧羊人	132.693817	60.456852	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
101096	98|198|298|398	北郡萨满扎图	北郡萨满扎图	95.100624	152.928589	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
101097	98|198|298|398	北郡歌手乌木图	北郡歌手乌木图	100.149635	152.18895	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
14160	98|198|298|398	温都尔红狐	10级 温都尔红狐	183	183	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14161	98|198|298|398	罕难河黑鬃狼	10级 罕难河黑鬃狼	210	62	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14170	98|198|298|398	蔑里岂战场遗迹	蔑里岂战场遗迹	213	118	0	-1	风景			0					
#	野外乞颜部															
14162	99|199|299|399	乞颜棕熊	15级 乞颜棕熊	130	88	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14163	99|199|299|399	泰赤乌黑虎	15级 泰赤乌黑虎	110	44	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14171	99|199|299|399	圣泉	圣泉	31	168	0	-1	风景			0					
102051	99|199|299|399	摩格	长老之子	82.298248	167.992004	1	2	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
