INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	CNC	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	STRING
46345	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		67	10000	1	0	496	0	0	0	0	0	129578	0	0	0	120	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
46346	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		72	10000	1	0	599	0	0	0	0	0	154809	0	0	0	125	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
46347	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		77	10000	1	0	731	0	0	0	0	0	169203	0	0	0	125	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
46348	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		82	10000	1	0	1023	0	0	0	0	0	217396	0	0	0	130	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
46349	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		87	10000	1	0	1168	0	0	0	0	0	228771	0	0	0	130	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
46350	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		92	10000	1	0	1179	0	0	0	0	0	240652	0	0	0	135	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
46351	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		97	10000	1	0	1189	0	0	0	0	0	246658	0	0	0	135	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
46352	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		102	10000	1	0	1253	0	0	0	0	0	321246	0	0	0	173	37	68	73	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
46353	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		107	10000	1	0	1416	0	0	0	0	0	343596	0	0	0	178	39	73	78	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
46354	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		112	10000	1	0	1484	0	0	0	0	0	374160	0	0	0	183	42	78	83	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
46355	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		117	10000	1	0	1485	0	0	0	0	0	377184	0	0	0	188	44	83	88	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
46356	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		122	10000	1	0	1579	0	0	0	0	0	400392	0	0	0	193	47	88	93	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
46357	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		127	10000	1	0	1657	0	0	0	0	0	405174	0	0	0	198	49	93	98	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
46358	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		132	10000	1	0	1685	0	0	0	0	0	414180	0	0	0	203	52	98	103	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
46359	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		137	10000	1	0	1687	0	0	0	0	0	417408	0	0	0	208	54	103	108	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
46360	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		142	10000	1	0	1692	0	0	0	0	0	425202	0	0	0	213	57	108	113	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
46361	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		147	10000	1	0	1693	0	0	0	0	0	428574	0	0	0	218	59	113	118	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
46362	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		152	10000	1	0	1697	0	0	0	0	0	436710	0	0	0	223	62	118	123	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
46363	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_2	4341	10	1	0	7000	6500									3		157	10000	1	0	1700	0	0	0	0	0	440148	0	0	0	228	64	123	128	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
46364	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		32	10000	1	0	41	0	0	0	0	0	2579	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
46365	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		27	10000	1	0	32	0	0	0	0	0	9685	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
46366	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		32	10000	1	0	57	0	0	0	0	0	17758	0	0	0	105	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
46367	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		37	10000	1	0	127	0	0	0	0	0	24589	0	0	0	105	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
46368	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		42	10000	1	0	211	0	0	0	0	0	40727	0	0	0	110	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
46369	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		47	10000	1	0	281	0	0	0	0	0	50966	0	0	0	110	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
46370	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		52	10000	1	0	317	0	0	0	0	0	71708	0	0	0	115	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
46371	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		57	10000	1	0	380	0	0	0	0	0	88726	0	0	0	115	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
46372	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		62	10000	1	0	424	0	0	0	0	0	108326	0	0	0	120	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
46373	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		67	10000	1	0	496	0	0	0	0	0	129578	0	0	0	120	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
46374	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		72	10000	1	0	599	0	0	0	0	0	154809	0	0	0	125	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
46375	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		77	10000	1	0	731	0	0	0	0	0	169203	0	0	0	125	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
46376	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		82	10000	1	0	1023	0	0	0	0	0	217396	0	0	0	130	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
46377	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		87	10000	1	0	1168	0	0	0	0	0	228771	0	0	0	130	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
46378	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		92	10000	1	0	1179	0	0	0	0	0	240652	0	0	0	135	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
46379	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		97	10000	1	0	1189	0	0	0	0	0	246658	0	0	0	135	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
46380	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		102	10000	1	0	1253	0	0	0	0	0	321246	0	0	0	173	37	68	73	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
46381	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		107	10000	1	0	1416	0	0	0	0	0	343596	0	0	0	178	39	73	78	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
46382	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		112	10000	1	0	1484	0	0	0	0	0	374160	0	0	0	183	42	78	83	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
46383	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		117	10000	1	0	1485	0	0	0	0	0	377184	0	0	0	188	44	83	88	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
46384	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		122	10000	1	0	1579	0	0	0	0	0	400392	0	0	0	193	47	88	93	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
46385	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		127	10000	1	0	1657	0	0	0	0	0	405174	0	0	0	198	49	93	98	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
46386	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		132	10000	1	0	1685	0	0	0	0	0	414180	0	0	0	203	52	98	103	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
46387	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		137	10000	1	0	1687	0	0	0	0	0	417408	0	0	0	208	54	103	108	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
46388	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		142	10000	1	0	1692	0	0	0	0	0	425202	0	0	0	213	57	108	113	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
46389	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		147	10000	1	0	1693	0	0	0	0	0	428574	0	0	0	218	59	113	118	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
46390	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		152	10000	1	0	1697	0	0	0	0	0	436710	0	0	0	223	62	118	123	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
46391	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		157	10000	1	0	1700	0	0	0	0	0	440148	0	0	0	228	64	123	128	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
46392	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		32	10000	1	0	41	0	0	0	0	0	2579	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
46393	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		27	10000	1	0	32	0	0	0	0	0	9685	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
46394	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		32	10000	1	0	57	0	0	0	0	0	17758	0	0	0	105	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
46395	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		37	10000	1	0	127	0	0	0	0	0	24589	0	0	0	105	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
46396	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		42	10000	1	0	211	0	0	0	0	0	40727	0	0	0	110	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
46397	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		47	10000	1	0	281	0	0	0	0	0	50966	0	0	0	110	0	0	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
46398	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		52	10000	1	0	317	0	0	0	0	0	71708	0	0	0	115	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
46399	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		57	10000	1	0	380	0	0	0	0	0	88726	0	0	0	115	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
46400	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		62	10000	1	0	424	0	0	0	0	0	108326	0	0	0	120	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
46401	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		67	10000	1	0	496	0	0	0	0	0	129578	0	0	0	120	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
46402	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		72	10000	1	0	599	0	0	0	0	0	154809	0	0	0	125	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
46403	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		77	10000	1	0	731	0	0	0	0	0	169203	0	0	0	125	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
46404	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		82	10000	1	0	1023	0	0	0	0	0	217396	0	0	0	130	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
46405	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		87	10000	1	0	1168	0	0	0	0	0	228771	0	0	0	130	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
46406	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		92	10000	1	0	1179	0	0	0	0	0	240652	0	0	0	135	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
46407	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		97	10000	1	0	1189	0	0	0	0	0	246658	0	0	0	135	0	15	0	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
46408	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		102	10000	1	0	1253	0	0	0	0	0	321246	0	0	0	173	37	68	73	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
46409	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		107	10000	1	0	1416	0	0	0	0	0	343596	0	0	0	178	39	73	78	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
46410	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		112	10000	1	0	1484	0	0	0	0	0	374160	0	0	0	183	42	78	83	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
46411	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		117	10000	1	0	1485	0	0	0	0	0	377184	0	0	0	188	44	83	88	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
46412	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		122	10000	1	0	1579	0	0	0	0	0	400392	0	0	0	193	47	88	93	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
46413	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		127	10000	1	0	1657	0	0	0	0	0	405174	0	0	0	198	49	93	98	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
46414	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		132	10000	1	0	1685	0	0	0	0	0	414180	0	0	0	203	52	98	103	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
46415	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		137	10000	1	0	1687	0	0	0	0	0	417408	0	0	0	208	54	103	108	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
46416	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		142	10000	1	0	1692	0	0	0	0	0	425202	0	0	0	213	57	108	113	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
46417	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		147	10000	1	0	1693	0	0	0	0	0	428574	0	0	0	218	59	113	118	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
46418	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		152	10000	1	0	1697	0	0	0	0	0	436710	0	0	0	223	62	118	123	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
46419	0	魔化飓风	1	1	-1	200	100	set:HAN2_Other_touxiang_1 image:HAN2_Other_touxiang_1_3	4342	10	1	0	7000	6500									3		157	10000	1	0	1700	0	0	0	0	0	440148	0	0	0	228	64	123	128	1	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
#	三环副本囚龙堡(补怪)																																																																					
46450	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		24	10000	1	13400	83	0	0	0	0	0	94928	0	0	0	100	0	0	0	11	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	103	100	-1		怪物	
46451	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		29	10000	1	16200	111	0	0	0	0	0	118204	0	0	0	100	0	0	0	14	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	103	100	-1		怪物	
46452	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		34	10000	1	19000	145	0	0	0	0	0	217632	0	0	0	105	0	0	0	17	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	104	100	-1		怪物	
46453	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		39	10000	1	21600	254	0	0	0	0	0	297057	0	0	0	110	0	0	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	104	100	-1		怪物	
