INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING
13030087	13	1	87	CJSH_item_yu_1_5	鲜鱼	刚被抓住的鱼儿，还在啪啪的甩着尾巴。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030088	13	1	88	CJSH_item_liangshi_1_2	粮食	鼓鼓囊囊的大袋粮食	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030089	13	1	89	CJSH_item_yu_1_3	烤鱼	刚刚烤好的鱼，香气四溢。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030090	13	1	90	CJSH_equip_dao_2_11	制式长刀	做工精良的制式长刀。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030091	13	1	91	CJSH_item_wanfa_1_4	渔具	渔港村民们赖以生存的渔具。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030092	13	1	92	CJSH_quest_xinjia_1_8	密信	一封火漆密封着的信，不知道里面写了些什么。	1	0	0	6	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030093	13	1	93	CJSH_item_shujuan_1_1	通天古卷	传说这古卷记载着使用冰晶力量的方法。	1	0	0	6	100	400214	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030094	13	1	94	CJSH_item_yaowan_2_10	退毒丹	能够解去西域毒巫所下的奇毒。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030095	13	1	95	CJSH_quest_rentou_1_8	“雁拔毛”的头颅		1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030096	13	1	96	CJSH_quest_rentou_1_9	“拦路虎”的头颅		1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030097	13	1	97	CJSH_item_xiangzi_1_2	银狐围脖	古朴的红木箱子，里面装着珍贵的银狐围脖。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030098	13	1	98	CJSH_item_xiangzi_1_2	托娅的家产	托娅的家产	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030099	13	1	99	CJSH_item_xiangzi_1_2	装满的水果筐	装满的水果筐	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030100	13	1	100	CJSH_item_xiangzi_1_2	文天祥的礼物	文天祥的礼物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030101	13	1	101	CJSH_equip_shipin_1_6	驿兵的腰牌	证明驿兵身份的腰牌。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030102	13	1	102	CJSH_item_grass_1_7	千年冰芝	巨大的白色灵芝，传说有着种种神奇的功效。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030103	13	1	103	CJSH_item_chengshuidaoju_1_2	一碗仙人掌汁	从仙人掌嫩芽中挤出的汁水。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030104	13	1	104	CJSH_item_baoshi_3_2	天河碧玉	充满灵气的天河碧玉。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030105	13	1	105	CJSH_item_kuangshi_2_2	菩提树心	晶莹剔透的菩提树心。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030106	13	1	106	CJSH_item_juqing_6	木棉袈裟	传说是达摩西来时所披的袈裟，身披袈裟的人可以得道成佛。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030107	13	1	107	CJSH_item_grass_1_11	苎麻	可以用来编制一些常用的物事。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030108	13	1	108	CJSH_item_baoshi_5_9	冬瓜	圆滚滚的冬瓜。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030109	13	1	108	CJSH_equip_fazhang_1_5	苍狼杖	由白鹿杖和乃蛮萨满法器合成的苍狼杖，普通人也可以轻易引发杖内的力量。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030110	13	1	108	CJSH_item_xiangzi_1_1	包裹	带给塔拉的包裹。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030111	13	1	111	CJSH_equip_shipin_1_6	萨满令	样式古朴的令牌，应该是窝阔台汗国萨满教专用的。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030112	13	1	112	CJSH_item_shuji_1_2	蒙古秘史	传说中记载了元朝无数秘密的蒙古秘史。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030113	13	1	113	CJSH_item_zahuo_1_5	火螺	“明珠”娜仁古丽借给你的萨满教圣物，可以让人越过水流。	1	0	0	6	100	413304	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030114	13	1	114	CJSH_item_zhipian_1_5	密信	一封被火漆紧紧密封的信	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030115	13	1	115	CJSH_equip_haojiao_1_10	刀鞘	上面铭刻着一段逝去的感情	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030116	13	1	116	CJSH_quest_xinjia_1_4	部署图	敌人的部署被标注的一清二楚	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030117	13	1	117	CJSH_equip_dao_1_9	驸马金刀	驸马金刀见证了那段久远的思念	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030118	13	1	118	CJSH_item_yaowan_3_3	止血药	此药之配方乃是华佗所创	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030119	13	1	119	CJSH_equip_shipin_1_1	砗磲珠	此物一出妖邪怨鬼皆化为灰烬	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030120	13	1	120	CJSH_item_wanfa_1_16	明镜石	此石透析三界之事，明世间百恶	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030121	13	1	121	CJSH_item_grass_1_2	草料	马驹最爱吃的新鲜草料。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030122	13	1	122	CJSH_wanfa_add_3_4	南洋珍珠	产珠之地，颗颗耀眼夺目#r#G帮会跑商专用货物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030123	13	1	123	CJSH_item_kuangshi_2_14	琉球珊瑚	高达七尺的珊瑚树，非深海绝地不可见#r#G帮会跑商专用货物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030124	13	1	124	CJSH_equip_jianbang_1_5	波斯金鞍	波斯匠人精耕细琢之作#r#G帮会跑商专用货物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030125	13	1	125	CJSH_equip_makai_1_1	大宛马铠	大宛产良骑，良骑配宝铠#r#G帮会跑商专用货物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030126	13	1	126	CJSH_wanfa_add_5_3	高丽山参	六两四钱重，当世罕见#r#G帮会跑商所用	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030127	13	1	127	CJSH_item_grass_1_7	大理灵芝	取苍山洱海之灵，结天地日月之精#r#G帮会跑商专用货物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030128	13	1	128	CJSH_quest_xinjia_1_8	帮会银票	右键点击使用，查看银票内的金额#r#G帮会跑商所用	1	0	0	6	100	300673	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030129	13	1	3	HAN2_Skill_Shizi_1_3	光明圣战	十字军技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	十字军技能	-1	00ccff
13030130	13	1	3	HAN2_Skill_Shizi_1_5	审判	十字军技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	十字军技能	-1	00ccff
13030131	13	1	3	HAN2_Skill_Shenghuo_1_7	无名业火	圣火使技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	圣火使技能	-1	00ccff
13030132	13	1	3	HAN2_Skill_Shenghuo_1_8	烈焰冲天	圣火使技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	圣火使技能	-1	00ccff
13030133	13	1	3	HAN2_Skill_Cike_1_7	疾风烈火	刺客技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	刺客技能	-1	00ccff
13030134	13	1	3	HAN2_Skill_Cike_1_8	瞬杀箭	刺客技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	刺客技能	-1	00ccff
13030135	13	1	3	HAN2_Skill_Jinwei_1_7	临兵列阵	近卫军技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	近卫军技能	-1	00ccff
13030136	13	1	3	HAN2_Skill_Jinwei_1_8	惊雷火	近卫军技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	近卫军技能	-1	00ccff
13030137	13	1	3	HAN2_Skill_Yinxiu_1_7	苦修祷言	隐修士技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	隐修士技能	-1	00ccff
13030138	13	1	3	HAN2_Skill_Yinxiu_1_8	除魔诀	隐修士技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	隐修士技能	-1	00ccff
13030139	13	1	3	HAN2_Skill_Lama_1_1	巨熊护法	僧侣技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	僧侣技能	-1	00ccff
13030140	13	1	3	HAN2_Skill_Lama_1_6	浮屠咒	僧侣技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	僧侣技能	-1	00ccff
13030141	13	1	3	HAN2_Skill_Yinxiu_1_8	断灭咒	僧侣技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	僧侣技能	-1	00ccff
#	春阳用	13040000	13049999																					
13040000	13	4	0	CJSH_item_juqing_3	火折子	中国古代常用的引火之物。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040001	13	4	1	CJSH_item_juqing_4	黑木炭	“一硫二硝三木炭”，中国制作黑火药的必备之物。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040002	13	4	2	CJSH_quest_zawu_1_3	赵王玉印	金朝赵王完颜洪烈的玉印，可调动军队。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040003	13	4	3	CJSH_equip_gong_1_7	军用弓箭	金朝军队所装备的弓箭，做工优良。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040004	13	4	4	CJSH_item_juqing_4	柴木	散布地上的干燥树枝，可作烧火之用。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040005	13	4	5	CJSH_item_shujuan_1_3	金帝圣旨	金朝皇帝下的圣旨。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040006	13	4	6	CJSH_item_shujuan_1_3	金帝圣旨	金朝皇帝下的圣旨。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040007	13	4	7	CJSH_item_yaofen_3_2	毒药	烈性毒药，接触者立毙。	1	0	0	6	10	400101	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040008	13	4	8	CJSH_item_yanhua_1_1	穿云箭	“一支穿云箭，千军万马来相见！”	1	0	0	6	10	400102	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040009	13	4	9	CJSH_item_yanhua_1_3	蒙古炮仗	蒙古军队之间互相表明位置所用的工具。	1	0	0	6	10	400103	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040010	13	4	10	CJSH_item_juqing_3	火把	用来点燃金军的军用物资。	1	0	0	6	10	400105	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040011	13	4	11	CJSH_item_juqing_4	柴木	普通的引火之物。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040012	13	4	12	CJSH_ride_touxiang_5	哺乳期的母马	群牧监的战马，正处于哺乳期。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040013	13	4	13	CJSH_ride_touxiang_5	哺乳期的母马	群牧监的战马，正处于哺乳期。	1	0	0	6	10	400104	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040014	13	4	14	CJSH_quest_gaoshi_1_2	宣传皮锻	女真文字写成的宣传书稿。	1	0	0	6	10	400106	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040015	13	4	15	CJSH_equip_shipin_1_7	赵王府玉佩	赵王府玉佩	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040016	13	4	16	CJSH_item_shujuan_1_3	金帝密旨	金帝密旨	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040017	13	4	17	CJSH_item_zhipian_2_8	老族长的信件	野人女真部族长的信件，上有居庸关小路的路径。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040018	13	4	18	CJSH_quest_gaoshi_1_1	铜牌	特殊的铜牌，一面刻着“鹰扬”二字。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040019	13	4	19	CJSH_item_zhipian_1_10	伪造的奏疏	杨康仿照完颜洪烈口吻伪造的奏疏，内陈耶律楚材种种“叛国”行为。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040020	13	4	20	CJSH_quest_gaoshi_1_1	上山令牌	一品堂上山令牌，正面刻有“一品堂贺兰山”，背面刻着“受命于夏，恭顺忠义”。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040021	13	4	21	CJSH_equip_maozi_1_4	蒙古毡帽	蒙古人经常戴的毡帽。	1	0	0	4	20	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040022	13	4	22	CJSH_quest_gaoshi_1_1	一品堂明令	一品堂杀手所配证明，佩戴者均为一品堂精锐杀手	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040023	13	4	23	CJSH_item_juqing_1	山猪肉	从山猪身上割下的大块肉，肉质粗糙但很有风味。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040024	13	4	24	CJSH_item_juqing_1	山羊肉	从山羊身上割下的肉，是涮火锅的必备佳肴。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040025	13	4	25	CJSH_item_yanhua_1_1	穿云箭	“虎踞龙盘在今朝，风云际会啸九天。”	1	0	0	6	10	400107	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040026	13	4	26	CJSH_item_yaowan_3_10	新鲜的食物	刚刚出锅的食物，香飘数里。	1	0	0	6	10	400108	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040027	13	4	27	CJSH_quest_zawu_1_1	木材	贺兰山上随处可见的木材。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040028	13	4	28	CJSH_item_grass_1_12	忘忧草	“何者解忧？唯有杜康。”此草就说服之能让人进入梦乡，无忧无虑。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040029	13	4	29	CJSH_item_shujuan_1_3	王彪的信件	你的努力赢得了王彪的敬佩，这是他写给一品堂总堂主的信件。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040030	13	4	30	CJSH_wanfa_add_3_5	玄天珠	通体散发着耀眼的蓝光，眩人心目。	1	0	0	6	10	413311	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040031	13	4	31	CJSH_item_shujuan_1_3	包打听的信	知己，不因距离遥远而疏远	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040032	13	4	32	CJSH_wanfa_add_4_1	一坛美酒	酒香浓郁而醇厚，人间佳酿	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040033	13	4	33	CJSH_quest_xinjia_1_2	航海图	浩瀚的东海被描述在整张海图中	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040034	13	4	34	CJSH_wanfa_add_3_4	水晶球	蓝莹莹的水晶球看起来是那么的神秘	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040035	13	4	35	CJSH_item_xiangzi_1_1	木匣子	里面装着基辅大公的头。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040036	13	4	36	CJSH_item_packet_1_5	钱袋	精致的钱袋中装满了闪闪发光的金币	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040037	13	4	37	CJSH_quest_xinjia_1_4	神秘的信	这封未完成的信，字里行间流露着真情	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040038	13	4	38	CJSH_equip_jian_1_1	长剑	这是象征权力的长剑	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040039	13	4	39	CJSH_quest_rongqi_1_7	露水	瓶中装着晶莹剔透的露水	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040040	13	4	40	CJSH_wanfa_add_3_11	兽首骨	表面纹路交错纵横的兽首骨，难道真的蕴含着神秘力量	1	0	0	4	99	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040041	13	4	41	CJSH_quest_xinjia_1_4	神秘的信	一封未拆封的信。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040042	13	4	42	CJSH_quest_xinjia_1_4	教皇的信	一封神圣罗马教皇曾经写给圣彼得的亲笔信。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13040043	13	4	43	CJSH_quest_xinjia_1_4	郭宝玉抄写的信	一封由郭宝玉照罗马教皇手书字体而抄写的信。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
#	晓建	13050000	13059999																					
13050000	13	5	0	CJSH_item_huizhang_1_4	尼柯洛徽章	马可波罗周游列国一直珍藏的徽章	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
#	义宣	13060000	13069999																					
13060000	13	6	0	CJSH_quest_yihai_1_1	颅骨	僵尸的枯骨，充满了死亡的味道……	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060001	13	6	1	CJSH_equip_yifu_1_1	藤甲	山间生长的青藤所编的铠甲，坚韧异常，非常轻便。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060002	13	6	2	CJSH_equip_qiang_1_6	哨子	马贼所携带的奇怪的哨子，野兽会受到哨声的影响。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060003	13	6	3	CJSH_item_yaofen_3_1	蓝色药粉	蓝色一堆药粉，闻上去有点怪味……	1	0	0	6	10	413300	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060004	13	6	4	CJSH_item_yanhua_1_3	穿云箭	一支穿云箭，冲霄传捷报！	1	0	0	6	10	400102	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060005	13	6	5	CJSH_item_juqing_5	水囊	装满了清水的皮囊，在这干旱的沙漠上，没有什么比这个更珍贵了	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060006	13	6	6	CJSH_item_xiangzi_1_1	药箱	装满了药材的箱子，是军中不可缺少的重要物资	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060007	13	6	7	CJSH_item_wanfa_1_3	沙漠红柳	世界之大真的无奇不有，干旱的沙土上还能生长出这么茂盛的植物，还有股奇怪的芳香	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060008	13	6	8	CJSH_quest_rongqi_1_4	罐子	一个陶瓷制成的罐子，看起来可以装很多的水	1	0	0	6	10	413307	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060009	13	6	9	CJSH_item_lvyao_1_1	解毒药剂	绿色的一个小瓶子，真的能把这么大一个湖里的毒解了么	1	0	0	6	10	413309	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060010	13	6	10	CJSH_quest_rongqi_1_3	大水囊	一个很大的皮质水囊，应该可以装很多水	1	0	0	6	10	413310	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060011	13	6	11	CJSH_wanfa_add_3_4	东海明珠	一颗巨大的宝珠，不知道从哪里流传到了阿拉伯	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060012	13	6	12	CJSH_quest_rongqi_1_3	装满水的皮囊	装满了清水的皮囊，足够十几个人饮用	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060013	13	6	13	CJSH_wanfa_add_5_13	天香宝玉	晶莹剔透的一块玉石，时时散发出檀香的味道	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060014	13	6	14	CJSH_item_juqing_3	火折子	用来保存火种的一种工具，也可以用它来点燃很多东西，比如火药……	1	0	0	6	10	413308	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060015	13	6	15	CJSH_item_wanfa_1_3	沙漠红柳的根	世界之大真的无奇不有，干旱的沙土上还能生长出这么茂盛的植物，还有股奇怪的芳香	1	0	0	6	10	413306	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060016	13	6	16	CJSH_quest_rongqi_1_4	罐子	一个陶瓷制成的罐子，看起来可以装很多的水	1	0	0	6	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060017	13	6	17	CJSH_equip_fazhang_1_4	海蜃之杖	山精海怪的精气炼化的巫蛊之仗	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060018	13	6	18	CJSH_quest_zawu_1_2	令牌	蒙古军中调动军队所使用的令牌，由成吉思汗钦赐，见此令牌如同见到成吉思汗本人	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060019	13	6	19	CJSH_wanfa_add_4_1	英雄酒	装满了蒙古美酒的坛子	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060020	13	6	20	CJSH_equip_dao_1_1	突厥伏兵的武器	突厥兵士们常用的武器	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060021	13	6	21	CJSH_equip_gu_2_4	定位罗盘	定位龙脉所在位置的罗盘	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060022	13	6	22	CJSH_equip_gu_2_5	定位罗盘	定位龙脉所在位置的罗盘	1	0	0	6	10	413318	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060023	13	6	23	CJSH_item_chengshuidaoju_1_4	水瓮	一个用来装水的大瓮，看起来很能装很多水	1	0	0	6	10	413313	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060024	13	6	24	CJSH_item_chengshuidaoju_1_5	装满水的大瓮	一个装满了水的大瓮，看起来相当沉重	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060025	13	6	25	CJSH_item_chengshuidaoju_1_5	装满水的大瓮	一个装满了水的大瓮，看起来相当沉重	1	0	0	6	10	413312	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060026	13	6	26	CJSH_item_xiangzi_1_6	炸药	装满了炸药的箱子，威力巨大	1	0	0	6	10	413314	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060027	13	6	27	CJSH_item_juqing_2	鞭炮	特制的大爆竹，响声足以震聋耳朵	1	0	0	6	10	413315	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060028	13	6	28	CJSH_item_xiangzi_1_6	炸药	装满了炸药的箱子，威力巨大	1	0	0	6	10	413316	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060029	13	6	29	CJSH_item_yanhua_1_1	穿云箭	发送给郭宝玉和拔都的信号	1	0	0	6	1	413317	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060030	13	6	30	CJSH_equip_gu_1_7	定天罗盘	全真教之宝，上刻阴阳五行，天干地支，八卦方位，内藏玄机，奥妙无穷	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060031	13	6	31	CJSH_item_yanhua_1_1	穿云箭	发送给蒙哥和拔都的信号	1	0	0	6	1	413319	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060032	13	6	32	CJSH_item_fenyao_1_1	妖兽之血	夔牛的鲜血，具有很强的灵性	1	0	0	6	1	413320	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13060033	13	6	33	CJSH_item_yanhua_1_1	穿云箭	发送给旭烈兀的信号	1	0	0	6	1	413321	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
