INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
612	四象江湖铠甲	10239267	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
613	四象江湖头盔	10209243	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
614	四象江湖腰带	10269267	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
615	四象江湖护手	10259267	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
616	四象江湖战靴	10279267	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
617	四象江湖铠甲	10239268	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
618	四象江湖头盔	10209244	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
619	四象江湖腰带	10269268	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
620	四象江湖护手	10259268	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
621	四象江湖战靴	10279268	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
622	四象江湖铠甲	10239269	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
623	四象江湖头盔	10209245	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
624	四象江湖腰带	10269269	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
625	四象江湖护手	10259269	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
626	四象江湖战靴	10279269	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
627	四象江湖铠甲	10239270	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
628	四象江湖头盔	10209246	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
629	四象江湖腰带	10269270	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
630	四象江湖护手	10259270	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
631	四象江湖战靴	10279270	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
632	四象江湖铠甲	10239271	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
633	四象江湖头盔	10209247	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
634	四象江湖腰带	10269271	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
635	四象江湖护手	10259271	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
636	四象江湖战靴	10279271	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
637	六合江湖铠甲	10239272	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
638	六合江湖头盔	10209248	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
639	六合江湖腰带	10269272	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
640	六合江湖护手	10259272	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
641	六合江湖战靴	10279272	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
642	六合江湖铠甲	10239273	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
643	六合江湖头盔	10209249	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
644	六合江湖腰带	10269273	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
645	六合江湖护手	10259273	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
646	六合江湖战靴	10279273	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
647	六合江湖铠甲	10239274	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
648	六合江湖头盔	10209250	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
649	六合江湖腰带	10269274	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
650	六合江湖护手	10259274	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
651	六合江湖战靴	10279274	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
652	六合江湖铠甲	10239275	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
653	六合江湖头盔	10209251	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
654	六合江湖腰带	10269275	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
655	六合江湖护手	10259275	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
656	六合江湖战靴	10279275	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
657	六合江湖铠甲	10239276	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
658	六合江湖头盔	10209252	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
659	六合江湖腰带	10269276	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
660	六合江湖护手	10259276	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
661	六合江湖战靴	10279276	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
662	六合江湖铠甲	10239277	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		衣服
663	六合江湖头盔	10209253	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		头盔
664	六合江湖腰带	10269277	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		腰带
665	六合江湖护手	10259277	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		护手
666	六合江湖战靴	10279277	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		靴子
667	神龙掌门铠甲	10239278	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
668	神龙掌门头盔	10209254	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
669	神龙掌门腰带	10269278	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
670	神龙掌门护手	10259278	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
671	神龙掌门战靴	10279278	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
672	神龙掌门铠甲	10239279	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
673	神龙掌门头盔	10209255	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
674	神龙掌门腰带	10269279	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
675	神龙掌门护手	10259279	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
676	神龙掌门战靴	10279279	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
677	神龙掌门铠甲	10239280	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
678	神龙掌门头盔	10209256	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
679	神龙掌门腰带	10269280	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
680	神龙掌门护手	10259280	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
681	神龙掌门战靴	10279280	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
682	神龙掌门铠甲	10239281	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
683	神龙掌门头盔	10209257	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
684	神龙掌门腰带	10269281	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
685	神龙掌门护手	10259281	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
686	神龙掌门战靴	10279281	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
687	神龙掌门铠甲	10239282	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
688	神龙掌门头盔	10209258	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
689	神龙掌门腰带	10269282	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
690	神龙掌门护手	10259282	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
691	神龙掌门战靴	10279282	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
692	神龙掌门铠甲	10239283	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		衣服
693	神龙掌门头盔	10209259	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		头盔
694	神龙掌门腰带	10269283	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		腰带
695	神龙掌门护手	10259283	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		护手
696	神龙掌门战靴	10279283	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
697	四象江湖项链	10249266	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
698	四象江湖项链	10249267	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
699	四象江湖项链	10249268	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
700	四象江湖项链	10249269	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
701	四象江湖项链	10249270	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
702	四象江湖项链	10249271	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
703	六合江湖项链	10249272	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
704	六合江湖项链	10249273	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
705	六合江湖项链	10249274	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
706	六合江湖项链	10249275	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
707	六合江湖项链	10249276	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
708	六合江湖项链	10249277	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
709	神龙掌门项链	10249278	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
710	神龙掌门项链	10249279	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
711	神龙掌门项链	10249280	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
712	神龙掌门项链	10249281	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
713	神龙掌门项链	10249282	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
714	神龙掌门项链	10249283	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
715	世传海蓝强化石	11000510	1	6	5	11041030	2	11041040	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
716	国传海蓝强化石	11000515	1	6	6	11041031	2	11041041	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
717	神传海蓝强化石	11000520	1	6	7	11041032	2	11041042	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
718	天传海蓝强化石	11000525	1	6	8	11041033	2	11041043	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
719	海蓝强化石	11000545	1	6	9	11041033	5	11020063	5	-1	-1	-1	-1	90	82800000	-1	210	3	5000	-1		大师专属制造
720	血银钻	11000131	1	6	9	11000121	2	11020043	10	-1	-1	-1	-1	90	82800000	-1	210	9	5000	-1		大师专属制造
721	世传晕光强化石	11000512	1	3	5	11041040	2	11041020	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
722	世传炫彩强化石	11000513	1	3	5	11041040	2	11041010	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
723	国传晕光强化石	11000517	1	3	6	11041041	2	11041021	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
724	国传炫彩强化石	11000518	1	3	6	11041041	2	11041011	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
725	神传晕光强化石	11000522	1	3	7	11041042	2	11041022	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
726	神传炫彩强化石	11000523	1	3	7	11041042	2	11041012	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
727	天传晕光强化石	11000527	1	3	8	11041043	2	11041023	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
728	天传炫彩强化石	11000528	1	3	8	11041043	2	11041013	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
729	晕光强化石	11000547	1	3	9	11041043	5	11020053	5	-1	-1	-1	-1	90	82800000	-1	211	3	5000	-1		大师专属制造
730	炫彩强化石	11000548	1	3	9	11041043	5	11020083	5	-1	-1	-1	-1	90	82800000	-1	211	3	5000	-1		大师专属制造
731	淬银钻	11000130	1	3	9	11000121	2	11020033	10	-1	-1	-1	-1	90	82800000	-1	211	9	5000	-1		大师专属制造
732	世传星光石	11000509	1	7	5	11041030	1	11041050	1	11041040	1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
733	世传水火强化石	11000511	1	7	5	11041050	2	11041000	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
734	国传星光石	11000514	1	7	6	11041031	1	11041051	1	11041041	1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
735	国传水火强化石	11000516	1	7	6	11041051	2	11041001	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
736	神传星光石	11000519	1	7	7	11041032	1	11041052	1	11041042	1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
737	神传水火强化石	11000521	1	7	7	11041052	2	11041002	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
738	天传星光石	11000524	1	7	8	11041033	1	11041053	1	11041043	1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
739	天传水火强化石	11000526	1	7	8	11041053	2	11041003	1	-1	-1	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
740	冥传星光石	11000529	1	7	9	11041033	2	11041053	2	11041043	2	-1	-1	20	0	-1	-1	1	5000	-1		强化道具
741	水火强化石	11000546	1	7	9	11041053	5	11020073	5	-1	-1	-1	-1	90	82800000	-1	212	3	5000	-1		大师专属制造
742	玄银钻	11000132	1	7	9	11000123	2	11020063	10	-1	-1	-1	-1	90	82800000	-1	212	9	5000	-1		大师专属制造
743	四象江湖之矛	10352025	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
744	四象江湖之令	10362025	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
745	生命神水	12041099	1	1	10	12010204	1	11990400	1	-1	-1	-1	-1	100	0	-1	-1	3	5000	-1		大师特级制造
746	宗师级红龙晶	14010019	1	2	10	14010018	1	11990400	10	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
747	宗师级绿龙晶	14020019	1	2	10	14020018	1	11990400	10	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
748	宗师级黄龙晶	14030019	1	2	10	14030018	1	11990400	10	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
749	宗师级蓝龙晶	14040019	1	2	10	14040018	1	11990400	10	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
750	骑术强化符：二级健体	12041220	1	10	10	12041210	1	11990400	1	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
751	骑术强化符：二级蛮力	12041221	1	10	10	12041211	1	11990400	1	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
752	骑术强化符：二级聪慧	12041222	1	10	10	12041212	1	11990400	1	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
753	骑术强化符：二级追影	12041223	1	10	10	12041213	1	11990400	1	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
754	骑术强化符：二级全能	12041224	1	10	10	12041214	1	11990400	1	-1	-1	-1	-1	300	0	-1	-1	9	5000	-1		大师特级制造
755	暴韧神水	12041098	1	6	10	12041092	1	11990400	1	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
756	二级碎甲丸	12041116	1	3	10	12041110	1	11990400	1	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
757	二级穿甲丸	12041117	1	3	10	12041111	1	11990400	1	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
758	二级熔甲丸	12041118	1	3	10	12041112	1	11990400	1	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
759	强效乱士符	11970022	1	7	10	11970021	1	11990400	2	-1	-1	-1	-1	100	0	-1	-1	9	5000	-1		大师特级制造
760	鞑靼铜环矛	10350004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
761	鞑靼白刃令	10360004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
762	鞑靼硬木弩	10370004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
763	鞑靼云纹铳	10380004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
764	鞑靼铁头圣十字	10390004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
765	鞑靼精钢幡	10400004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		主武器
766	鞑靼铜环重盾	10410004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
767	鞑靼粹炼火	10420004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
768	鞑靼晖利弩箭	10430004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
769	鞑靼急速炮弹	10440004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
770	鞑靼红玉书	10450004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
771	鞑靼狼牙珠	10460004	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		副武器
772	乃蛮黑铁矛	10350005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
773	乃蛮锐步令	10360005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
774	乃蛮扬手弩	10370005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
775	乃蛮闪击铳	10380005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
776	乃蛮晶玉圣十字	10390005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
777	乃蛮乌金幡	10400005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		主武器
778	乃蛮黑铁重盾	10410005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
779	乃蛮昆吾火	10420005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
780	乃蛮舀锐弩箭	10430005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
781	乃蛮螺旋炮弹	10440005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
782	乃蛮如意书	10450005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
783	乃蛮封冰珠	10460005	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		副武器
784	乌月风动矛	10350006	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
785	乌月紫极令	10360006	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
786	乌月怒人弩	10370006	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
787	乌月轰雷铳	10380006	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
788	乌月归天圣十字	10390006	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
789	乌月玄铁幡	10400006	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		主武器
790	乌月风动重盾	10410006	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
791	乌月三才火	10420006	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
792	乌月灭杀弩箭	10430006	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
793	乌月鸣空炮弹	10440006	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
794	乌月九宫书	10450006	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
795	乌月唤雷珠	10460006	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		副武器
796	凤翔赤精矛	10350007	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
797	凤翔奔日令	10360007	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
798	凤翔千疾弩	10370007	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
799	凤翔明应铳	10380007	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
800	凤翔伏魔圣十字	10390007	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
801	凤翔百裂幡	10400007	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		主武器
802	凤翔赤精重盾	10410007	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
803	凤翔定光火	10420007	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
804	凤翔鬼泣弩箭	10430007	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
805	凤翔流星炮弹	10440007	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
806	凤翔七星书	10450007	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
807	凤翔龙啸珠	10460007	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		副武器
808	西辽地龙矛	10350008	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
809	西辽粲星令	10360008	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
810	西辽风铃弩	10370008	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
811	西辽暴焰铳	10380008	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
812	西辽摩天圣十字	10390008	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
813	西辽五行幡	10400008	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		主武器
814	西辽地龙重盾	10410008	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
815	西辽飞仙火	10420008	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
816	西辽鸣杀弩箭	10430008	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		副武器
