INT	STRING	STRING	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1591	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231004	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1592	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231004	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1593	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231004	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1594	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000200	1	-1	200	100	11050001	1	-1	300	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1595	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000200	1	-1	200	100	11050001	1	-1	300	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1596	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000201	1	-1	400	100	11050001	1	-1	300	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1597	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000201	1	-1	400	100	11050002	1	-1	500	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1598	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000202	1	-1	600	100	11050003	1	-1	700	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1599	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000202	1	-1	600	100	11050003	1	-1	700	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1600	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1601	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1602	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1603	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	0	2400	11010122	1	-1	1000	102	11000550	1	-1	1000	102	12030043	1	-1	300	102	11990015	1	-1	400	102	11990016	1	-1	200	102	12030018	1	-1	2000	102	12030031	1	-1	5000	102	12030213	1	-1	1000	102	12041102	1	-1	1000	102	11990050	1	-1	800	102	12041108	1	-1	2000	102	12250006	1	-1	5000	102	12250007	1	-1	10000	102	12250002	1	-1	20000	102	12250003	1	-1	40000	102	12250004	1	-1	40000	102	11000203	1	-1	600	100	11050004	1	-1	900	100	11000501	1	-1	2000	100	12231109	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1604	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1605	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1606	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1607	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1608	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1609	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1610	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1611	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1612	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1613	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1614	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
