INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
12221719	12	22	1719	CJSH_life_shu_1_16	西辽五行幡配方	右键使用，使你学会制造西辽五行幡。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	813	-1	1
12221720	12	22	1720	CJSH_life_shu_2_1	西辽地龙重盾配方	右键使用，使你学会制造西辽地龙重盾。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	814	-1	1
12221721	12	22	1721	CJSH_life_shu_2_1	西辽飞仙火配方	右键使用，使你学会制造西辽飞仙火。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	815	-1	1
12221722	12	22	1722	CJSH_life_shu_2_1	西辽鸣杀弩箭配方	右键使用，使你学会制造西辽鸣杀弩箭。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	816	-1	1
12221723	12	22	1723	CJSH_life_shu_2_1	西辽崩烈炮弹配方	右键使用，使你学会制造西辽崩烈炮弹。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	817	-1	1
12221724	12	22	1724	CJSH_life_shu_2_1	西辽地灵书配方	右键使用，使你学会制造西辽地灵书。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	818	-1	1
12221725	12	22	1725	CJSH_life_shu_2_1	西辽碎魂珠配方	右键使用，使你学会制造西辽碎魂珠。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	96000	10	26	1	404877	55	6	8	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	819	-1	1
12221800	12	22	1800	CJSH_life_shu_1_16	突厥江鸈刀配方	右键使用，使你学会制造突厥江鸈刀。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	510	-1	1
12221801	12	22	1801	CJSH_life_shu_1_16	突厥蛟牙剑配方	右键使用，使你学会制造突厥蛟牙剑。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	511	-1	1
12221802	12	22	1802	CJSH_life_shu_1_16	突厥燃眉弓配方	右键使用，使你学会制造突厥燃眉弓。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	512	-1	1
12221803	12	22	1803	CJSH_life_shu_1_16	突厥射天枪配方	右键使用，使你学会制造突厥射天枪。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	513	-1	1
12221804	12	22	1804	CJSH_life_shu_1_16	突厥缘魂杖配方	右键使用，使你学会制造突厥缘魂杖。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	514	-1	1
12221805	12	22	1805	CJSH_life_shu_1_16	突厥避邪槌配方	右键使用，使你学会制造突厥避邪槌。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	515	-1	1
12221806	12	22	1806	CJSH_life_shu_2_1	突厥江鸈盾配方	右键使用，使你学会制造突厥江鸈盾。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	516	-1	1
12221807	12	22	1807	CJSH_life_shu_2_1	突厥雨露锏配方	右键使用，使你学会制造突厥雨露锏。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	517	-1	1
12221808	12	22	1808	CJSH_life_shu_2_1	突厥无影箭配方	右键使用，使你学会制造突厥无影箭。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	518	-1	1
12221809	12	22	1809	CJSH_life_shu_2_1	突厥破军弹配方	右键使用，使你学会制造突厥破军弹。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	519	-1	1
12221810	12	22	1810	CJSH_life_shu_2_1	突厥天灵号配方	右键使用，使你学会制造突厥天灵号。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	520	-1	1
12221811	12	22	1811	CJSH_life_shu_2_1	突厥烈狱鼓配方	右键使用，使你学会制造突厥烈狱鼓。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	521	-1	1
12221812	12	22	1812	CJSH_life_shu_1_11	五级锻造徽章配方	右键使用，使你学会制造五级锻造徽章。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级装饰部件x2，四级锻金部件x2。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	522	-1	1
12221813	12	22	1813	CJSH_life_shu_1_11	一级碎甲丸配方	右键使用，使你学会制造3个一级碎甲丸。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级锻金部件x3，三级铁甲部件x3。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	523	-1	1
12221814	12	22	1814	CJSH_life_shu_1_11	一级穿甲丸配方	右键使用，使你学会制造3个一级穿甲丸。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级锻金部件x3，三级工艺部件x3。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	524	-1	1
12221815	12	22	1815	CJSH_life_shu_1_11	一级熔甲丸配方	右键使用，使你学会制造3个一级熔甲丸。#r #r#O需要称号锻造大师才可学习。#r #r#g需求材料：四级锻金部件x3，三级皮革部件x3。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	525	-1	1
12221816	12	22	1816	CJSH_life_shu_1_15	暴击神水配方	右键使用，使你学会制造3个暴击神水。#r #r#O需要称号锻造大师才可学习。#r #r#g暴击神水：使自身暴击增加10，持续20分钟。需求材料：四级锻金部件x6，桂枝精华x6，防风精华x6。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	567	-1	1
12221817	12	22	1817	CJSH_life_shu_1_11	海蓝精金配方	右键使用，使你学会制造海蓝精金。#r #r#O需要称号锻造大师才可学习。#r #r#g海蓝精金：珍贵的精金，对于装备能力的提升有着重要作用。需求材料：四级锻金部件x5，圣徒级矿石精华x5。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	719	-1	1
12221818	12	22	1818	CJSH_life_shu_1_12	血银钻配方	右键使用，使你学会制造血银钻，可以为披风、徽章打孔。#r #r#O需要称号锻造大师才可学习。#r #r#g血银钻：血银所制成的精巧钻头，可以为装备打第四个孔。适用装备：#O披风#g，#O徽章#g。需求材料：天之龙眼石精华x10，釉玉钻x2。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	720	-1	1
12221819	12	22	1819	CJSH_life_shu_1_16	突厥江鸈矛配方	右键使用，使你学会制造突厥江鸈矛。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	820	-1	1
12221820	12	22	1820	CJSH_life_shu_1_16	突厥蛟牙令配方	右键使用，使你学会制造突厥蛟牙令。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	821	-1	1
12221821	12	22	1821	CJSH_life_shu_1_16	突厥燃眉弩配方	右键使用，使你学会制造突厥燃眉弩。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	822	-1	1
12221822	12	22	1822	CJSH_life_shu_1_16	突厥射天铳配方	右键使用，使你学会制造突厥射天铳。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	823	-1	1
12221823	12	22	1823	CJSH_life_shu_1_16	突厥缘魂圣十字配方	右键使用，使你学会制造突厥缘魂圣十字。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	824	-1	1
12221824	12	22	1824	CJSH_life_shu_1_16	突厥避邪幡配方	右键使用，使你学会制造突厥避邪幡。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级装饰部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	825	-1	1
12221825	12	22	1825	CJSH_life_shu_2_1	突厥江鸈重盾配方	右键使用，使你学会制造突厥江鸈重盾。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	826	-1	1
12221826	12	22	1826	CJSH_life_shu_2_1	突厥雨露火配方	右键使用，使你学会制造突厥雨露火。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	827	-1	1
12221827	12	22	1827	CJSH_life_shu_2_1	突厥无影弩箭配方	右键使用，使你学会制造突厥无影弩箭。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	828	-1	1
12221828	12	22	1828	CJSH_life_shu_2_1	突厥破军炮弹配方	右键使用，使你学会制造突厥破军炮弹。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	829	-1	1
12221829	12	22	1829	CJSH_life_shu_2_1	突厥天灵书配方	右键使用，使你学会制造突厥天灵书。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	830	-1	1
12221830	12	22	1830	CJSH_life_shu_2_1	突厥烈狱珠配方	右键使用，使你学会制造突厥烈狱珠。#r #r#O需要称书锻造大师才可学习。#r #r#g需求材料：四级铁甲部件x1，四级锻金部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	200000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	831	-1	1
12221831	12	22	1831	CJSH_life_shu_1_11	战龙碎刃配方	右键使用，使你学会制造战龙碎刃。#r #r#O需要称号锻造大师才可学习。#r #r#g战龙碎刃：制作战龙套装武器用的材料。需求材料：四级锻金部件x1，四级皮革部件x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	834	-1	1
12221832	12	22	1832	CJSH_life_shu_1_11	灵魂印配方	右键使用，使你学会制造灵魂印。#r #r#O需要称号锻造大师才可学习。#r #r#g灵魂印：对某件玩家角色上的装备使用后，可大幅提高装备的基础属性。需求材料：国传灵魂印x1，灵魂结晶x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	800000	10	26	1	404877	55	6	9	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	840	-1	1
12221900	12	22	1900	CJSH_life_shu_1_15	暴韧神水配方	右键使用，使你学会制造暴韧神水。#r #r#O需要称号锻造大师才可学习。#r #r#g暴韧神水：使自身暴击增加10、韧性增加5，持续20分钟。需求材料：暴击神水x1，融合剂x1。#r #r#cC8B88E大都#S突厥锻造大师#cC8B88E出售。	1	-1	-1	99	1000000	10	26	1	404877	55	6	10	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	755	-1	1
12222000	12	22	2000	CJSH_life_shu_2_14	鞑靼青铜头盔配方	右键使用，使你学会制造鞑靼青铜头盔。#r #r#g需求材料：一级铁甲部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	3750	10	26	1	404877	55	3	1	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	300	-1	1
12222001	12	22	2001	CJSH_life_shu_2_16	鞑靼虎斑甲配方	右键使用，使你学会制造鞑靼虎斑甲。#r #r#g需求材料：一级铁甲部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	3750	10	26	1	404877	55	3	1	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	301	-1	1
12222002	12	22	2002	CJSH_life_shu_3_2	鞑靼青龙护手配方	右键使用，使你学会制造鞑靼青龙护手。#r #r#g需求材料：一级铁甲部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	3750	10	26	1	404877	55	3	1	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	302	-1	1
12222003	12	22	2003	CJSH_life_shu_2_15	鞑靼缀星腰带配方	右键使用，使你学会制造鞑靼缀星腰带。#r #r#g需求材料：一级铁甲部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	3750	10	26	1	404877	55	3	1	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	303	-1	1
12222004	12	22	2004	CJSH_life_shu_3_1	鞑靼铁将战靴配方	右键使用，使你学会制造鞑靼铁将战靴。#r #r#g需求材料：一级铁甲部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	3750	10	26	1	404877	55	3	1	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	304	-1	1
12222100	12	22	2100	CJSH_life_shu_2_16	武士四象江湖铠甲配方	右键使用，使你学会制造四象江湖铠甲。#r #r#g需求材料：一级铁甲部件x1，一级锻金部件x1。#r #r#cC8B88E王城#S声望商店#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	305	-1	1
12222101	12	22	2101	CJSH_life_shu_2_14	武士四象江湖头盔配方	右键使用，使你学会制造四象江湖头盔。#r #r#g需求材料：一级藤甲部件x1，一级皮革部件x1。#r #r#cC8B88E王城#S帮会商店（王城兑换商店区）一级帮贡商店#cC8B88E出售。#r #r	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	306	-1	1
12222102	12	22	2102	CJSH_life_shu_2_15	武士四象江湖腰带配方	右键使用，使你学会制造四象江湖腰带。#r #r#g需求材料：一级装饰部件x1，一级皮革部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	307	-1	1
12222103	12	22	2103	CJSH_life_shu_3_2	武士四象江湖护手配方	右键使用，使你学会制造四象江湖护手。#r #r#g需求材料：一级铁甲部件x1，一级锻金部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	308	-1	1
12222104	12	22	2104	CJSH_life_shu_3_1	武士四象江湖战靴配方	右键使用，使你学会制造四象江湖战靴。#r #r#g需求材料：一级铁甲部件x1，一级工艺部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	309	-1	1
12222105	12	22	2105	CJSH_life_shu_2_16	剑侠四象江湖铠甲配方	右键使用，使你学会制造四象江湖铠甲。#r #r#g需求材料：一级铁甲部件x1，一级锻金部件x1。#r #r#cC8B88E王城#S声望商店#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	310	-1	1
12222106	12	22	2106	CJSH_life_shu_2_14	剑侠四象江湖头盔配方	右键使用，使你学会制造四象江湖头盔。#r #r#g需求材料：一级藤甲部件x1，一级皮革部件x1。#r #r#cC8B88E王城#S帮会商店（王城兑换商店区）一级帮贡商店#cC8B88E出售。#r #r	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	311	-1	1
12222107	12	22	2107	CJSH_life_shu_2_15	剑侠四象江湖腰带配方	右键使用，使你学会制造四象江湖腰带。#r #r#g需求材料：一级装饰部件x1，一级皮革部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	312	-1	1
12222108	12	22	2108	CJSH_life_shu_3_2	剑侠四象江湖护手配方	右键使用，使你学会制造四象江湖护手。#r #r#g需求材料：一级铁甲部件x1，一级锻金部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	313	-1	1
12222109	12	22	2109	CJSH_life_shu_3_1	剑侠四象江湖战靴配方	右键使用，使你学会制造四象江湖战靴。#r #r#g需求材料：一级铁甲部件x1，一级工艺部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	314	-1	1
12222110	12	22	2110	CJSH_life_shu_2_16	骑射四象江湖铠甲配方	右键使用，使你学会制造四象江湖铠甲。#r #r#g需求材料：一级铁甲部件x1，一级锻金部件x1。#r #r#cC8B88E王城#S声望商店#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	315	-1	1
12222111	12	22	2111	CJSH_life_shu_2_14	骑射四象江湖头盔配方	右键使用，使你学会制造四象江湖头盔。#r #r#g需求材料：一级藤甲部件x1，一级皮革部件x1。#r #r#cC8B88E王城#S帮会商店（王城兑换商店区）一级帮贡商店#cC8B88E出售。#r #r	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	316	-1	1
12222112	12	22	2112	CJSH_life_shu_2_15	骑射四象江湖腰带配方	右键使用，使你学会制造四象江湖腰带。#r #r#g需求材料：一级装饰部件x1，一级皮革部件x1。#r #r#cC8B88E王城#S罗马铸甲大师#cC8B88E出售。	1	-1	-1	99	6000	10	26	1	404877	55	3	2	-1	4	0	-1	0	0	配方	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	317	-1	1
