INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING
956	617	2	大都-[40级]泰山	168	145	706	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	37	128.5	123	大都-[41级]大都·东
957	618	4	大都-[40级]太行山	144	38	706	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	37	128.5	123	大都-[42级]大都·东
958	611	0	大都-[40级]大都·中心城	126.8	173	707	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
959	616	0	大都-[40级]大都·崇天门	127	81	707	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
960	614	0	大都-[40级]大都·大相国寺	43	92	707	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
961	619	0	大都-[40级]大都·赵王府	210	76	707	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
962	615	38	大都-[40级]大都·西	157	135	707	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
963	612	37	大都-[40级]大都·东	128.5	123	707	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
964	613	36	大都-[40级]大都·南	128	98	707	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
965	617	2	大都-[40级]泰山	168	145	707	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
966	618	4	大都-[40级]太行山	144	38	707	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
967	620	350	王国-[10级]王城中心广场	128.050003	138	722	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城
968	621	398	王国草原-[10级]罕难河	141	56	722	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城
969	622	399	王国草原-[15级]乞颜部	97	150	722	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城
970	623	400	王国草原-[20级]塔塔尔	200	200	722	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城
971	625	401	王国草原-[25级]克烈部	181	173	722	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城
972	624	402	王国草原-[30级]乃蛮部	80	131	722	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城
973	626	403	王国草原-[35级]居庸关外	133	127	722	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	350	128.050003	138	王城
974	620	350	王国-[10级]王城中心广场	128.050003	138	723	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	398	141	56	蒙古罕难河
975	621	398	王国草原-[10级]罕难河	141	56	723	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	398	141	56	蒙古罕难河
976	622	399	王国草原-[15级]乞颜部	97	150	723	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	398	141	56	蒙古罕难河
977	623	400	王国草原-[20级]塔塔尔	200	200	723	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	398	141	56	蒙古罕难河
978	625	401	王国草原-[25级]克烈部	181	173	723	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	398	141	56	蒙古罕难河
979	624	402	王国草原-[30级]乃蛮部	80	131	723	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	398	141	56	蒙古罕难河
980	626	403	王国草原-[35级]居庸关外	133	127	723	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	398	141	56	蒙古罕难河
981	620	350	王国-[10级]王城中心广场	128.050003	138	724	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	399	97	150	蒙古乞颜部
982	621	398	王国草原-[10级]罕难河	141	56	724	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	399	97	150	蒙古乞颜部
983	622	399	王国草原-[15级]乞颜部	97	150	724	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	399	97	150	蒙古乞颜部
984	623	400	王国草原-[20级]塔塔尔	200	200	724	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	399	97	150	蒙古乞颜部
985	625	401	王国草原-[25级]克烈部	181	173	724	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	399	97	150	蒙古乞颜部
986	624	402	王国草原-[30级]乃蛮部	80	131	724	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	399	97	150	蒙古乞颜部
987	626	403	王国草原-[35级]居庸关外	133	127	724	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	399	97	150	蒙古乞颜部
988	631	15	大都-[40级]威海怒威号	177.399994	135.300003	725	1	1	x:0.2 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
989	632	26	领地-[110级]对马岛	100	100	725	1	999	x:0.6 y:0.4	2300	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
990	633	33	领地-[130级]婆罗洲	100	100	725	1	999	x:0.5 y:0.8	2900	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
991	631	15	大都-[40级]威海怒威号	177.399994	135.300003	726	1	1	x:0.2 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	32	100	100	对马岛
992	632	26	领地-[110级]对马岛	100	100	726	1	1	x:0.5 y:0.8	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	32	100	100	对马岛
993	631	15	大都-[40级]威海怒威号	177.399994	135.300003	727	1	1	x:0.2 y:0.8	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	婆罗洲
994	633	33	领地-[130级]婆罗洲	100	100	727	1	1	x:0.9 y:0.6	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	婆罗洲
995	641	350	王国-[10级]王城中心广场	128.050003	138	728	1	1	x:0.2 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城-中心广场
996	642	0	大都-[40级]大都·中心城	126.8	173	728	1	1	x:0.7 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城-中心广场
997	641	350	王国-[10级]王城中心广场	128.050003	138	729	1	1	x:0.2 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
998	642	0	大都-[40级]大都·中心城	126.8	173	729	1	1	x:0.7 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
999	611	0	大都-[40级]大都·中心城	126.8	173	730	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1000	616	0	大都-[40级]大都·崇天门	127	81	730	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1001	614	0	大都-[40级]大都·大相国寺	43	92	730	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1002	619	0	大都-[40级]大都·赵王府	210	76	730	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1003	615	38	大都-[40级]大都·西	157	135	730	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1004	612	37	大都-[40级]大都·东	128.5	123	730	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1005	613	36	大都-[40级]大都·南	128	98	730	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1006	617	2	大都-[40级]泰山	168	145	730	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1007	618	4	大都-[40级]太行山	144	38	730	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
1008	620	350	王国-[10级]王城中心广场	128.050003	138	731	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	400	200	200	王国草原-塔塔尔
1009	621	398	王国草原-[10级]罕难河	141	56	731	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	400	200	200	王国草原-塔塔尔
1010	622	399	王国草原-[15级]乞颜部	97	150	731	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	400	200	200	王国草原-塔塔尔
1011	623	400	王国草原-[20级]塔塔尔	200	200	731	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	400	200	200	王国草原-塔塔尔
1012	625	401	王国草原-[25级]克烈部	181	173	731	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	400	200	200	王国草原-塔塔尔
1013	624	402	王国草原-[30级]乃蛮部	80	131	731	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	400	200	200	王国草原-塔塔尔
1014	626	403	王国草原-[35级]居庸关外	133	127	731	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	400	200	200	王国草原-塔塔尔
1015	620	350	王国-[10级]王城中心广场	128.050003	138	732	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	402	80	131	王国草原-乃蛮部
1016	621	398	王国草原-[10级]罕难河	141	56	732	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	402	80	131	王国草原-乃蛮部
1017	622	399	王国草原-[15级]乞颜部	97	150	732	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	402	80	131	王国草原-乃蛮部
1018	623	400	王国草原-[20级]塔塔尔	200	200	732	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	402	80	131	王国草原-乃蛮部
1019	625	401	王国草原-[25级]克烈部	181	173	732	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	402	80	131	王国草原-乃蛮部
1020	624	402	王国草原-[30级]乃蛮部	80	131	732	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	402	80	131	王国草原-乃蛮部
1021	626	403	王国草原-[35级]居庸关外	133	127	732	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	402	80	131	王国草原-乃蛮部
1022	620	350	王国-[10级]王城中心广场	128.050003	138	733	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	401	181	173	王国草原-克列部
1023	621	398	王国草原-[10级]罕难河	141	56	733	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	401	181	173	王国草原-克列部
1024	622	399	王国草原-[15级]乞颜部	97	150	733	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	401	181	173	王国草原-克列部
1025	623	400	王国草原-[20级]塔塔尔	200	200	733	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	401	181	173	王国草原-克列部
1026	625	401	王国草原-[25级]克烈部	181	173	733	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	401	181	173	王国草原-克列部
1027	624	402	王国草原-[30级]乃蛮部	80	131	733	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	401	181	173	王国草原-克列部
1028	626	403	王国草原-[35级]居庸关外	133	127	733	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	401	181	173	王国草原-克列部
1029	620	350	王国-[10级]王城中心广场	128.050003	138	734	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	403	133	127	居庸关外
1030	621	398	王国草原-[10级]罕难河	141	56	734	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	403	133	127	居庸关外
1031	622	399	王国草原-[15级]乞颜部	97	150	734	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	403	133	127	居庸关外
1032	623	400	王国草原-[20级]塔塔尔	200	200	734	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	403	133	127	居庸关外
1033	625	401	王国草原-[25级]克烈部	181	173	734	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	403	133	127	居庸关外
1034	624	402	王国草原-[30级]乃蛮部	80	131	734	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	403	133	127	居庸关外
1035	626	403	王国草原-[35级]居庸关外	133	127	734	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	403	133	127	居庸关外
1036	641	350	王国-[10级]王城中心广场	128.050003	138	735	1	1	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城-中心广场
1037	643	351	边塞-[20级]边塞	126.5	183.5	735	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	350	128.050003	138	王城-中心广场
1038	641	350	王国-[10级]王城中心广场	128.050003	138	736	1	1	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	126.5	183.5	玉门关
1039	643	351	边塞-[20级]边塞	126.5	183.5	736	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	126.5	183.5	玉门关
1040	641	350	王国-[10级]王城中心广场	128.050003	138	737	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	128.050003	138	王城-中心广场
1041	644	15	威海港-[40级]威海港	117.5	114	737	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	350	128.050003	138	王城-中心广场
1042	641	350	王国-[10级]王城中心广场	128.050003	138	738	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1043	644	15	威海港-[40级]威海港	117.5	114	738	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
1044	642	0	大都-[40级]大都·中心城	126.8	173	739	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
1045	643	351	边塞-[20级]边塞	126.5	183.5	739	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	126.8	173	大都驿卒
1046	642	0	大都-[40级]大都·中心城	126.8	173	740	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	126.5	183.5	玉门关
1047	643	351	边塞-[20级]边塞	126.5	183.5	740	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	126.5	183.5	玉门关
1048	644	15	威海港-[40级]威海港	117.5	114	741	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1049	643	351	边塞-[20级]边塞	126.5	183.5	741	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
1050	644	15	威海港-[40级]威海港	117.5	114	742	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	126.5	183.5	玉门关
1051	643	351	边塞-[20级]边塞	126.5	183.5	742	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	126.5	183.5	玉门关
1052	642	0	大都-[40级]大都·中心城	126.8	173	743	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
1053	644	15	威海港-[40级]威海港	117.5	114	743	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
1054	642	0	大都-[40级]大都·中心城	126.8	173	744	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1055	644	15	威海港-[40级]威海港	117.5	114	744	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1056	651	351	边塞-[20级]玉门关	126.5	183.5	745	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	126.5	183.5	玉门关
1057	652	351	边塞-[20级]河西走廊	125	37	745	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	126.5	183.5	玉门关
1058	651	351	边塞-[20级]玉门关	126.5	183.5	746	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	125	37	河西走廊
1059	652	351	边塞-[20级]河西走廊	125	37	746	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	125	37	河西走廊
1060	653	15	威海港-[40级]定海广场	117.5	114	747	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1061	654	15	威海港-[40级]怒威号	177.399994	135.300003	747	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
1062	653	15	威海港-[40级]定海广场	117.5	114	748	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
1063	654	15	威海港-[40级]怒威号	177.399994	135.300003	748	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	177.399994	135.300003	威海怒威号
1064	611	0	大都-[40级]大都·中心城	126.8	173	749	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1065	616	0	大都-[40级]大都·崇天门	127	81	749	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1066	614	0	大都-[40级]大都·大相国寺	43	92	749	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1067	619	0	大都-[40级]大都·赵王府	210	76	749	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1068	615	38	大都-[40级]大都·西	157	135	749	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1069	612	37	大都-[40级]大都·东	128.5	123	749	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1070	613	36	大都-[40级]大都·南	128	98	749	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1071	617	2	大都-[40级]泰山	168	145	749	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1072	618	4	大都-[40级]太行山	144	38	749	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
1073	611	0	大都-[40级]大都·中心城	126.8	173	750	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1074	616	0	大都-[40级]大都·崇天门	127	81	750	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1075	614	0	大都-[40级]大都·大相国寺	43	92	750	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1076	619	0	大都-[40级]大都·赵王府	210	76	750	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1077	615	38	大都-[40级]大都·西	157	135	750	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1078	612	37	大都-[40级]大都·东	128.5	123	750	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1079	613	36	大都-[40级]大都·南	128	98	750	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1080	617	2	大都-[40级]泰山	168	145	750	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
1081	618	4	大都-[40级]太行山	144	38	750	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
