INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	FLOAT	INT	STRING	STRING	INT	INT	CNC	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	FLOAT
12756	-2	减少暴击	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	130		343	0	0	0	1	-1	0	20	-1	0	0	0	0	|生效一次的附加效果1	12756	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12757	-2	减少暴击	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	130		343	0	0	0	1	-1	0	20	-1	0	0	0	0	|生效一次的附加效果1	12757	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12758	-2	减少暴击	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	130		343	0	0	0	1	-1	0	20	-1	0	0	0	0	|生效一次的附加效果1	12758	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12759	-2	减少暴击	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	130		343	0	0	0	1	-1	0	20	-1	0	0	0	0	|生效一次的附加效果1	12759	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12760	-1	一级冷静	坐骑	一级冷静：在攻击目标时有10%的几率使目标的暴击降低5点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12760	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12761	-1	二级冷静	坐骑	二级冷静：在攻击目标时有10%的几率使目标的暴击降低8点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12761	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12762	-1	三级冷静	坐骑	三级冷静：在攻击目标时有10%的几率使目标的暴击降低11点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12762	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12763	-1	四级冷静	坐骑	四级冷静：在攻击目标时有10%的几率使目标的暴击降低14点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12763	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12764	-1	五级冷静	坐骑	五级冷静：在攻击目标时有10%的几率使目标的暴击降低17点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12764	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12765	-1	六级冷静	坐骑	六级冷静：在攻击目标时有10%的几率使目标的暴击降低20点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12765	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12766	-1	七级冷静	坐骑	七级冷静：在攻击目标时有10%的几率使目标的暴击降低23点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12766	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12767	-1	八级冷静	坐骑	八级冷静：在攻击目标时有10%的几率使目标的暴击降低26点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12767	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12768	-1	九级冷静	坐骑	九级冷静：在攻击目标时有10%的几率使目标的暴击降低29点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12768	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12769	-1	十级冷静	坐骑	十级冷静：在攻击目标时有10%的几率使目标的暴击降低32点，持续15秒。		CJSH_Add_3_12	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	130		343	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12769	-1	30			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
																																																																																							-1																													-1
12770	-2	回复武士怒气	坐骑	 		CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12770	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12771	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12771	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12772	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12772	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12773	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12773	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12774	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12774	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12775	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12775	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12776	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12776	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12777	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12777	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12778	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12778	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12779	-2	回复武士怒气	坐骑			CJSH_ridskill_6_5	0	5	60000|60000|60000|60000|60000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	0	1	0	2	116		326	0	0	0	0	-1	0	0	-1	0	0	0	0	|生效一次的附加效果1	12779	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12780	-1	一级怒气	坐骑	一级怒气：在攻击目标时有10%的几率使主人回复20点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12780	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12781	-1	二级怒气	坐骑	二级怒气：在攻击目标时有10%的几率使主人回复30点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12781	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12782	-1	三级怒气	坐骑	三级怒气：在攻击目标时有10%的几率使主人回复40点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12782	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12783	-1	四级怒气	坐骑	四级怒气：在攻击目标时有10%的几率使主人回复50点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12783	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12784	-1	五级怒气	坐骑	五级怒气：在攻击目标时有10%的几率使主人回复60点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12784	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12785	-1	六级怒气	坐骑	六级怒气：在攻击目标时有10%的几率使主人回复70点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12785	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12786	-1	七级怒气	坐骑	七级怒气：在攻击目标时有10%的几率使主人回复80点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12786	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12787	-1	八级怒气	坐骑	八级怒气：在攻击目标时有10%的几率使主人回复90点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12787	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
12788	-1	九级怒气	坐骑	九级怒气：在攻击目标时有10%的几率使主人回复100点怒气，武士、十字军专用。		CJSH_Add_3_2	0	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	3	116		326	0	0	1	2	-1	0	20	1	0	0	0	0	|生效一次的附加效果1	12788	-1	16			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				-1
