298	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
299	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
300	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
301	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
302	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
303	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
304	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
305	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
306	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
307	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
308	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
309	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
310	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
311	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
312	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
313	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
314	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
315	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
316	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
317	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
318	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
319	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
320	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
321	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
322	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
323	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
324	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
325	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
326	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
327	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
328	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
329	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
330	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
331	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
332	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
333	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
334	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
335	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
336	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
337	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
338	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
339	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
340	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
341	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
342	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
343	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
344	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
345	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
346	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
347	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
348	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
349	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
350	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
351	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
352	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
353	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
354	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
355	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
356	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
357	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
358	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
359	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
360	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
361	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
362	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
363	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
364	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
365	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
366	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
367	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
368	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
369	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
370	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
371	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
372	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
373	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
374	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
375	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
376	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
377	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
378	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
379	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
380	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
381	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
382	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
383	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
384	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
385	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
386	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
387	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
388	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
389	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
390	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
391	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
392	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
393	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
394	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
395	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
396	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
397	6	420	11010116	1	控制命中平衡	Han2_Temp_Gift_1_15	控制技能命中	增加自身控制技能对敌方的命中率。每级提升1%。	7	420	11010116	1	控制抵抗平衡	Han2_Temp_Gift_1_14	控制技能抵抗	增加自身对敌方控制技能的抵抗率。每级提升1%。
