INT	INT	INT	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT
523	548	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
524	548	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
525	548	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
526	549	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
527	549	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	14700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
528	549	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	14701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
529	549	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	14702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
530	549	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
531	550	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
532	550	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToFlee	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
533	550	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	BehaviorStateToSpeak	111	1	-1	-1	-1	-1	-1
534	550	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
535	551	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
536	551	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2404	-1	-1	BehaviorStateToSpeak	111	-1	-1	-1	-1	-1	-1
537	551	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
538	551	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
539	552	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
540	552	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	2434	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
541	552	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
542	552	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
543	552	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
544	553	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
545	553	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	106	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
546	553	-1	Combat	-1	15	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	2399	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
547	553	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	107	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
548	553	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	BehaviorStateToSpeak	108	1	-1	-1	-1	-1	-1
549	553	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
550	554	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
551	554	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateToSpeak	110	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
552	554	-1	Combat	-1	10	90	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
553	554	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
554	554	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	BehaviorStateToSpeak	109	1	-1	-1	-1	-1	-1
555	554	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
556	555	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
557	555	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
558	555	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
559	555	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
560	556	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
561	556	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
562	556	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
563	556	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
564	557	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
565	557	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
566	557	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
567	557	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
568	558	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
569	558	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
570	558	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
571	558	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
572	559	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
573	559	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
574	559	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
575	559	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
576	560	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
577	560	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
578	560	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
579	560	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
580	561	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
581	561	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
582	561	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
583	561	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
584	562	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
585	562	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
586	562	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
587	562	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
588	563	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
589	563	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	100	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
590	563	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
591	563	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
592	563	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
593	564	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
594	564	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
595	564	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
596	564	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
597	565	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
598	565	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
599	565	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	565	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
601	566	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
602	566	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
603	566	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
604	566	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
605	567	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
606	567	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
607	567	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
608	567	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
609	568	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
610	568	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
611	568	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
612	568	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
613	569	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
614	569	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
615	569	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
616	569	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
617	570	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
618	570	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
619	570	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
620	570	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
621	571	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
622	571	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
623	571	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
624	572	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
625	572	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	15110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
626	572	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	15111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
627	572	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
628	573	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
629	573	-1	Combat	-1	-1	20	-1	-1	-1	-1	1	BehaviorStateToSkill	3000	-1	-1	BehaviorStateToSpeak	71	1	-1	-1	-1	-1	-1
630	573	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	2424	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
631	573	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3001	-1	-1	BehaviorStateToSpeak	70	1	-1	-1	-1	-1	-1
632	573	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
633	574	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
634	574	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	2209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
635	574	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	BehaviorStateToSpeak	112	2	-1	-1	-1	-1	-1
636	574	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
637	575	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
638	575	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2012	-1	-1	BehaviorStateToSpeak	114	1	-1	-1	-1	-1	-1
639	575	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	3002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
640	575	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
641	575	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
642	576	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2139	-1	-1	BehaviorStateToSpeak	73	1	-1	-1	-1	-1	-1
643	576	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
644	576	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
645	577	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
646	577	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToFlee	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
647	577	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
648	577	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
649	578	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
650	578	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
651	578	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
652	578	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
653	579	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
654	579	-1	-1	OnDamage	-1	90	-1	-1	-1	-1	-1	BehaviorStateToSummon	7	73	67	-1	-1	-1	-1	-1	-1	-1	-1
655	579	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
656	579	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
657	580	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
658	580	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
659	580	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
660	580	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
661	580	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
662	581	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
663	581	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
664	581	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
665	582	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
666	582	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	15310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
667	582	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	15311	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
668	582	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
669	583	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
670	583	-1	-1	OnDamage	-1	90	-1	-1	-1	-1	-1	BehaviorStateToSkill	2549	-1	-1	BehaviorStateToSummon	7	65	60	-1	-1	-1	-1
671	583	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
672	583	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
673	584	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
674	584	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
675	584	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
676	585	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
677	585	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
678	585	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
679	586	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
680	586	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
681	586	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
682	587	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
683	587	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
684	587	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
685	588	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
686	588	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
687	588	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
688	589	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
689	589	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
690	589	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
691	590	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
692	590	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
693	590	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
694	590	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
695	591	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
696	591	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToFlee	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
