INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1638	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1638	20	-1
1639	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1639	20	-1
1640	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1640	20	-1
1641	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1641	20	-1
1642	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1642	20	-1
1643	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1643	20	-1
1644	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1644	20	-1
1645	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1645	20	-1
1646	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1646	20	-1
1647	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1647	20	-1
1648	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1648	20	-1
1649	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1649	20	-1
1650	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1650	20	-1
1651	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1651	20	-1
1652	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1652	20	-1
1653	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1653	20	-1
1654	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1654	20	-1
1655	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1655	20	-1
1656	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1656	20	-1
1657	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1657	20	-1
1658	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1658	20	-1
1659	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1659	20	-1
1660	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1660	20	-1
1661	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1661	20	-1
1662	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1662	20	-1
1663	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1663	20	-1
1664	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1664	20	-1
1665	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1665	20	-1
1666	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1666	20	-1
1667	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1667	20	-1
1668	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1668	20	-1
1669	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1669	20	-1
1670	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1670	20	-1
1671	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1671	20	-1
1672	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1672	20	-1
1673	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1673	20	-1
1674	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1674	20	-1
1675	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1675	20	-1
1676	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1676	20	-1
1677	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1677	20	-1
1678	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1678	20	-1
1679	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1679	20	-1
1680	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1680	20	-1
1681	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1681	20	-1
1682	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1682	20	-1
1683	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1683	20	-1
1684	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1684	20	-1
1685	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1685	20	-1
1686	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1686	20	-1
1687	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1687	20	-1
1688	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1688	20	-1
1689	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1689	20	-1
1690	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1690	20	-1
1691	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1691	20	-1
1692	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1692	20	-1
1693	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1693	20	-1
1694	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1694	20	-1
1695	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1695	20	-1
1696	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1696	20	-1
1697	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1697	20	-1
1698	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1698	20	-1
1699	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1699	20	-1
1700	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1700	20	-1
1701	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1701	20	-1
1702	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1702	20	-1
1703	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1703	20	-1
1704	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1704	20	-1
1705	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1705	20	-1
1706	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1706	20	-1
1707	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1707	20	-1
1708	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1708	20	-1
1709	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1709	20	-1
1710	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1710	20	-1
1711	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1711	20	-1
1712	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1712	20	-1
1713	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1713	20	-1
1714	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1714	20	-1
1715	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1715	20	-1
1716	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1716	20	-1
1717	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1717	20	-1
1718	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1718	20	-1
1719	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1719	20	-1
1720	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1720	20	-1
1721	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1721	20	-1
1722	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1722	20	-1
1723	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1723	20	-1
1724	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1724	20	-1
1725	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1725	20	-1
1726	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1726	20	-1
1727	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1727	20	-1
1728	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1728	20	-1
1729	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1729	20	-1
1730	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1730	20	-1
1731	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1731	20	-1
1732	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1732	20	-1
1733	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1733	20	-1
1734	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1734	20	-1
1735	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1735	20	-1
1736	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1736	20	-1
1737	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1737	20	-1
1738	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1738	20	-1
1739	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1739	20	-1
1740	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1740	20	-1
1741	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1741	20	-1
1742	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1742	20	-1
1743	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1743	20	-1
1744	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1744	20	-1
1745	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1745	20	-1
1746	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1746	20	-1
1747	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1747	20	-1
1748	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1748	20	-1
1749	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1749	20	-1
1750	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1750	20	-1
1751	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1751	20	-1
1752	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1752	20	-1
1753	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1753	20	-1
1754	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1754	20	-1
1755	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1755	20	-1
1756	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1756	20	-1
1757	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1757	20	-1
1758	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1758	20	-1
1759	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1759	20	-1
1760	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1760	20	-1
1761	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1761	20	-1
1762	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1762	20	-1
1763	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1763	20	-1
1764	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1764	20	-1
1765	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1765	20	-1
1766	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1766	20	-1
1767	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1767	20	-1
1768	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1768	20	-1
1769	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1769	20	-1
1770	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1770	20	-1
1771	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1771	20	-1
1772	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1772	20	-1
1773	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1773	20	-1
1774	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1774	20	-1
1775	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1775	20	-1
1776	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1776	20	-1
1777	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1777	20	-1
1778	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1778	20	-1
1779	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1779	20	-1
1780	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1780	20	-1
1781	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1781	20	-1
1782	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1782	20	-1
1783	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1783	20	-1
1784	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1784	20	-1
1785	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1785	20	-1
1786	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1786	20	-1
1787	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1787	20	-1
1788	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1788	20	-1
1789	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1789	20	-1
1790	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1790	20	-1
1791	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1791	20	-1
1792	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1792	20	-1
1793	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1793	20	-1
1794	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1794	20	-1
1795	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1795	20	-1
1796	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1796	20	-1
1797	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1797	20	-1
1798	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1798	20	-1
1799	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1799	20	-1
1800	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1800	20	-1
1801	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1801	20	-1
1802	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1802	20	-1
1803	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1803	20	-1
1804	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1804	20	-1
1805	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1805	20	-1
1806	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1806	20	-1
1807	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1807	20	-1
1808	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1808	20	-1
1809	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1809	20	-1
1810	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1810	20	-1
1811	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1811	20	-1
1812	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1812	20	-1
1813	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1813	20	-1
1814	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1814	20	-1
1815	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1815	20	-1
1816	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1816	20	-1
1817	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1817	20	-1
1818	68	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1818	20	-1
1819	65	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1819	20	-1
1820	69	跨服测试场景	1	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	7	7	1	0	1	65	55	1820	20	-1
