INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
719	下面哪个图形是青蛙	1	set:CJSH_item_ma_1 image:CJSH_item_ma_1_10	set:CJSH_Monster_touxiang_6 image:CJSH_Monster_touxiang_6_11	set:CJSH_item_ma_1 image:CJSH_item_ma_1_2	set:CJSH_item_ma_1 image:CJSH_item_ma_1_3	set:CJSH_item_ma_1 image:CJSH_item_ma_1_4	set:CJSH_item_ma_1 image:CJSH_item_ma_1_5
720	下面哪个图形是麻将	0	set:CJSH_item_majiang_1 image:CJSH_item_majiang_1_1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6
721	下面哪个图形是麻将	1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_majiang_1 image:CJSH_item_majiang_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7
722	下面哪个图形是麻将	2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_majiang_1 image:CJSH_item_majiang_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8
723	下面哪个图形是麻将	3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_majiang_1 image:CJSH_item_majiang_1_13	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9
724	下面哪个图形是麻将	4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_majiang_2 image:CJSH_item_majiang_2_1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10
725	下面哪个图形是麻将	5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_item_majiang_2 image:CJSH_item_majiang_2_5
726	下面哪个图形是麻将	4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_item_majiang_2 image:CJSH_item_majiang_2_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2
727	下面哪个图形是麻将	3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_item_majiang_2 image:CJSH_item_majiang_2_13	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3
728	下面哪个图形是麻将	2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_item_majiang_1 image:CJSH_item_majiang_1_1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4
729	下面哪个图形是麻将	1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_item_majiang_1 image:CJSH_item_majiang_1_11	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5
730	下面哪个图形是植物	0	set:CJSH_item_grass_1 image:CJSH_item_grass_1_3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_5	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_6
731	下面哪个图形是植物	1	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_2	set:CJSH_item_grass_1 image:CJSH_item_grass_1_1	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_5	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_6	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_7
732	下面哪个图形是植物	2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_4	set:CJSH_item_grass_1 image:CJSH_item_grass_1_4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_6	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_7	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_8
733	下面哪个图形是植物	3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_5	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_6	set:CJSH_item_grass_1 image:CJSH_item_grass_1_7	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_8	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_9
734	下面哪个图形是植物	4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_5	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_6	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_7	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_8	set:CJSH_item_grass_1 image:CJSH_item_grass_1_8	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_10
735	下面哪个图形是植物	5	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_6	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_7	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_8	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_9	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_10	set:CJSH_item_grass_1 image:CJSH_item_grass_1_10
736	下面哪个图形是植物	4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_7	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_8	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_9	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_10	set:CJSH_item_grass_1 image:CJSH_item_grass_1_9	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_2
737	下面哪个图形是植物	3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_8	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_9	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_10	set:CJSH_item_grass_1 image:CJSH_item_grass_1_5	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_3
738	下面哪个图形是植物	2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_9	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_10	set:CJSH_item_grass_1 image:CJSH_item_grass_1_6	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_4
739	下面哪个图形是植物	1	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_10	set:CJSH_item_grass_1 image:CJSH_item_grass_1_2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_2	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_3	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_4	set:CJSH_touxiang_man_1 image:CJSH_touxiang_man_1_5
740	下面哪个图形是动物	0	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_1	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6
741	下面哪个图形是动物	1	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_2	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7
742	下面哪个图形是动物	2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_4	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8
743	下面哪个图形是动物	3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_6	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9
744	下面哪个图形是动物	4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_8	set:CJSH_Add_4 image:CJSH_Add_4_10
745	下面哪个图形是动物	5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_10
746	下面哪个图形是动物	4	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_9	set:CJSH_Add_4 image:CJSH_Add_4_2
747	下面哪个图形是动物	3	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_7	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3
748	下面哪个图形是动物	2	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_5	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4
749	下面哪个图形是动物	1	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_Monster_touxiang_7 image:CJSH_Monster_touxiang_7_3	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5
750	下面哪个图形是武器	0	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6
751	下面哪个图形是武器	1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7
752	下面哪个图形是武器	2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8
753	下面哪个图形是武器	3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9
754	下面哪个图形是武器	4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10
755	下面哪个图形是武器	5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_10
756	下面哪个图形是武器	4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2
757	下面哪个图形是武器	3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3
758	下面哪个图形是武器	2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4
759	下面哪个图形是武器	1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_equip_fushoujian_2 image:CJSH_equip_fushoujian_2_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5
760	下面哪个图形是技能	0	set:CJSH_skill_player_1 image:CJSH_skill_player_1_1	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6
761	下面哪个图形是技能	1	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_skill_player_1 image:CJSH_skill_player_1_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7
762	下面哪个图形是技能	2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_skill_player_1 image:CJSH_skill_player_1_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8
763	下面哪个图形是技能	3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_skill_player_1 image:CJSH_skill_player_1_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9
764	下面哪个图形是技能	4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_skill_player_1 image:CJSH_skill_player_1_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10
765	下面哪个图形是技能	5	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_6	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_skill_player_1 image:CJSH_skill_player_1_10
766	下面哪个图形是技能	4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_skill_player_1 image:CJSH_skill_player_1_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2
767	下面哪个图形是技能	3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_8	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_skill_player_1 image:CJSH_skill_player_1_7	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3
768	下面哪个图形是技能	2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_9	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_skill_player_1 image:CJSH_skill_player_1_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4
769	下面哪个图形是技能	1	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_10	set:CJSH_skill_player_1 image:CJSH_skill_player_1_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_2	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_3	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_4	set:CJSH_item_baoshi_5 image:CJSH_item_baoshi_5_5
770	下面哪个图形是表情	0	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_1	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6
771	下面哪个图形是表情	1	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_2	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7
772	下面哪个图形是表情	2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8
773	下面哪个图形是表情	3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_6	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9
774	下面哪个图形是表情	4	set:CJSH_Add_4 image:CJSH_Add_4_5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_9	set:CJSH_Add_4 image:CJSH_Add_4_10
775	下面哪个图形是表情	5	set:CJSH_Add_4 image:CJSH_Add_4_6	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_10
776	下面哪个图形是表情	4	set:CJSH_Add_4 image:CJSH_Add_4_7	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_8	set:CJSH_Add_4 image:CJSH_Add_4_2
777	下面哪个图形是表情	3	set:CJSH_Add_4 image:CJSH_Add_4_8	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_7	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3
778	下面哪个图形是表情	2	set:CJSH_Add_4 image:CJSH_Add_4_9	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_biaoqing_2 image:CJSH_biaoqing_2_4	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4
779	下面哪个图形是瓶子	1	set:CJSH_Add_4 image:CJSH_Add_4_10	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_1	set:CJSH_Add_4 image:CJSH_Add_4_2	set:CJSH_Add_4 image:CJSH_Add_4_3	set:CJSH_Add_4 image:CJSH_Add_4_4	set:CJSH_Add_4 image:CJSH_Add_4_5
780	下面哪个图形是瓶子	0	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6
781	下面哪个图形是瓶子	1	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7
782	下面哪个图形是瓶子	2	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8
783	下面哪个图形是瓶子	3	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9
784	下面哪个图形是瓶子	4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10
785	下面哪个图形是瓶子	5	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_6	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_10
786	下面哪个图形是瓶子	4	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_7	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_9	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_10	set:CJSH_quest_rongqi_1 image:CJSH_quest_rongqi_1_8	set:CJSH_item_xunan_1 image:CJSH_item_xunan_1_2
