INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
35000	700106	5	1117	125	129	µÆÁý		50113	-1	54	112	0	9	962	6	0	0	0	0	27	18	0
35001	700106	5	1118	125	129	µÆÁý		50113	-1	56	109	0	9	962	6	0	0	0	0	27	19	0
35002	700106	5	1119	125	129	µÆÁý		50113	-1	52	109	0	9	962	6	0	0	0	0	27	20	0
35003	700106	11	1120	125	129	Ú¤½ç¼éÉÌ		50135	150590	54	14	0	9	962	0	0	0	0	0	0	0	0
35004	700106	13	1121	125	129	ÄôÐ¡Ù»(Ñ°Â·)		50140	-1	112	15	0	9	962	0	0	0	0	0	27	0	0
35005	700106	14	1122	125	129	ÄôÐ¡Ù»		50141	150588	112	15	0	9	962	0	0	0	0	0	90	0	0
35006	700106	12	1123	125	129	Äþ²É³¼		50142	150589	22	110	0	9	962	0	0	0	0	0	0	0	0
35007	700106	7	1124	125	129	ºÚÎÞ³£		50143	-1	117	15	0	9	962	0	0	0	0	0	270	0	0
35008	700106	8	1125	130	134	°×ÎÞ³£		50009	-1	56	109	0	18	962	7	0	0	0	0	27	19	0
35009	700106	9	1126	130	134	ÃÏÆÅÆÅ		50024	-1	67	39	0	18	962	5	0	0	0	0	27	12	0
35010	700106	10	1127	130	134	µØÓüÄ§Íõ		50039	-1	69	86	0	18	962	6	0	0	0	0	27	15	0
35011	700106	1	1128	130	134	ÐÐµØÊ¬		50069	-1	74	15	0	9	962	1	0	0	0	0	27	6	0
35012	700106	1	1129	130	134	ÐÐµØÊ¬		50069	-1	74	12	0	9	962	1	0	0	0	0	27	7	0
35013	700106	1	1130	130	134	ÐÐµØÊ¬		50069	-1	74	9	0	9	962	1	0	0	0	0	27	8	0
35014	700106	1	1131	130	134	ÐÐµØÊ¬		50069	-1	74	15	0	9	962	2	0	0	0	0	27	6	0
35015	700106	1	1132	130	134	ÐÐµØÊ¬		50069	-1	74	12	0	9	962	2	0	0	0	0	27	7	0
35016	700106	1	1133	130	134	ÐÐµØÊ¬		50069	-1	74	9	0	9	962	2	0	0	0	0	27	8	0
35017	700106	1	1134	130	134	ÐÐµØÊ¬		50069	-1	74	15	0	9	962	3	0	0	0	0	27	6	0
35018	700106	1	1135	130	134	ÐÐµØÊ¬		50069	-1	74	12	0	9	962	3	0	0	0	0	27	7	0
35019	700106	1	1136	130	134	ÐÐµØÊ¬		50069	-1	74	9	0	9	962	3	0	0	0	0	27	8	0
35020	700106	2	1137	130	134	Ô¹ÄîÅ®		50054	-1	32	17	0	9	962	1	0	0	0	0	27	9	0
35021	700106	2	1138	130	134	Ô¹ÄîÅ®		50054	-1	34	18	0	9	962	1	0	0	0	0	27	10	0
35022	700106	2	1139	130	134	Ô¹ÄîÅ®		50054	-1	29	16	0	9	962	1	0	0	0	0	27	11	0
35023	700106	2	1140	130	134	Ô¹ÄîÅ®		50054	-1	32	17	0	9	962	1	0	0	0	0	27	9	0
35024	700106	2	1141	130	134	Ô¹ÄîÅ®		50054	-1	34	18	0	9	962	2	0	0	0	0	27	10	0
35025	700106	2	1142	130	134	Ô¹ÄîÅ®		50054	-1	29	16	0	9	962	2	0	0	0	0	27	11	0
35026	700106	2	1143	130	134	Ô¹ÄîÅ®		50054	-1	32	17	0	9	962	2	0	0	0	0	27	9	0
35027	700106	2	1144	130	134	Ô¹ÄîÅ®		50054	-1	34	18	0	9	962	2	0	0	0	0	27	10	0
35028	700106	2	1145	130	134	Ô¹ÄîÅ®		50054	-1	29	16	0	9	962	3	0	0	0	0	27	11	0
35029	700106	2	1146	130	134	Ô¹ÄîÅ®		50054	-1	32	17	0	9	962	3	0	0	0	0	27	9	0
35030	700106	2	1147	130	134	Ô¹ÄîÅ®		50054	-1	34	18	0	9	962	3	0	0	0	0	27	10	0
35031	700106	2	1148	130	134	Ô¹ÄîÅ®		50054	-1	29	16	0	9	962	3	0	0	0	0	27	11	0
35032	700106	2	1149	130	134	Ô¹ÄîÅ®		50054	-1	32	17	0	9	962	4	0	0	0	0	27	9	0
35033	700106	2	1150	130	134	Ô¹ÄîÅ®		50054	-1	34	18	0	9	962	4	0	0	0	0	27	10	0
35034	700106	2	1151	130	134	Ô¹ÄîÅ®		50054	-1	29	16	0	9	962	4	0	0	0	0	27	11	0
35035	700106	2	1152	130	134	Ô¹ÄîÅ®		50054	-1	29	16	0	9	962	4	0	0	0	0	27	11	0
35036	700106	3	1153	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	1	0	0	0	0	27	12	0
35037	700106	3	1154	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	1	0	0	0	0	27	13	0
35038	700106	3	1155	130	134	÷¼÷Ã		50084	-1	64	39	0	9	962	1	0	0	0	0	27	14	0
35039	700106	3	1156	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	1	0	0	0	0	27	12	0
35040	700106	3	1157	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	1	0	0	0	0	27	13	0
35041	700106	3	1158	130	134	÷¼÷Ã		50084	-1	64	39	0	9	962	2	0	0	0	0	27	14	0
35042	700106	3	1159	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	2	0	0	0	0	27	12	0
35043	700106	3	1160	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	2	0	0	0	0	27	13	0
35044	700106	3	1161	130	134	÷¼÷Ã		50084	-1	64	39	0	9	962	2	0	0	0	0	27	14	0
35045	700106	3	1162	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	2	0	0	0	0	27	12	0
35046	700106	3	1163	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	3	0	0	0	0	27	13	0
35047	700106	3	1164	130	134	÷¼÷Ã		50084	-1	64	39	0	9	962	3	0	0	0	0	27	14	0
35048	700106	3	1165	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	3	0	0	0	0	27	12	0
35049	700106	3	1166	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	3	0	0	0	0	27	13	0
35050	700106	3	1167	130	134	÷¼÷Ã		50084	-1	64	39	0	9	962	3	0	0	0	0	27	14	0
35051	700106	3	1168	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	4	0	0	0	0	27	12	0
35052	700106	3	1169	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	4	0	0	0	0	27	13	0
35053	700106	3	1170	130	134	÷¼÷Ã		50084	-1	67	39	0	9	962	4	0	0	0	0	27	14	0
35054	700106	3	1171	130	134	÷¼÷Ã		50084	-1	71	39	0	9	962	4	0	0	0	0	27	13	0
35055	700106	3	1172	130	134	÷¼÷Ã		50084	-1	64	39	0	9	962	4	0	0	0	0	27	14	0
35056	700106	4	1173	130	134	½©Ê¬		50099	-1	69	86	0	9	962	1	0	0	0	0	27	15	0
35057	700106	4	1174	130	134	½©Ê¬		50099	-1	69	82	0	9	962	1	0	0	0	0	27	16	0
35058	700106	4	1175	130	134	½©Ê¬		50099	-1	69	90	0	9	962	1	0	0	0	0	27	17	0
35059	700106	4	1176	130	134	½©Ê¬		50099	-1	69	86	0	9	962	1	0	0	0	0	27	15	0
35060	700106	4	1177	130	134	½©Ê¬		50099	-1	69	82	0	9	962	1	0	0	0	0	27	16	0
35061	700106	4	1178	130	134	½©Ê¬		50099	-1	69	90	0	9	962	1	0	0	0	0	27	17	0
35062	700106	4	1179	130	134	½©Ê¬		50099	-1	69	86	0	9	962	2	0	0	0	0	27	15	0
35063	700106	4	1180	130	134	½©Ê¬		50099	-1	69	82	0	9	962	2	0	0	0	0	27	16	0
35064	700106	4	1181	130	134	½©Ê¬		50099	-1	69	90	0	9	962	2	0	0	0	0	27	17	0
35065	700106	4	1182	130	134	½©Ê¬		50099	-1	69	86	0	9	962	2	0	0	0	0	27	15	0
35066	700106	4	1183	130	134	½©Ê¬		50099	-1	69	82	0	9	962	2	0	0	0	0	27	16	0
35067	700106	4	1184	130	134	½©Ê¬		50099	-1	69	90	0	9	962	2	0	0	0	0	27	17	0
35068	700106	4	1185	130	134	½©Ê¬		50099	-1	69	86	0	9	962	3	0	0	0	0	27	15	0
35069	700106	4	1186	130	134	½©Ê¬		50099	-1	69	82	0	9	962	3	0	0	0	0	27	16	0
35070	700106	4	1187	130	134	½©Ê¬		50099	-1	69	90	0	9	962	3	0	0	0	0	27	17	0
35071	700106	4	1188	130	134	½©Ê¬		50099	-1	69	86	0	9	962	3	0	0	0	0	27	15	0
35072	700106	4	1189	130	134	½©Ê¬		50099	-1	69	82	0	9	962	3	0	0	0	0	27	16	0
35073	700106	4	1190	130	134	½©Ê¬		50099	-1	69	90	0	9	962	3	0	0	0	0	27	17	0
35074	700106	4	1191	130	134	½©Ê¬		50099	-1	69	86	0	9	962	4	0	0	0	0	27	15	0
35075	700106	4	1192	130	134	½©Ê¬		50099	-1	69	82	0	9	962	4	0	0	0	0	27	16	0
35076	700106	4	1193	130	134	½©Ê¬		50099	-1	69	90	0	9	962	4	0	0	0	0	27	17	0
35077	700106	4	1194	130	134	½©Ê¬		50099	-1	69	86	0	9	962	4	0	0	0	0	27	15	0
35078	700106	4	1195	130	134	½©Ê¬		50099	-1	69	82	0	9	962	4	0	0	0	0	27	16	0
35079	700106	4	1196	130	134	½©Ê¬		50099	-1	69	90	0	9	962	4	0	0	0	0	27	17	0
35080	700106	4	1197	130	134	½©Ê¬		50099	-1	69	86	0	9	962	5	0	0	0	0	27	15	0
35081	700106	4	1198	130	134	½©Ê¬		50099	-1	69	82	0	9	962	5	0	0	0	0	27	16	0
35082	700106	4	1199	130	134	½©Ê¬		50099	-1	69	90	0	9	962	5	0	0	0	0	27	17	0
35083	700106	4	1200	130	134	½©Ê¬		50099	-1	69	86	0	9	962	5	0	0	0	0	27	15	0
35084	700106	4	1201	130	134	½©Ê¬		50099	-1	69	82	0	9	962	5	0	0	0	0	27	16	0
35085	700106	4	1202	130	134	½©Ê¬		50099	-1	69	90	0	9	962	5	0	0	0	0	27	17	0
35086	700106	5	1203	130	134	Ã×´ü		50129	-1	54	112	0	9	962	1	0	0	0	0	27	18	0
35087	700106	5	1204	130	134	Ã×´ü		50129	-1	56	109	0	9	962	1	0	0	0	0	27	19	0
35088	700106	5	1205	130	134	Ã×´ü		50129	-1	52	109	0	9	962	1	0	0	0	0	27	20	0
35089	700106	5	1206	130	134	Ã×´ü		50129	-1	54	112	0	9	962	2	0	0	0	0	27	18	0
35090	700106	5	1207	130	134	Ã×´ü		50129	-1	56	109	0	9	962	2	0	0	0	0	27	19	0
35091	700106	5	1208	130	134	Ã×´ü		50129	-1	52	109	0	9	962	2	0	0	0	0	27	20	0
35092	700106	5	1209	130	134	Ã×´ü		50129	-1	54	112	0	9	962	3	0	0	0	0	27	18	0
35093	700106	5	1210	130	134	Ã×´ü		50129	-1	56	109	0	9	962	3	0	0	0	0	27	19	0
35094	700106	5	1211	130	134	Ã×´ü		50129	-1	52	109	0	9	962	3	0	0	0	0	27	20	0
35095	700106	5	1212	130	134	Ã×´ü		50129	-1	54	112	0	9	962	3	0	0	0	0	27	18	0
35096	700106	5	1213	130	134	Ã×´ü		50129	-1	56	109	0	9	962	4	0	0	0	0	27	19	0
35097	700106	5	1214	130	134	Ã×´ü		50129	-1	52	109	0	9	962	4	0	0	0	0	27	20	0
35098	700106	5	1215	130	134	Ã×´ü		50129	-1	54	112	0	9	962	4	0	0	0	0	27	18	0
35099	700106	5	1216	130	134	Ã×´ü		50129	-1	56	109	0	9	962	4	0	0	0	0	27	19	0
35100	700106	5	1217	130	134	Ã×´ü		50129	-1	52	109	0	9	962	5	0	0	0	0	27	20	0
35101	700106	5	1218	130	134	Ã×´ü		50129	-1	54	112	0	9	962	5	0	0	0	0	27	18	0
35102	700106	5	1219	130	134	Ã×´ü		50129	-1	56	109	0	9	962	5	0	0	0	0	27	19	0
35103	700106	5	1220	130	134	Ã×´ü		50129	-1	52	109	0	9	962	6	0	0	0	0	27	20	0
35104	700106	5	1221	130	134	Ã×´ü		50129	-1	54	112	0	9	962	6	0	0	0	0	27	18	0
35105	700106	5	1222	130	134	Ã×´ü		50129	-1	56	109	0	9	962	6	0	0	0	0	27	19	0
35106	700106	5	1223	130	134	Ã×´ü		50129	-1	52	109	0	9	962	6	0	0	0	0	27	20	0
35107	700106	5	1224	130	134	µÆÁý		50114	-1	54	112	0	9	962	1	0	0	0	0	27	18	0
35108	700106	5	1225	130	134	µÆÁý		50114	-1	56	109	0	9	962	1	0	0	0	0	27	19	0
35109	700106	5	1226	130	134	µÆÁý		50114	-1	52	109	0	9	962	1	0	0	0	0	27	20	0
35110	700106	5	1227	130	134	µÆÁý		50114	-1	54	112	0	9	962	1	0	0	0	0	27	18	0
35111	700106	5	1228	130	134	µÆÁý		50114	-1	56	109	0	9	962	2	0	0	0	0	27	19	0
35112	700106	5	1229	130	134	µÆÁý		50114	-1	52	109	0	9	962	2	0	0	0	0	27	20	0
35113	700106	5	1230	130	134	µÆÁý		50114	-1	54	112	0	9	962	2	0	0	0	0	27	18	0
35114	700106	5	1231	130	134	µÆÁý		50114	-1	56	109	0	9	962	2	0	0	0	0	27	19	0
35115	700106	5	1232	130	134	µÆÁý		50114	-1	52	109	0	9	962	3	0	0	0	0	27	20	0
35116	700106	5	1233	130	134	µÆÁý		50114	-1	54	112	0	9	962	3	0	0	0	0	27	18	0
35117	700106	5	1234	130	134	µÆÁý		50114	-1	56	109	0	9	962	3	0	0	0	0	27	19	0
35118	700106	5	1235	130	134	µÆÁý		50114	-1	52	109	0	9	962	4	0	0	0	0	27	20	0
35119	700106	5	1236	130	134	µÆÁý		50114	-1	54	112	0	9	962	4	0	0	0	0	27	18	0
35120	700106	5	1237	130	134	µÆÁý		50114	-1	56	109	0	9	962	4	0	0	0	0	27	19	0
35121	700106	5	1238	130	134	µÆÁý		50114	-1	52	109	0	9	962	5	0	0	0	0	27	20	0
35122	700106	5	1239	130	134	µÆÁý		50114	-1	54	112	0	9	962	5	0	0	0	0	27	18	0
35123	700106	5	1240	130	134	µÆÁý		50114	-1	56	109	0	9	962	5	0	0	0	0	27	19	0
35124	700106	5	1241	130	134	µÆÁý		50114	-1	54	112	0	9	962	5	0	0	0	0	27	20	0
35125	700106	5	1242	130	134	µÆÁý		50114	-1	54	112	0	9	962	6	0	0	0	0	27	18	0
35126	700106	5	1243	130	134	µÆÁý		50114	-1	56	109	0	9	962	6	0	0	0	0	27	19	0
35127	700106	5	1244	130	134	µÆÁý		50114	-1	52	109	0	9	962	6	0	0	0	0	27	20	0
35128	700106	11	1245	130	134	Ú¤½ç¼éÉÌ		50135	150590	54	14	0	9	962	0	0	0	0	0	0	0	0
35129	700106	13	1246	130	134	ÄôÐ¡Ù»(Ñ°Â·)		50140	-1	112	15	0	9	962	0	0	0	0	0	27	0	0
35130	700106	14	1247	130	134	ÄôÐ¡Ù»		50141	150588	112	15	0	9	962	0	0	0	0	0	90	0	0
35131	700106	12	1248	130	134	Äþ²É³¼		50142	150589	22	110	0	9	962	0	0	0	0	0	0	0	0
35132	700106	7	1249	130	134	ºÚÎÞ³£		50143	-1	117	15	0	9	962	0	0	0	0	0	270	0	0
35133	700106	8	1250	135	139	°×ÎÞ³£		50010	-1	56	109	0	18	962	7	0	0	0	0	27	19	0
35134	700106	9	1251	135	139	ÃÏÆÅÆÅ		50025	-1	67	39	0	18	962	5	0	0	0	0	27	12	0
35135	700106	10	1252	135	139	µØÓüÄ§Íõ		50040	-1	69	86	0	18	962	6	0	0	0	0	27	15	0
35136	700106	1	1253	135	139	ÐÐµØÊ¬		50070	-1	74	15	0	9	962	1	0	0	0	0	27	6	0
35137	700106	1	1254	135	139	ÐÐµØÊ¬		50070	-1	74	12	0	9	962	1	0	0	0	0	27	7	0
35138	700106	1	1255	135	139	ÐÐµØÊ¬		50070	-1	74	9	0	9	962	1	0	0	0	0	27	8	0
35139	700106	1	1256	135	139	ÐÐµØÊ¬		50070	-1	74	15	0	9	962	2	0	0	0	0	27	6	0
35140	700106	1	1257	135	139	ÐÐµØÊ¬		50070	-1	74	12	0	9	962	2	0	0	0	0	27	7	0
35141	700106	1	1258	135	139	ÐÐµØÊ¬		50070	-1	74	9	0	9	962	2	0	0	0	0	27	8	0
35142	700106	1	1259	135	139	ÐÐµØÊ¬		50070	-1	74	15	0	9	962	3	0	0	0	0	27	6	0
35143	700106	1	1260	135	139	ÐÐµØÊ¬		50070	-1	74	12	0	9	962	3	0	0	0	0	27	7	0
35144	700106	1	1261	135	139	ÐÐµØÊ¬		50070	-1	74	9	0	9	962	3	0	0	0	0	27	8	0
35145	700106	2	1262	135	139	Ô¹ÄîÅ®		50055	-1	32	17	0	9	962	1	0	0	0	0	27	9	0
35146	700106	2	1263	135	139	Ô¹ÄîÅ®		50055	-1	34	18	0	9	962	1	0	0	0	0	27	10	0
35147	700106	2	1264	135	139	Ô¹ÄîÅ®		50055	-1	29	16	0	9	962	1	0	0	0	0	27	11	0
35148	700106	2	1265	135	139	Ô¹ÄîÅ®		50055	-1	32	17	0	9	962	1	0	0	0	0	27	9	0
35149	700106	2	1266	135	139	Ô¹ÄîÅ®		50055	-1	34	18	0	9	962	2	0	0	0	0	27	10	0
35150	700106	2	1267	135	139	Ô¹ÄîÅ®		50055	-1	29	16	0	9	962	2	0	0	0	0	27	11	0
35151	700106	2	1268	135	139	Ô¹ÄîÅ®		50055	-1	32	17	0	9	962	2	0	0	0	0	27	9	0
35152	700106	2	1269	135	139	Ô¹ÄîÅ®		50055	-1	34	18	0	9	962	2	0	0	0	0	27	10	0
35153	700106	2	1270	135	139	Ô¹ÄîÅ®		50055	-1	29	16	0	9	962	3	0	0	0	0	27	11	0
35154	700106	2	1271	135	139	Ô¹ÄîÅ®		50055	-1	32	17	0	9	962	3	0	0	0	0	27	9	0
35155	700106	2	1272	135	139	Ô¹ÄîÅ®		50055	-1	34	18	0	9	962	3	0	0	0	0	27	10	0
35156	700106	2	1273	135	139	Ô¹ÄîÅ®		50055	-1	29	16	0	9	962	3	0	0	0	0	27	11	0
35157	700106	2	1274	135	139	Ô¹ÄîÅ®		50055	-1	32	17	0	9	962	4	0	0	0	0	27	9	0
35158	700106	2	1275	135	139	Ô¹ÄîÅ®		50055	-1	34	18	0	9	962	4	0	0	0	0	27	10	0
35159	700106	2	1276	135	139	Ô¹ÄîÅ®		50055	-1	29	16	0	9	962	4	0	0	0	0	27	11	0
35160	700106	2	1277	135	139	Ô¹ÄîÅ®		50055	-1	29	16	0	9	962	4	0	0	0	0	27	11	0
35161	700106	3	1278	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	1	0	0	0	0	27	12	0
35162	700106	3	1279	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	1	0	0	0	0	27	13	0
35163	700106	3	1280	135	139	÷¼÷Ã		50085	-1	64	39	0	9	962	1	0	0	0	0	27	14	0
35164	700106	3	1281	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	1	0	0	0	0	27	12	0
35165	700106	3	1282	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	1	0	0	0	0	27	13	0
35166	700106	3	1283	135	139	÷¼÷Ã		50085	-1	64	39	0	9	962	2	0	0	0	0	27	14	0
35167	700106	3	1284	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	2	0	0	0	0	27	12	0
35168	700106	3	1285	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	2	0	0	0	0	27	13	0
35169	700106	3	1286	135	139	÷¼÷Ã		50085	-1	64	39	0	9	962	2	0	0	0	0	27	14	0
35170	700106	3	1287	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	2	0	0	0	0	27	12	0
35171	700106	3	1288	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	3	0	0	0	0	27	13	0
35172	700106	3	1289	135	139	÷¼÷Ã		50085	-1	64	39	0	9	962	3	0	0	0	0	27	14	0
35173	700106	3	1290	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	3	0	0	0	0	27	12	0
35174	700106	3	1291	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	3	0	0	0	0	27	13	0
35175	700106	3	1292	135	139	÷¼÷Ã		50085	-1	64	39	0	9	962	3	0	0	0	0	27	14	0
35176	700106	3	1293	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	4	0	0	0	0	27	12	0
35177	700106	3	1294	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	4	0	0	0	0	27	13	0
35178	700106	3	1295	135	139	÷¼÷Ã		50085	-1	67	39	0	9	962	4	0	0	0	0	27	14	0
35179	700106	3	1296	135	139	÷¼÷Ã		50085	-1	71	39	0	9	962	4	0	0	0	0	27	13	0
35180	700106	3	1297	135	139	÷¼÷Ã		50085	-1	64	39	0	9	962	4	0	0	0	0	27	14	0
35181	700106	4	1298	135	139	½©Ê¬		50100	-1	69	86	0	9	962	1	0	0	0	0	27	15	0
35182	700106	4	1299	135	139	½©Ê¬		50100	-1	69	82	0	9	962	1	0	0	0	0	27	16	0
35183	700106	4	1300	135	139	½©Ê¬		50100	-1	69	90	0	9	962	1	0	0	0	0	27	17	0
35184	700106	4	1301	135	139	½©Ê¬		50100	-1	69	86	0	9	962	1	0	0	0	0	27	15	0
35185	700106	4	1302	135	139	½©Ê¬		50100	-1	69	82	0	9	962	1	0	0	0	0	27	16	0
35186	700106	4	1303	135	139	½©Ê¬		50100	-1	69	90	0	9	962	1	0	0	0	0	27	17	0
35187	700106	4	1304	135	139	½©Ê¬		50100	-1	69	86	0	9	962	2	0	0	0	0	27	15	0
35188	700106	4	1305	135	139	½©Ê¬		50100	-1	69	82	0	9	962	2	0	0	0	0	27	16	0
35189	700106	4	1306	135	139	½©Ê¬		50100	-1	69	90	0	9	962	2	0	0	0	0	27	17	0
35190	700106	4	1307	135	139	½©Ê¬		50100	-1	69	86	0	9	962	2	0	0	0	0	27	15	0
35191	700106	4	1308	135	139	½©Ê¬		50100	-1	69	82	0	9	962	2	0	0	0	0	27	16	0
35192	700106	4	1309	135	139	½©Ê¬		50100	-1	69	90	0	9	962	2	0	0	0	0	27	17	0
35193	700106	4	1310	135	139	½©Ê¬		50100	-1	69	86	0	9	962	3	0	0	0	0	27	15	0
35194	700106	4	1311	135	139	½©Ê¬		50100	-1	69	82	0	9	962	3	0	0	0	0	27	16	0
35195	700106	4	1312	135	139	½©Ê¬		50100	-1	69	90	0	9	962	3	0	0	0	0	27	17	0
35196	700106	4	1313	135	139	½©Ê¬		50100	-1	69	86	0	9	962	3	0	0	0	0	27	15	0
35197	700106	4	1314	135	139	½©Ê¬		50100	-1	69	82	0	9	962	3	0	0	0	0	27	16	0
35198	700106	4	1315	135	139	½©Ê¬		50100	-1	69	90	0	9	962	3	0	0	0	0	27	17	0
35199	700106	4	1316	135	139	½©Ê¬		50100	-1	69	86	0	9	962	4	0	0	0	0	27	15	0
35200	700106	4	1317	135	139	½©Ê¬		50100	-1	69	82	0	9	962	4	0	0	0	0	27	16	0
35201	700106	4	1318	135	139	½©Ê¬		50100	-1	69	90	0	9	962	4	0	0	0	0	27	17	0
35202	700106	4	1319	135	139	½©Ê¬		50100	-1	69	86	0	9	962	4	0	0	0	0	27	15	0
35203	700106	4	1320	135	139	½©Ê¬		50100	-1	69	82	0	9	962	4	0	0	0	0	27	16	0
35204	700106	4	1321	135	139	½©Ê¬		50100	-1	69	90	0	9	962	4	0	0	0	0	27	17	0
35205	700106	4	1322	135	139	½©Ê¬		50100	-1	69	86	0	9	962	5	0	0	0	0	27	15	0
35206	700106	4	1323	135	139	½©Ê¬		50100	-1	69	82	0	9	962	5	0	0	0	0	27	16	0
35207	700106	4	1324	135	139	½©Ê¬		50100	-1	69	90	0	9	962	5	0	0	0	0	27	17	0
35208	700106	4	1325	135	139	½©Ê¬		50100	-1	69	86	0	9	962	5	0	0	0	0	27	15	0
35209	700106	4	1326	135	139	½©Ê¬		50100	-1	69	82	0	9	962	5	0	0	0	0	27	16	0
35210	700106	4	1327	135	139	½©Ê¬		50100	-1	69	90	0	9	962	5	0	0	0	0	27	17	0
35211	700106	5	1328	135	139	Ã×´ü		50130	-1	54	112	0	9	962	1	0	0	0	0	27	18	0
35212	700106	5	1329	135	139	Ã×´ü		50130	-1	56	109	0	9	962	1	0	0	0	0	27	19	0
35213	700106	5	1330	135	139	Ã×´ü		50130	-1	52	109	0	9	962	1	0	0	0	0	27	20	0
35214	700106	5	1331	135	139	Ã×´ü		50130	-1	54	112	0	9	962	2	0	0	0	0	27	18	0
35215	700106	5	1332	135	139	Ã×´ü		50130	-1	56	109	0	9	962	2	0	0	0	0	27	19	0
35216	700106	5	1333	135	139	Ã×´ü		50130	-1	52	109	0	9	962	2	0	0	0	0	27	20	0
35217	700106	5	1334	135	139	Ã×´ü		50130	-1	54	112	0	9	962	3	0	0	0	0	27	18	0
35218	700106	5	1335	135	139	Ã×´ü		50130	-1	56	109	0	9	962	3	0	0	0	0	27	19	0
35219	700106	5	1336	135	139	Ã×´ü		50130	-1	52	109	0	9	962	3	0	0	0	0	27	20	0
35220	700106	5	1337	135	139	Ã×´ü		50130	-1	54	112	0	9	962	3	0	0	0	0	27	18	0
35221	700106	5	1338	135	139	Ã×´ü		50130	-1	56	109	0	9	962	4	0	0	0	0	27	19	0
35222	700106	5	1339	135	139	Ã×´ü		50130	-1	52	109	0	9	962	4	0	0	0	0	27	20	0
35223	700106	5	1340	135	139	Ã×´ü		50130	-1	54	112	0	9	962	4	0	0	0	0	27	18	0
35224	700106	5	1341	135	139	Ã×´ü		50130	-1	56	109	0	9	962	4	0	0	0	0	27	19	0
35225	700106	5	1342	135	139	Ã×´ü		50130	-1	52	109	0	9	962	5	0	0	0	0	27	20	0
35226	700106	5	1343	135	139	Ã×´ü		50130	-1	54	112	0	9	962	5	0	0	0	0	27	18	0
35227	700106	5	1344	135	139	Ã×´ü		50130	-1	56	109	0	9	962	5	0	0	0	0	27	19	0
35228	700106	5	1345	135	139	Ã×´ü		50130	-1	52	109	0	9	962	6	0	0	0	0	27	20	0
35229	700106	5	1346	135	139	Ã×´ü		50130	-1	54	112	0	9	962	6	0	0	0	0	27	18	0
35230	700106	5	1347	135	139	Ã×´ü		50130	-1	56	109	0	9	962	6	0	0	0	0	27	19	0
35231	700106	5	1348	135	139	Ã×´ü		50130	-1	52	109	0	9	962	6	0	0	0	0	27	20	0
35232	700106	5	1349	135	139	µÆÁý		50115	-1	54	112	0	9	962	1	0	0	0	0	27	18	0
35233	700106	5	1350	135	139	µÆÁý		50115	-1	56	109	0	9	962	1	0	0	0	0	27	19	0
35234	700106	5	1351	135	139	µÆÁý		50115	-1	52	109	0	9	962	1	0	0	0	0	27	20	0
35235	700106	5	1352	135	139	µÆÁý		50115	-1	54	112	0	9	962	1	0	0	0	0	27	18	0
35236	700106	5	1353	135	139	µÆÁý		50115	-1	56	109	0	9	962	2	0	0	0	0	27	19	0
35237	700106	5	1354	135	139	µÆÁý		50115	-1	52	109	0	9	962	2	0	0	0	0	27	20	0
35238	700106	5	1355	135	139	µÆÁý		50115	-1	54	112	0	9	962	2	0	0	0	0	27	18	0
35239	700106	5	1356	135	139	µÆÁý		50115	-1	56	109	0	9	962	2	0	0	0	0	27	19	0
35240	700106	5	1357	135	139	µÆÁý		50115	-1	52	109	0	9	962	3	0	0	0	0	27	20	0
35241	700106	5	1358	135	139	µÆÁý		50115	-1	54	112	0	9	962	3	0	0	0	0	27	18	0
35242	700106	5	1359	135	139	µÆÁý		50115	-1	56	109	0	9	962	3	0	0	0	0	27	19	0
35243	700106	5	1360	135	139	µÆÁý		50115	-1	52	109	0	9	962	4	0	0	0	0	27	20	0
35244	700106	5	1361	135	139	µÆÁý		50115	-1	54	112	0	9	962	4	0	0	0	0	27	18	0
