INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
327	100000000	8	11000203	100000000	8	11020502	100000000	8	11030502	100000000	3	12054300	31300000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	100000000	1	11000300	100000000	6	11000902	100000000	6	11970021	100000000	1	10300142	-1	-1	-1
328	100000000	6	11000203	100000000	8	11020502	100000000	8	11030406	100000000	3	12240002	100000000	3	11010121	100000000	1	11000133|19010003	12500000	1	11000902	3130000	1	10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	100000000	1	11000551	-1	-1	-1
329	100000000	6	11000203	100000000	8	11030502	100000000	8	11030406	100000000	1	11000503	100000000	3	12240002	100000000	3	11000544	100000000	1	11000545|11000546	12500000	1	11000903	3130000	1	10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	100000000	1	11000551
330	100000000	12	11050005	100000000	8	11030502	100000000	8	11020502	100000000	8	11030406	100000000	3	12240002	100000000	6	12041098|12041099	12500000	1	11000904	3130000	1	10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	100000000	3	11000544	100000000	1	11000551
331	100000000	6	11000201	100000000	8	11020501	100000000	1	12054300	50000000	1	10284001|10284011|10284021|10284031|10284041|10284051|10288018|10288022|10288026|10288030|10288034|10288038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
332	100000000	3	11000202	100000000	8	11020502	100000000	2	12054300	25000000	1	10284002|10284012|10284022|10284032|10284042|10284052|10288019|10288023|10288027|10288031|10288035|10288039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
333	100000000	3	11000202	100000000	8	11020502	100000000	3	12054300	10000000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
334	100000000	20	11960005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
335	100000000	3	11000202	100000000	8	11020502	100000000	8	11030502	100000000	1	11000300	10000000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
336	100000000	3	11000202	100000000	8	11020501	100000000	8	11030501	100000000	2	11970021	7140000	1	10284002|10284012|10284022|10284032|10284042|10284052|10288019|10288023|10288027|10288031|10288035|10288039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#妖邪地宫马技能书																														
337	16666666	1	12052081	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	18魔君掉落平衡残页																													
338	100000000	6	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
# 	抢滩登陆任务																													
339	1000000	1	11000300	100000000	1	11000203	100000000	3	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
# 	虎魄星君																													
340	100000000	6	11000550	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#宝箱boss																														
341	100000000	10	11960003	100000000	1	10200030|10230030|10250030|10260030|10270030|10280030|10290030	100000000	5	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
342	100000000	10	11960004	100000000	1	10200040|10230040|10250040|10260040|10270040|10280040|10290040	100000000	5	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
343	100000000	10	11960005	100000000	1	10200050|10230050|10250050|10260050|10270050|10280050|10290050	100000000	5	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
344	100000000	10	11960006	100000000	1	10200060|10230060|10250060|10260060|10270060|10280060|10290060	100000000	5	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
345	100000000	10	11960007	100000000	1	10200070|10230070|10250070|10260070|10270070|10280070|10290070	100000000	5	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
346	100000000	6	11970021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#国战npc																														
347	100000000	20	11050001	100000000	20	11000201	100000000	3	11970021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
348	100000000	20	11050002	100000000	20	11000202	100000000	4	11970021	100000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
349	100000000	20	11050003	100000000	20	11000202	100000000	12	11970021	100000000	2	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
350	100000000	10	11960007	100000000	1	10200070|10230070|10250070|10260070|10270070|10280070|10290070	100000000	5	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
351	100000000	10	11960007	100000000	1	10200080|10230080|10250080|10260080|10270080|10280080|10290080	100000000	5	11000202	5000000	1	12030116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
352	100000000	10	11960007	100000000	1	10200080|10230080|10250080|10260080|10270080|10280080|10290080	100000000	5	11000202	5000000	1	12030116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#场景BOSS掉落																														
360	100000000	12	11000200	100000000	12	11050001	100000000	3	11960011	100000000	2	12031004|12031002|12031003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
361	100000000	5	12030204	100000000	6	11000200	100000000	6	11050001	100000000	3	11960011	100000000	2	11960010	100000000	2	12041101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
362	100000000	7	12030204	100000000	6	11050001	100000000	6	11000201	100000000	4	11960011	100000000	3	12030252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
363	100000000	7	12030204	100000000	12	11000201	100000000	4	11960011	100000000	3	12030252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
364	100000000	5	11030501	100000000	5	11020501	100000000	5	11030405	100000000	3	12030253	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
365	100000000	12	11000201	100000000	12	11050002	100000000	5	11960011	100000000	3	12030253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
366	100000000	6	11030501	100000000	6	11020501	100000000	6	11030405	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
367	100000000	8	12030204	100000000	12	11000202	100000000	6	11960011	100000000	3	12030013	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
368	100000000	8	12030204	100000000	6	11050003	100000000	6	11000202	100000000	6	11960011	100000000	3	12030254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
369	100000000	7	11030501	100000000	7	11020501	100000000	7	11030405	100000000	1	12054300	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
370	100000000	8	12030204	100000000	12	11000202	100000000	7	11960011	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
371	100000000	8	12030204	100000000	6	11050003	100000000	6	11000202	100000000	7	11960011	100000000	4	12030255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
372	100000000	8	11030501	100000000	8	11020501	100000000	8	11030405	100000000	4	12030255	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
373	100000000	9	12030204	100000000	12	11000203	100000000	8	11960011	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
374	100000000	9	12030204	100000000	6	11050004	100000000	6	11000203	100000000	8	11960011	100000000	4	12030256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
375	100000000	8	11030501	100000000	8	11020501	100000000	8	11030405	100000000	1	12054300	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
376	100000000	10	12030204	100000000	12	11000203	100000000	9	11960011	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
377	100000000	10	12030204	100000000	6	11050004	100000000	6	11000203	100000000	9	11960011	100000000	4	12030257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
378	100000000	9	11030501	100000000	9	11020501	100000000	9	11030405	100000000	4	12030259	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
379	100000000	10	12030204	100000000	12	11000203	100000000	10	11960011	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
380	100000000	10	12030204	100000000	6	11050005	100000000	6	11000203	100000000	10	11960011	100000000	3	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
381	100000000	9	11030501	100000000	9	11020501	100000000	9	11030405	100000000	1	12054300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
382	100000000	11	12030204	100000000	12	11000203	100000000	11	11960011	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
383	100000000	11	12030204	100000000	6	11050005	100000000	6	11000203	100000000	11	11960011	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
384	100000000	10	11030501	100000000	10	11020501	100000000	10	11030405	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
385	100000000	10	12030204	100000000	12	11000203	100000000	10	11960011	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
386	100000000	10	12030204	100000000	6	11050005	100000000	6	11000203	100000000	10	11960011	100000000	3	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
387	100000000	9	11030501	100000000	9	11020501	100000000	9	11030405	100000000	1	12054300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
388	100000000	11	12030204	100000000	12	11000203	100000000	11	11960011	100000000	1	11000501	100000000	6	11990015	100000000	4	12030259	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
389	100000000	11	12030204	100000000	6	11050005	100000000	6	11000203	100000000	11	11960011	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
390	100000000	10	11030501	100000000	10	11020501	100000000	10	11030405	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	场景boss随机产出																													
400	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	1	12030253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
401	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	1	12030254	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	-1	-1	-1	-1	-1	-1
402	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	1	12030255	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	-1	-1	-1	-1	-1	-1
403	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	1	12030256	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550
404	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	1	12030257	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550
405	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	0	12030258	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550
406	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	30000000	1	12030212	7000000	0	12030258	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550
#副本产出重划区段（500~）																														
#千佛窟每5级一段																														
500	75000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
501	87500000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
502	100000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
503	100000000	1	11000200	12500000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
504	75000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
505	87500000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
506	100000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
507	100000000	1	11000201	12500000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
508	75000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
509	87500000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
510	100000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
511	100000000	1	11000202	12500000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
512	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
513	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
514	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
515	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
516	100000000	7	11000200	20000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
517	100000000	8	11000200	40000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
518	100000000	9	11000200	60000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
519	100000000	10	11000200	80000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
520	100000000	7	11000201	20000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
521	100000000	8	11000201	40000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
522	100000000	9	11000201	60000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
523	100000000	10	11000201	80000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
524	100000000	7	11000202	20000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
525	100000000	8	11000202	40000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
526	100000000	9	11000202	60000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
527	100000000	10	11000202	80000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
528	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
529	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
530	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
531	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
532	100000000	10	11000200	80000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
533	100000000	12	11000200	60000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
534	100000000	14	11000200	40000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
535	100000000	16	11000200	20000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
536	100000000	10	11000201	80000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
537	100000000	12	11000201	60000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
538	100000000	14	11000201	40000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
539	100000000	16	11000201	20000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
540	100000000	10	11000202	80000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
541	100000000	12	11000202	60000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
542	100000000	14	11000202	40000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
543	100000000	16	11000202	20000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
544	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
545	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
546	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
547	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#战神墓每5级一段																														
548	21951220	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
549	25609756	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
550	29268293	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
551	32926829	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
552	21951220	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
553	25609756	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
554	29268293	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
555	21951220	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
556	25609756	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
557	29268293	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
558	21951220	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
559	25609756	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
560	29268293	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
561	100000000	7	11050001	20000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
562	100000000	8	11050001	40000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
563	100000000	9	11050001	60000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
564	100000000	10	11050001	80000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
565	100000000	7	11050002	20000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
566	100000000	8	11050002	40000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
567	100000000	9	11050002	60000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
