INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT
9004	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59505	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010001}#W，你去找一些回来。	找到#G#{_ITEM12010001}#W	\t快去吧，还有人等着用呢！	你放弃了任务	\t难怪大家都在夸你，果然名不虚传。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010001}#W						1		1
9005	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59506	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM12010100}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM12010100}#W	\t清香的#G#{_ITEM12010100}#W一直是帮众们钟爱的饮品。	你放弃了任务	\t哈哈，看来我们又有口福了。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010100}#W						1		1
9006	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59507	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010001}#W，你去找一些回来。	找到#G#{_ITEM12010001}#W	\t还没拿回来么？药店就有啊！	你放弃了任务	\t中原的医学真是神奇，这小小的一瓶就能起死回生。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010001}#W						1		1
9007	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59508	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010300}#W，你去找一些回来。	找到#G#{_ITEM12010300}#W	\t一样是酒，喝这个就没人说你是酒鬼！	你放弃了任务	\t恩，你真是帮里栋梁之材。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010300}#W						1		1
9008	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59509	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM11990201}#W，你去找一些回来。	找到#G#{_ITEM11990201}#W	\t让你办的事怎么样了？	你放弃了任务	\t多亏有你的帮助，我手头的事轻松了很多。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11990201}#W						1		1
9009	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59510	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM11050001}#W，你去找一些回来。	找到#G#{_ITEM11050001}#W	\t你弄到#G#{_ITEM11050001}#W了么？	你放弃了任务	\t哈哈，办事果然有效率，看来以后还要多麻烦你啊！	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11050001}#W						1		1
#	帮会建设中的收集物品（40-59）																																																																										
9010	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59511	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t#Y@myname#W，见到你真好，我正需要你的帮助，帮会内急需一些#G#{_ITEM11000200}#W，你知道这是一种很珍贵的物品，想要得到它并不容易，不过我相信你自有你的好办法。	找到#G#{_ITEM11000200}#W	\t怎么！？连你也没有办法么？	你放弃了任务	\t哈哈，我就知道你肯定不会让我失望。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11000200}#W						1		1
9011	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59512	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM11020001}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM11020001}#W	\t#G#{_ITEM11020001}#W是一种常备材料，用途很广泛。	你放弃了任务	\t我们正需要这个。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11020001}#W						1		1
9012	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59513	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM11020002}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM11020002}#W	\t#G#{_ITEM11020002}#W是制作各种伤药的基本材料。	你放弃了任务	\t很不错，以你的表现，很有希望提升为副堂主。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11020002}#W						1		1
9013	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59514	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM11030001}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM11030001}#W	\t嗯？你怎么还在这里转悠？	你放弃了任务	\t好，多谢你的帮助。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11030001}#W						1		1
9014	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59515	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010001}#W，你去找一些回来。	找到#G#{_ITEM12010001}#W	\t快去吧，还有人等着用呢！	你放弃了任务	\t难怪大家都在夸你，果然名不虚传。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010001}#W						1		1
9015	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59516	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM12010100}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM12010100}#W	\t清香的#G#{_ITEM12010100}#W一直是帮众们钟爱的饮品。	你放弃了任务	\t哈哈，看来我们又有口福了。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010100}#W						1		1
9016	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59517	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010001}#W，你去找一些回来。	找到#G#{_ITEM12010001}#W	\t还没拿回来么？药店就有啊！	你放弃了任务	\t中原的医学真是神奇，这小小的一瓶就能起死回生。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010001}#W						1		1
9017	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59518	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010300}#W，你去找一些回来。	找到#G#{_ITEM12010300}#W	\t一样是酒，喝这个就没人说你是酒鬼！	你放弃了任务	\t恩，你真是帮里栋梁之材。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010300}#W						1		1
9018	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59519	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM11990202}#W，你去找一些回来。	找到#G#{_ITEM11990202}#W	\t让你办的事怎么样了？	你放弃了任务	\t多亏有你的帮助，我手头的事轻松了很多。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11990202}#W						1		1
9019	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59520	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM11050001}#W，你去找一些回来。	找到#G#{_ITEM11050001}#W	\t你弄到#G#{_ITEM11050001}#W了么？	你放弃了任务	\t哈哈，办事果然有效率，看来以后还要多麻烦你啊！	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11050001}#W						1		1
#	帮会建设中的收集物品（60+）																																																																										
9020	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59521	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t#Y@myname#W，见到你真好，我正需要你的帮助，帮会内急需一些#G#{_ITEM11000201}#W，你知道这是一种很珍贵的物品，想要得到它并不容易，不过我相信你自有你的好办法。	找到#G#{_ITEM11000201}#W	\t怎么！？连你也没有办法么？	你放弃了任务	\t哈哈，我就知道你肯定不会让我失望。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11000201}#W						1		1
9021	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59522	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM11020001}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM11020001}#W	\t#G#{_ITEM11020001}#W是一种常备材料，用途很广泛。	你放弃了任务	\t我们正需要这个。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11020001}#W						1		1
9022	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59523	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM11020002}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM11020002}#W	\t#G#{_ITEM11020002}#W是制作各种伤药的基本材料。	你放弃了任务	\t很不错，以你的表现，很有希望提升为副堂主。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11020002}#W						1		1
9023	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59524	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM11030001}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM11030001}#W	\t嗯？你怎么还在这里转悠？	你放弃了任务	\t好，多谢你的帮助。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11030001}#W						1		1
9024	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59525	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010001}#W，你去找一些回来。	找到#G#{_ITEM12010001}#W	\t快去吧，还有人等着用呢！	你放弃了任务	\t难怪大家都在夸你，果然名不虚传。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010001}#W						1		1
9025	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59526	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t见到你我就放心多了，这时候办事牢靠的人并不好找，我需要一些#G#{_ITEM12010100}#W来补充帮内的物资，看来这次又要麻烦你了。	找到#G#{_ITEM12010100}#W	\t清香的#G#{_ITEM12010100}#W一直是帮众们钟爱的饮品。	你放弃了任务	\t哈哈，看来我们又有口福了。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010100}#W						1		1
9026	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59527	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010001}#W，你去找一些回来。	找到#G#{_ITEM12010001}#W	\t还没拿回来么？药店就有啊！	你放弃了任务	\t中原的医学真是神奇，这小小的一瓶就能起死回生。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010001}#W						1		1
9027	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59528	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM12010300}#W，你去找一些回来。	找到#G#{_ITEM12010300}#W	\t一样是酒，喝这个就没人说你是酒鬼！	你放弃了任务	\t恩，你真是帮里栋梁之材。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM12010300}#W						1		1
9028	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59529	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM11990203}#W，你去找一些回来。	找到#G#{_ITEM11990203}#W	\t让你办的事怎么样了？	你放弃了任务	\t多亏有你的帮助，我手头的事轻松了很多。	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11990203}#W						1		1
9029	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	59530	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t随着我们帮会规模的日益壮大，物资明显有些匮乏，大家虽然都是习武之人，也难免有个跌打损伤，头疼脑热之类的，现在我需要一些#G#{_ITEM11050001}#W，你去找一些回来。	找到#G#{_ITEM11050001}#W	\t你弄到#G#{_ITEM11050001}#W了么？	你放弃了任务	\t哈哈，办事果然有效率，看来以后还要多麻烦你啊！	138533	帮会任务发布人	-1	-1	-1	-1	找到#G#{_ITEM11050001}#W						1		1
#	帮户建设中的送信																																																																										
9030	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在大家的努力下，我们的帮会正在蒸蒸日上，不过最近遇到了一些小麻烦需要尽快解决，我的一些老朋友应该能帮忙，你能带个口信给他们么？	找到可以帮助帮会的人	\t你还愣在这里干什么？要找的人来了么？	你放弃了征税权	\t这么快你就找齐了人？真是不错。	138533	帮会任务发布人	-1	-1	-1	-1	找到可以帮助帮会的人						1		1
9031	300606	2	【帮会】帮会内政说明	【帮会】帮会内政说明	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						138562	@npcname_138562	-1	-1	-1	-1									1
#	猜谜玩法																																																																										
9040	300102	1	【帮会】帮会内政说明	【帮会】帮会内政说明	-1	-1	-1	50	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						138562	@npcname_138562	-1	-1	-1	-1									1
#	暴龙大作战																																																																										
9045	310320	2	【个人】暴龙大作战	【个人】暴龙大作战	-1	-1	-1	65	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t嘿，你好！我是这儿的暴龙管理员！\n\t想参加暴龙大作战吗？那你得先了解一下规则：\n\t你可以在暴红或者暴蓝中选择加入一方，在任务时间结束之前，你可以去找另一边的暴龙转换你支持的对象。\n\t最后，我会根据支持的人数来判断胜负。\n\t注意：#G支持人数#R较少#G的暴龙会获得#R胜利#G，获得双倍的奖励！而支持人数较多的暴龙，只会获得普通的奖励！	选择支持@npc_145001或@npc_145002	\t别心急，过一会儿我就会宣布胜负！	你放弃了任务	#G支持人数较少的暴龙会获得胜利，获得双倍的奖励！而支持人数较多的暴龙，只会获得普通的奖励！	145000	暴龙使者	-1	-1	-1	-1	选择支持@npc_145001或@npc_145002						1		1
#	抢箱子																																																																										
9050	310322	2	【个人】疯狂的宝箱	【个人】疯狂的宝箱	-1	-1	-1	65	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t欢迎你，我亲爱的朋友。\n\t不知道你听说过疯狂的宝箱没有？在这麒麟游戏场中会#G限时#W出现很多疯狂的宝箱，在打开它之前谁也不知道里面藏着什么，最常见的是大量#G经验#W，也有部分魔盒里面藏有#GBoss召唤符#W，#G天上人间·麒麟寻宝图碎片#W等稀有道具，更有个别魔盒封住了#G绝世魔王#W。\n\t疯狂的宝箱出现的时间是每周日的：\n#G12：35—12：50#W，#G13：35—13：50#W，\n#G14：35—14：50#W，#G15：35—15：50#W，\n#G16：35—16：50#W，#G17：35—17：50#W，\n#G18：35—18：50#W，#G19：35—19：50#W，\n#G20：35—20：50#W，#G21：35—21：50#W，\n#G22：35—22：50#W\n\t本任务每周可接取5次，其中第一次免费领取，其余4次每次接取需花费#Y1两现金或金卡#W。	#G宝箱#W会在特定时间出现在天上人间·麒麟内#G暴龙任务区#W、#G海盗船区#W、#G旋转木马区#W、#G摩天轮区#W等地方。	\t打开疯狂的宝箱之前，谁也不知道里面藏着的是什么。	你放弃了任务	\t恭喜你完成了疯狂的宝箱任务，在你开启魔盒的那一刻，有没有听到自己的心跳？	145003	蔡湘子	-1	-1	-1	-1	打开5个天上人间·麒麟内的#G宝箱#W						1		1
#	挖宝大作战																																																																										
9060	310364	2	【个人】挖宝大作战	【个人】挖宝大作战	-1	-1	-1	85	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t要参加这天上人间·聊斋内的挖宝大作战吗？请先听我说说这挖宝大作战的规则：\n\t1.挖宝大作战在每周六、日的下午14：00——17：00举行。\n\t2.在活动期间每人可以进行两轮挖宝大作战。\n\t3.任务需要在天上人间·聊斋里面的20个地点进行挖宝。\n\t4.挖宝工具分为梦幻铁铲和梦幻金铲，使用梦幻金铲在挖宝过程中的收益高于梦幻铁铲。\n\t5.梦幻铁铲可在任务发布npc处购买，梦幻金铲可在金币商城（快捷键J）购买。\n\t6.当天完成任务用时最短的20名玩家会得到额外的奖励，取每天自己最好成绩参与排名。	#G宝箱#W会在特定时间出现在天上人间·麒麟内#G暴龙任务区#W、#G海盗船区#W、#G旋转木马区#W、#G摩天轮区#W等地方。	\t打开疯狂的宝箱之前，谁也不知道里面藏着的是什么。	你放弃了任务	\t恭喜你完成了疯狂的宝箱任务，在你开启魔盒的那一刻，有没有听到自己的心跳？	145101	卞地宝	-1	-1	-1	-1	打开5个天上人间·麒麟内的#G宝箱#W						1		1
#	叹号任务																																																																										
9090	310347	2	叹号	叹号	-1	-1	-1	65	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t欢迎你，我亲爱的朋友。\n\t不知道你听说过疯狂的宝箱没有？在这麒麟游戏场中会#G限时#W出现很多疯狂的宝箱，在打开它之前谁也不知道里面藏着什么，最常见的是大量#G经验#W，也有部分魔盒里面藏有#GBoss召唤符#W，#G天上人间·麒麟寻宝图碎片#W等稀有道具，更有个别魔盒封住了#G绝世魔王#W。\n\t疯狂的宝箱出现的时间是每周日的：\n#G12：35—12：50#W，#G13：35—13：50#W，\n#G14：35—14：50#W，#G15：35—15：50#W，\n#G16：35—16：50#W，#G17：35—17：50#W，\n#G18：35—18：50#W，#G19：35—19：50#W，\n#G20：35—20：50#W，#G21：35—21：50#W，\n#G22：35—22：50#W\n\t本任务每周可接取5次，其中第一次免费领取，其余4次每次接取需花费#Y1两现金或金卡#W。	#G宝箱#W会在特定时间出现在天上人间·麒麟内#G暴龙任务区#W、#G海盗船区#W、#G旋转木马区#W、#G摩天轮区#W等地方。	\t打开疯狂的宝箱之前，谁也不知道里面藏着的是什么。	你放弃了任务	\t恭喜你完成了疯狂的宝箱任务，在你开启魔盒的那一刻，有没有听到自己的心跳？	145003	蔡湘子	-1	-1	-1	-1	打开5个天上人间·麒麟内的#G宝箱#W						1		1
9091	404909	1	替身沙袋弹框任务	替身沙袋弹框任务	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	22000	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t欢迎你，我亲爱的朋友。\n\t不知道你听说过疯狂的宝箱没有？在这麒麟游戏场中会#G限时#W出现很多疯狂的宝箱，在打开它之前谁也不知道里面藏着什么，最常见的是大量#G经验#W，也有部分魔盒里面藏有#GBoss召唤符#W，#G天上人间·麒麟寻宝图碎片#W等稀有道具，更有个别魔盒封住了#G绝世魔王#W。\n\t疯狂的宝箱出现的时间是每周日的：\n#G12：35—12：50#W，#G13：35—13：50#W，\n#G14：35—14：50#W，#G15：35—15：50#W，\n#G16：35—16：50#W，#G17：35—17：50#W，\n#G18：35—18：50#W，#G19：35—19：50#W，\n#G20：35—20：50#W，#G21：35—21：50#W，\n#G22：35—22：50#W\n\t本任务每周可接取5次，其中第一次免费领取，其余4次每次接取需花费#Y1两现金或金卡#W。	#G宝箱#W会在特定时间出现在天上人间·麒麟内#G暴龙任务区#W、#G海盗船区#W、#G旋转木马区#W、#G摩天轮区#W等地方。	\t打开疯狂的宝箱之前，谁也不知道里面藏着的是什么。	你放弃了任务	\t恭喜你完成了疯狂的宝箱任务，在你开启魔盒的那一刻，有没有听到自己的心跳？	145003	蔡湘子	-1	-1	-1	-1	打开5个天上人间·麒麟内的#G宝箱#W						1		1
